source_provider,query,title,link,published_at,summary,raw_source,provider_status
google_news_rss,003520,"[잠정실적]영진약품, 올해 2Q 매출액 616억(-1.5%) 영업이익 -15억(적자전환) (개별) - 씽크풀 AI",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBITzdtaTRwbF9TQ19adWdQWHAyeVRrRmVtYlVuZWNQekNkNGpib2hUTHdWZlY5TjRQX2thMl9rTklpV0lCSUo2UXVhVFg3eGpucjdtdEg5elF1V1hxd1ZzcEFzbGgxbDdP?oc=5,2026-08-07T21:42:02+00:00,"<a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTFBITzdtaTRwbF9TQ19adWdQWHAyeVRrRmVtYlVuZWNQekNkNGpib2hUTHdWZlY5TjRQX2thMl9rTklpV0lCSUo2UXVhVFg3eGpucjdtdEg5elF1V1hxd1ZzcEFzbGgxbDdP?oc=5"" target=""_blank"">[잠정실적]영진약품, 올해 2Q 매출액 616억(-1.5%) 영업이익 -15억(적자전환) (개별)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">씽크풀 AI</font>",Google News RSS,success
google_news_rss,003520,"영진약품, 2026년 2분기 영업손실 14억9700만원…전년동기 대비 적자전환 - digitaltoday.co.kr",https://news.google.com/rss/articles/CBMic0FVX3lxTE1nYnhSMnBheUV1Rms5Nk80WDJQRnBOQVY5QWl2V3ZvSWJWU1pDR0JjajNhNEkydW82elJWbmpyb3pGRGVBaEtOZFAyS0wtWnE1a2hOV2o5Ymp3dDBFSEdYT0MtNnNUUnVobVRlLXZEUGo4SW8?oc=5,2026-07-31T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMic0FVX3lxTE1nYnhSMnBheUV1Rms5Nk80WDJQRnBOQVY5QWl2V3ZvSWJWU1pDR0JjajNhNEkydW82elJWbmpyb3pGRGVBaEtOZFAyS0wtWnE1a2hOV2o5Ymp3dDBFSEdYT0MtNnNUUnVobVRlLXZEUGo4SW8?oc=5"" target=""_blank"">영진약품, 2026년 2분기 영업손실 14억9700만원…전년동기 대비 적자전환</a>&nbsp;&nbsp;<font color=""#6f6f6f"">digitaltoday.co.kr</font>",Google News RSS,success
google_news_rss,003520,대한민국 NO1 가치투자포털 - 아이투자,https://news.google.com/rss/articles/CBMiR0FVX3lxTFA3XzdFeDY3bWZLMWdPQXJNZ1dmNjZEOE9UUGsyMjRYUUNUSGhSQ3NRaGpxVm1nOXRnSUpzVVFwVzNlT2NxSF80?oc=5,2025-11-29T06:58:28+00:00,"<a href=""https://news.google.com/rss/articles/CBMiR0FVX3lxTFA3XzdFeDY3bWZLMWdPQXJNZ1dmNjZEOE9UUGsyMjRYUUNUSGhSQ3NRaGpxVm1nOXRnSUpzVVFwVzNlT2NxSF80?oc=5"" target=""_blank"">대한민국 NO1 가치투자포털</a>&nbsp;&nbsp;<font color=""#6f6f6f"">아이투자</font>",Google News RSS,success
google_news_rss,003520,영진약품 (003520) - 씽크풀 AI,https://news.google.com/rss/articles/CBMiS0FVX3lxTFBSLV95NWNjVGNJODFXZTVfcURsSk9WNmJpLTVja0gxb2ZheXdxcG1rQW8yaXBaNzZpWFd5RWtVOEo3QjE5UG5HYWRWaw?oc=5,2022-08-10T09:48:23+00:00,"<a href=""https://news.google.com/rss/articles/CBMiS0FVX3lxTFBSLV95NWNjVGNJODFXZTVfcURsSk9WNmJpLTVja0gxb2ZheXdxcG1rQW8yaXBaNzZpWFd5RWtVOEo3QjE5UG5HYWRWaw?oc=5"" target=""_blank"">영진약품 (003520)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">씽크풀 AI</font>",Google News RSS,success
google_news_rss,003520,"영진약품 ""KL1333 계약상대방, 네덜란드 파밍으로 변경"" - 팜이데일리",https://news.google.com/rss/articles/CBMibkFVX3lxTE5KUW9KUzJJYXJENFRpdHBhaXRBTEtldlZPVEhzQ2ZVZ1h5UkoyckpCMC1BUGJqY1lqQWxmLTV1Q2FJdlY3SEFLY29JaUpDUmxoYmsyNTRtSVB3Zk5lZmViNTgzMkIzN1o3cGpsUTd3?oc=5,2025-12-22T08:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMibkFVX3lxTE5KUW9KUzJJYXJENFRpdHBhaXRBTEtldlZPVEhzQ2ZVZ1h5UkoyckpCMC1BUGJqY1lqQWxmLTV1Q2FJdlY3SEFLY29JaUpDUmxoYmsyNTRtSVB3Zk5lZmViNTgzMkIzN1o3cGpsUTd3?oc=5"" target=""_blank"">영진약품 ""KL1333 계약상대방, 네덜란드 파밍으로 변경""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">팜이데일리</font>",Google News RSS,success
google_news_rss,040910,아이씨디(040910) - 씽크풀 AI,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5TSjg1UDRpcGFRRVZHWl9IX1pWVW9yNHBQamlIX2lyWlphTVRHTmo3VkJ0QTBfaXFIbUpQUHl0NUowU1lSN3prMzJVcE9xZDFhQnhNMVdUZTFWWXROd2VNeQ?oc=5,2026-07-23T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE5TSjg1UDRpcGFRRVZHWl9IX1pWVW9yNHBQamlIX2lyWlphTVRHTmo3VkJ0QTBfaXFIbUpQUHl0NUowU1lSN3prMzJVcE9xZDFhQnhNMVdUZTFWWXROd2VNeQ?oc=5"" target=""_blank"">아이씨디(040910)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">씽크풀 AI</font>",Google News RSS,success
google_news_rss,040910,"특징주, 아이씨디-유리 기판 테마 상승세에 5.13% ↑ - 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE83VkNLMnVZT1dORC1jaE5DSDFkbHR5SndnRTNBWk9rT2hobnZueHN3azAwUHo2Z3lpZTVvT1cxMURuZk1RWU9icHNBai1ZQmJmM3c?oc=5,2026-06-01T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE83VkNLMnVZT1dORC1jaE5DSDFkbHR5SndnRTNBWk9rT2hobnZueHN3azAwUHo2Z3lpZTVvT1cxMURuZk1RWU9icHNBai1ZQmJmM3c?oc=5"" target=""_blank"">특징주, 아이씨디-유리 기판 테마 상승세에 5.13% ↑</a>&nbsp;&nbsp;<font color=""#6f6f6f"">매일경제 마켓</font>",Google News RSS,success
google_news_rss,040910,"아이씨디(040910), 삼성 QD 받고 중국 투자 받고... - Naver Blog",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9NekgzdjRkbzg0NHJPQVRTMm5pOF8xR1VVdTdEUzc2WDA1dW8xNUZOV3NkQks2WENGTjhCd05OdmRHZHM0bnU0TWtOMEpZZTVZTkp2VEFPYnVSQQ?oc=5,2019-03-25T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTE9NekgzdjRkbzg0NHJPQVRTMm5pOF8xR1VVdTdEUzc2WDA1dW8xNUZOV3NkQks2WENGTjhCd05OdmRHZHM0bnU0TWtOMEpZZTVZTkp2VEFPYnVSQQ?oc=5"" target=""_blank"">아이씨디(040910), 삼성 QD 받고 중국 투자 받고...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Naver Blog</font>",Google News RSS,success
google_news_rss,040910,"[공시속보] 아이씨디, FPD제조장비 공급계약 체결→2026년 매출 기반 확대 - 톱스타뉴스",https://news.google.com/rss/articles/CBMickFVX3lxTE5tV25TdUhNbkk4YV9NVk9fSFF0cUItQW16WTdnREZsNWpucF80ZDBSNVVzaDhHQk8xcEQyMnlBU19XWTlnd1ZXOGJ0R3NPWHlEWjR5ZVFfOTl1UjhmTlByN1g3Zi12Mm5JN3doZU4yYThtZw?oc=5,2026-02-24T08:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMickFVX3lxTE5tV25TdUhNbkk4YV9NVk9fSFF0cUItQW16WTdnREZsNWpucF80ZDBSNVVzaDhHQk8xcEQyMnlBU19XWTlnd1ZXOGJ0R3NPWHlEWjR5ZVFfOTl1UjhmTlByN1g3Zi12Mm5JN3doZU4yYThtZw?oc=5"" target=""_blank"">[공시속보] 아이씨디, FPD제조장비 공급계약 체결→2026년 매출 기반 확대</a>&nbsp;&nbsp;<font color=""#6f6f6f"">톱스타뉴스</font>",Google News RSS,success
google_news_rss,040910,"아이씨디, 3.07% 오르며 체결강도 강세로 반전(174%) - 서울경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1tMHZ3cGVuSVUzcFlmeU1COC1IS3VNeEs5Z2huN3Y2cDEyRmVoajJYS0tBSjMzUV9VVnJkbVhuSFQ1c0RyREpsWDlqUjNFUk1Xa3c?oc=5,2021-02-16T08:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE1tMHZ3cGVuSVUzcFlmeU1COC1IS3VNeEs5Z2huN3Y2cDEyRmVoajJYS0tBSjMzUV9VVnJkbVhuSFQ1c0RyREpsWDlqUjNFUk1Xa3c?oc=5"" target=""_blank"">아이씨디, 3.07% 오르며 체결강도 강세로 반전(174%)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">서울경제</font>",Google News RSS,success
