collected_at,source,rank,title,url,body_text,body_length
2026-07-23 03:21:11,Sherwood Snacks,1,🏋️‍♂️ Weight-Loss Wars,https://sherwood.news/snacks/newsletters/weight-loss-wars/,"Remember when the fanciest thing you could add to your car was heated seats? Wealthy Americans are increasingly turning everyday SUVs into armored vehicles. Outfitting your car into something from a James Bond movie — or at least something that can protect you from a small handgun — starts at $50,000 and can easily top six figures. But some customers aren’t stopping there and are armoring multiple vehicles. Stocks rose on Tuesday, with the S&P 500 gaining just under 1% and the Nasdaq 100 up almost 2%. Novo Nordisk — the pharmaceutical giant behind Ozempic and Wegovy — filed a lawsuit against its top rival, Eli Lilly , on Tuesday, accusing Lilly of using outdated trial data to claim that its drugs are superior. Lilly’s weight loss shot, Zepbound, did in fact beat Novo’s Wegovy in a head-to-head trial last year. But Novo has since gotten approval for a higher dose that has been shown to shed more pounds and has not yet been directly compared to Lilly’s competing product. According to Novo, it asked Lilly to take down the ads in April, more than a month after its higher dose shot got approved in the US. Lilly did not respond to those requests, Novo said. “As new and more effective treatment options become available, people deserve accurate information that reflects the latest scientific evidence and helps them make informed care decisions,"" Novo’s top lawyer, John F. Kuckelman said in a statement. It’s not the first time Novo has used the courts to win back market share: Earlier this year, the company sued Hims & Hers for selling a dupe of its Wegovy pill . Hims eventually took down the pill from its offerings and partnered with Novo to distribute the pharma giant’s branded products. Denmark-based Novo, which was the first to bring a GLP-1 to market, has been outsold by its American rival Lilly for over a year now. That’s evident in their market performance — Novo is down more than 23% in the past year while Lilly swelled by over 50%, reaching a market capitalization of over $1 trillion. In the first quarter of 2026, sales of Lilly’s GLP-1 shots hit $12.9 billion compared to Novo’s $7.3 billion . Analysts estimate that gap widened in the second quarter. The lawsuit “does not seem like a decision that comes from a place of strength,” said Brian Mulberry, chief market strategist at Zacks Investment Management, which holds Lilly. “NVO is clearly worried.” Novo does have one glimmer of hope: its Wegovy pill appears to be outselling Lilly’s weight loss pill, Foundayo . 🏀Lebron James’ next team: What team will LeBron play for in his 24th NBA season? The market gives the Cleveland Cavaliers a 38% * chance of getting the basketball legend on their roster, while Miami Heat are at a 36% chance. *Event contracts are offered through Robinhood Derivatives, LLC — probabilities referenced or sourced from KalshiEx LLC or ForecastEx LLC. Quarterly sales of “Magic: The Gathering” eclipsed $500 million for the first time in its 30-plus year history, Hasbro reported Tuesday . The US is on the verge of losing its place as the world’s leading “farm superpower,” the FT reports . In 2025, Brazil exported just $2 billion less agricultural products — including fruits, vegetables and grains — than the US did, compared to a $56 billion gap in 2021. Kraft Heinz and Disney have struck a deal, the WSJ reports . The food giant's products will be sold at Disney’s theme parks in North America in exchange for the ability to use Disney’s characters on some Kraft Heinz goods in stores. General Motors reported results that beat Wall Street estimates on Tuesday and raised its outlook, driven by higher sales of its most profitable models and fewer sales of its money-losing electric vehicles. South Korea's exports ​for the ‌first 20 days of July ​jumped 52.3% ​from a year ⁠earlier, led by a surge in shipments of semiconductors. Philip Morris International and GE Vernova slated to release quarterly results ahead of the open. IBM , CSX , Texas Instruments , Tesla , Google , Crown Castle , ServiceNow , and Southwest Airlines slated to release quarterly results after the close.",4106
2026-07-23 03:21:11,Sherwood Snacks,2,"⚔️ Sing In Me, O Muse, Of AMC",https://sherwood.news/snacks/newsletters/sing-in-me-o-muse-of-amc/,"There’s not much stopping AI companies from scraping any shard of text you put on the internet and using it to train their models. No, not even writing in wingdings . Ghost Font tries to solve that problem by rendering text as a video of clusters of black dots that scroll up on a background of dots that scroll down, Popular Science reports . Whether the ensuing headache is worth it is up to you. AMC Entertainment stock closed 26.29 % higher on Monday after the company reported its highest-grossing quarter in its 106-year history, handily beating Wall Street estimates. Here’s the sometimes meme stock’s Q2 by the numbers: Revenue of $1.59 billion (compared to analyst estimates of $1.47 billion.) Adjusted EPS of $0.14 (estimate of -$0.03.) Those strong operational results were driven by, pretty simply, more people going to the movies: AMC said attendance was up nearly 14% in the quarter and EBITDA surged to $321.4 million, up nearly 70% year-to-date. On the earnings call on Monday, AMC Theatres CEO Adam Aron said “Spider-Man: Brand New Day,” “Dune: Part Three,” and the upcoming Avengers movie can continue the positive momentum. “We believe that movie theaters will enjoy the full 12 months of 2026, their strongest yet post-pandemic year at both the domestic box office and at the global box office.” It can’t but help AMC that its earnings results come the Monday after Christopher Nolan’s “The Odyssey” had the biggest domestic opening weekend of the year for a live action film, crashing the AMC app and leaving fans struggling for tickets, especially for IMAX showings. It earned $124.5 million in North America and an estimated $264.1 million globally. Across the industry, domestic movie ticket sales are up about 10 percent year-on-year, according to Variety . It seems that the trend pieces about how people are going back to the movies again are grounded in reality. And to see “The Odyssey,” people aren’t just going to movie theaters – they’re going in massive numbers to a very small number of IMAX theaters. Nolan’s movie was filmed on IMAX and on Monday’s earnings call AMC CEO Adam Aron noted that while these larger-format screens represent only about 8% of AMC’s total, IMAX showings of the Odyssey, this weekend, generated more than 50% of our total ticket growth for the film. Aron said AMC is looking to increase the number of extra large screens in 100 to 250 auditoriums over the next several years using third party capital. That is all very good news for the movie industry generally and AMC specifically. The company’s shares are up nearly 50% over the past six months on the back of the relatively good news about their underlying business of selling tickets and snacks to people who want to watch movies. But zoom out and things look less rosy: the stock is down 30% over the last 12 months and has dropped more than 98% from its 2021 meme stock peak. Much-better-than-solid operational results, it turns out, can be good for a stock, but nothing will compare to frenzied forum buying. 🎬 Avengers: Doomsday: Usually when you release a trailer, you generally want people to leave that three to five minute teaser considerably more excited about the quality of the film you intend to distribute. Yesterday’s release of the “Avengers: Doomsday” trailer did not exactly sell traders on the film’s prospects; the probability the movie finishes with a Rotten Tomatoes score above 85 dropped from 49% pre-trailer to 42% right after .* 📺 Paramount: Markets were relatively unfazed yesterday after a judge ordered Paramount to pause its acquisition of Warner Bros. while the court hears a round of anti-trust arguments from a group of states. The probability that Paramount seals the deal was flat at 82% , indicating that a judge at least hearing out the suit was largely priced in. *Event contracts are offered through Robinhood Derivatives, LLC — probabilities referenced or sourced from KalshiEx LLC or ForecastEx LLC. A leather jacket worn by Nvidia CEO Jensen Huang sold for $960,000 . Sotheby’s said the 65 bids they received for the jacket helped push the sale price well over the pre-sale estimate of between $40,000 and $60,000. Oil prices dropped after Iran said mediators have been in touch to find ways to de-escalate hostilities with the US following more than a week of US strikes in response to Iranian attacks on tankers in the Strait of Hormuz. Morgan Stanley is cashing in on the AI-debt boom, becoming the go-to Wall Street bank for AI-industry players like Broadcom , Meta , and TeraWulf . After wrapping up the most-watched World Cup ever, FIFA is preparing to open the bidding war for the US rights to televise the 2030 and 2034 tournaments . King Felipe VI of Spain is the tallest reigning monarch, standing 6′ 5.5′′. D.R. Horton, Halliburton , Northrop Grumman , Hasbro , 3M , Schwab , and GM slated to release quarterly results ahead of the open. Interactive Brokers and Capital One slated to release quarterly results after the close.",4994
2026-07-23 03:21:11,Sherwood Snacks,3,Is Kimi K3 the next DeepSeek Moment,https://sherwood.news/snacks/newsletters/is-kimi-k3-the-next-deepseek-moment/,"In the Fed’s July Beige Book, which provides insights about economic conditions across the 12 Federal Reserve Districts, the Boston Fed highlighted that bars in Greater Boston saw ""a marked uptick in beer sales , which they attributed to the World Cup.” As Sam Adams’ parent company Boston Beer said, Scotland soccer fans drank four times as much Boston Lager as its Boston Taproom usually sells. The S&P 500, Nasdaq 100, and Russell all posted daily and weekly losses on Friday. Energy was the only sector to close in the green on Friday as oil prices rose. Moonshot AI released a new AI model called Kimi K3 that it will make fully open source before the end of the month. Kimi K3 is a 2.8 trillion-parameter behemoth that has instantly jumped to the upper heights of the LLM rankings that had previously been controlled by just Anthropic and OpenAI . It brings to mind another moment when the pace of Chinese innovation stunned American investors and is a sign that China’s efforts to catch up to American systems are indeed working. Anthropic’s head of national security policy said that the US lead over China’s labs is now down to just six to nine months . Shortly after the model reveal , Chinese leader Xi Jinping gave what amounted to a full-throated endorsement of open-source AI models that can compete with American offerings on price and was interpreted as a critique of the US’s approach to largely proprietary models . As of Friday, Kimi K3 was already ranked No. 9 on LLM Arena . DeepSeek’s reveal a year and a half ago rattled markets because it demonstrated that you could train a darn good AI model without massive investment in sophisticated, cutting-edge chips, prompting a selloff centered around Nvidia , the company that makes and sells those chips. That panic subsided once the economics of AI became a little bit more clear, that you’d need those spiffy chips for the day-to-day inference anyway. So, what now? China’s competing vision for the AI race is one that could very well work out great for American technology companies and the customers they sell to. The main advantage of Kimi K3 is price; it’s going for $3 per million tokens input and $15 per million tokens output, vastly cheaper than the $5 input/$25 output most Claude models are charging, and well under the $10/$50 pricing for Fable. Nothing is stopping American companies from having their daily-driver AI models be the vastly cheaper Chinese models running on American chips in American data centers. That’s one thesis for why we haven’t seen a DeepSeek-style panic. That said, it does shake up the race, particularly for the likes of OpenAI, Anthropic, and SpaceX , the AI labs that directly compete with these models. China has spent the past several decades taking over industries by producing things at huge volumes and cheap unit costs to kill pricier competitors. You don’t need a supercomputer to infer what the playbook is here. World Cup showdown: Nike vs. Adidas: Even before kickoff yesterday, Adidas had clinched the decisive marketing win over Nike , with Spain and Argentina both wearing Adidas kits. During the first week of the World Cup, Adidas saw a 16% year-on-year jump in foot traffic to its stores. Since the World Cup started, Adidas shares have risen about 5%, whereas Nike is essentially flat, as its teams, including Brazil and France, failed to reach the final. How great is the great wealth transfer? While baby boomers stand to pass trillions of dollars to their heirs, estimates of exactly how many trillions are up for debate, with reports ranging from $36 trillion to an amount three times that much. As baby boomers live longer and spend their wealth more than previous generations (including upsizing their homes as they age, accounting for 42% of home buyers, the largest share of any generation), it’s unclear how much of the $93 trillion of baby boomers’ wealth will get passed along. As a stock, Apple has kept some remarkably strange bedfellows this year. Most members of the Magnificent Seven — tech giants, even if they’re not all in the technology sector — tend to be strongly correlated with… other tech companies in the S&P 500. Looking at the 26-week correlation of weekly percent changes: Nvidia is most correlated with Meta and Broadcom Google is most closely tied to Disney and Amazon Microsoft’s linked at the hip with Palantir and ServiceNow Amazon’s moves are well synched with Broadcom and Google Meta’s going up or down along with Nvidia and Amazon Tesla is most correlated to Interactive Brokers and Datadog Meanwhile, the list of Apple’s closest cousins this year is dominated by… financials, with some industrials thrown in there too: This chart originally appeared in Friday’s edition of EntryPoint . Subscribe to EntryPoint for more market insights, technical signals, screens, and data viz. 📊 Fed: The chances that there are no dissents at the upcoming FOMC meeting have been steadily declining, falling from 61% two weeks ago to just 42% as of last Friday . 🎮 GTA 6: Will we get GTA 6 this year? Markets say probably. Given that the odds of an October or earlier release are astonishingly low, markets rate an 88% chance it comes out in November , ahead of the holidays. *Event contracts are offered through Robinhood Derivatives, LLC — probabilities referenced or sourced from KalshiEx LLC or ForecastEx LLC. Meta is in talks to lease as much as $10 billion in computing power to Anthropic over two years, according to reporting from The New York Times. Tesla’s newest set of wheels is a $225 bike for toddlers . On Friday, Amazon’s self-driving car unit Zoox said that it will recall its fleet of 105 autonomous vehicles because they may ​not detect heavy smoke from the Canadian wildfires shrouding Midwestern and Northeastern US states. CD sales growth outpaced vinyl in the first half of this year. Domino’s and AMC slated to release quarterly results ahead of the open. D.R. Horton, Halliburton , Northrop Grumman , Hasbro , 3M , Schwab ,",6000
