source_provider,query,title,link,published_at,summary,raw_source,provider_status
google_news_rss,000950,전방(000950) - 매일경제 마켓,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBXRVM5MlRvRWxobFlSNEs3SkJiRXFZV3IxYnNKTW1lelhVNkkxMFdZYzRyUkQzOUEwSnA4UGpBU0piVk1xZ0xtd1JwNGN1M2ZKUWpfa0dOdmFMQQ?oc=5,2023-02-15T07:50:27+00:00,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTFBXRVM5MlRvRWxobFlSNEs3SkJiRXFZV3IxYnNKTW1lelhVNkkxMFdZYzRyUkQzOUEwSnA4UGpBU0piVk1xZ0xtd1JwNGN1M2ZKUWpfa0dOdmFMQQ?oc=5"" target=""_blank"">전방(000950)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">매일경제 마켓</font>",Google News RSS,success
google_news_rss,000950,"[저PER, 저PBR] 차이나그레이트 , PBR 0.12배 섬유,의류,신발,호화품 최저 - 버핏연구소",https://news.google.com/rss/articles/CBMifEFVX3lxTE1KQmxqSDZtUlVIOGhzQzlmeDNQUlJWZlZPODJzaGdieWxaWm5zdWtHVDI5V09XUGluakNBMUhIUjNOc0hocmRlNG5uUElVV04xVk1YLXNzd3czRHNBMl9mNTZrbkNLMXFQRGRJNFhpaVhJUWZnMjhoS1ZqVjU?oc=5,2018-08-21T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTE1KQmxqSDZtUlVIOGhzQzlmeDNQUlJWZlZPODJzaGdieWxaWm5zdWtHVDI5V09XUGluakNBMUhIUjNOc0hocmRlNG5uUElVV04xVk1YLXNzd3czRHNBMl9mNTZrbkNLMXFQRGRJNFhpaVhJUWZnMjhoS1ZqVjU?oc=5"" target=""_blank"">[저PER, 저PBR] 차이나그레이트 , PBR 0.12배 섬유,의류,신발,호화품 최저</a>&nbsp;&nbsp;<font color=""#6f6f6f"">버핏연구소</font>",Google News RSS,success
google_news_rss,000950,"인피니티, 364마력 하이브리드 Q50S 에센스 출시 - 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBzWGdQX0d6M1dDOWYxSGpwbGlFSnVaY1pNUnZ5VEJBTmNGTTlPX2lzUWNKWXdiUFdQTHQ0RlpDdmtXQ01Zak5yZjhJVXNKTjFoZ1lUOGVVUC0yczjSAWBBVV95cUxQdE02MWdkdW1JVERMMEJXazUtQUY1Rklpai1iMDN3M2VvN0Z2cGdmdEsxR0wtVGRfM0JzNUVBNVpvdC1LMnREbkV1RkdGSmowQmRVOW44N2licllfYjFlakM?oc=5,2015-06-23T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTFBzWGdQX0d6M1dDOWYxSGpwbGlFSnVaY1pNUnZ5VEJBTmNGTTlPX2lzUWNKWXdiUFdQTHQ0RlpDdmtXQ01Zak5yZjhJVXNKTjFoZ1lUOGVVUC0yczjSAWBBVV95cUxQdE02MWdkdW1JVERMMEJXazUtQUY1Rklpai1iMDN3M2VvN0Z2cGdmdEsxR0wtVGRfM0JzNUVBNVpvdC1LMnREbkV1RkdGSmowQmRVOW44N2licllfYjFlakM?oc=5"" target=""_blank"">인피니티, 364마력 하이브리드 Q50S 에센스 출시</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스</font>",Google News RSS,success
google_news_rss,000950,"일정실업, 상한가 진입.. +30.00% ↑ - 서울경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTFBTTGt5MFhsbndpdXM4N25KbXZ3ZDNDTzVDN3VhRFE1QzU5blZaMG1TZF9QTFFuanNZVWt1cnhPaTlLalg3Wk9HRGloaVF0OVk1aXc?oc=5,2025-04-29T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTFBTTGt5MFhsbndpdXM4N25KbXZ3ZDNDTzVDN3VhRFE1QzU5blZaMG1TZF9QTFFuanNZVWt1cnhPaTlLalg3Wk9HRGloaVF0OVk1aXc?oc=5"" target=""_blank"">일정실업, 상한가 진입.. +30.00% ↑</a>&nbsp;&nbsp;<font color=""#6f6f6f"">서울경제</font>",Google News RSS,success
google_news_rss,000950,"전방, 지난해 당기순이익 298억858만원…전년 대비 234.4% 증가 - 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE5SZThEMWpKN2RTbFkyNmd5TTlTRWJXenktQjRnalR5OWFfcGZ2OEtIVXh6Q0JtUnBTcS1yUnZ1WVVBMUlGOU5sRWJvakJDcVZveWdmVjRQLUxkR3lLcTFVaEZGT19CZHhxdWxUZVdaaTNJM3c?oc=5,2026-02-12T08:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMic0FVX3lxTE5SZThEMWpKN2RTbFkyNmd5TTlTRWJXenktQjRnalR5OWFfcGZ2OEtIVXh6Q0JtUnBTcS1yUnZ1WVVBMUlGOU5sRWJvakJDcVZveWdmVjRQLUxkR3lLcTFVaEZGT19CZHhxdWxUZVdaaTNJM3c?oc=5"" target=""_blank"">전방, 지난해 당기순이익 298억858만원…전년 대비 234.4% 증가</a>&nbsp;&nbsp;<font color=""#6f6f6f"">디지털투데이</font>",Google News RSS,success
google_news_rss,112610,"[실적속보]씨에스윈드, 올해 2Q 매출액 6864억(+5.6%) 영업이익 860억(+45%) (연결) - 씽크풀 AI",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBoa0tMdG9jdVVCeUp2dHZPdE00LWgxZzdXX1JGNktFUXd1QkZ1QU1KSHBqN1FiVk42TnlzdkFfeW1DSThoM1dVc1dhTDZQVHpWMDRETnZwc2FHZERDZ3hGUUJvY1VwVUl4?oc=5,2026-08-14T22:13:22+00:00,"<a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTFBoa0tMdG9jdVVCeUp2dHZPdE00LWgxZzdXX1JGNktFUXd1QkZ1QU1KSHBqN1FiVk42TnlzdkFfeW1DSThoM1dVc1dhTDZQVHpWMDRETnZwc2FHZERDZ3hGUUJvY1VwVUl4?oc=5"" target=""_blank"">[실적속보]씨에스윈드, 올해 2Q 매출액 6864억(+5.6%) 영업이익 860억(+45%) (연결)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">씽크풀 AI</font>",Google News RSS,success
google_news_rss,112610,지금이 씨에스윈드(KRX:112610) 매수를 고려할 때인가? - simplywall.st,https://news.google.com/rss/articles/CBMinwFBVV95cUxQS1RkV3BRNVZHSjJGZkxRUjUtaEpKeGIwYTkzazA3ZEZGUXBWbTZZdmVNZkE5RXB4QVI1TUNISk1kWlJ1M0ZpRUZBU19VVE9kMlYxa3FrOGRQTFRNcUhsRW91VDZFMUJnd3JXVmJNSkowdWpfdlZDX2tKX2Ewb2JuM0dPa2xWZTRVajZyeDdkd0w4bzJ4RDlGR3lLa3g2SUXSAaQBQVVfeXFMT3c0blRPY1JIalJrOVFLa1V4eEp2OEduMHo0UENNZzRtZDJVQXdjOTZleUF4RDlkSjNoWEFFVE56V1ZSSXhaLTlGT3FUMThGOHVVa00tM21tNGgtQ19rVmxVVFN4MzBZVHFkMUVTeDJyYjZmZjRiS3ptYVBtRVM2YWctNlRfNVZBazZENVo1RDRTQUdkQTlyV3BPYUFQTXo5R01SUFY?oc=5,2026-05-20T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxQS1RkV3BRNVZHSjJGZkxRUjUtaEpKeGIwYTkzazA3ZEZGUXBWbTZZdmVNZkE5RXB4QVI1TUNISk1kWlJ1M0ZpRUZBU19VVE9kMlYxa3FrOGRQTFRNcUhsRW91VDZFMUJnd3JXVmJNSkowdWpfdlZDX2tKX2Ewb2JuM0dPa2xWZTRVajZyeDdkd0w4bzJ4RDlGR3lLa3g2SUXSAaQBQVVfeXFMT3c0blRPY1JIalJrOVFLa1V4eEp2OEduMHo0UENNZzRtZDJVQXdjOTZleUF4RDlkSjNoWEFFVE56V1ZSSXhaLTlGT3FUMThGOHVVa00tM21tNGgtQ19rVmxVVFN4MzBZVHFkMUVTeDJyYjZmZjRiS3ptYVBtRVM2YWctNlRfNVZBazZENVo1RDRTQUdkQTlyV3BPYUFQTXo5R01SUFY?oc=5"" target=""_blank"">지금이 씨에스윈드(KRX:112610) 매수를 고려할 때인가?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">simplywall.st</font>",Google News RSS,success
google_news_rss,112610,"증권사 리포트 총정리, STX엔진, CJ제일제당 높은 목표가 제시 - 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1UR3RRcW82ZVI2d0VTUk1NcS0tYmxXWlNzSEppWXM4WmtBekJpZjVHT0tGSDhlVTFHZnA4U3ZMbTQ1b1hqR1djZUxzdW9CLXBrTHc?oc=5,2026-06-22T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE1UR3RRcW82ZVI2d0VTUk1NcS0tYmxXWlNzSEppWXM4WmtBekJpZjVHT0tGSDhlVTFHZnA4U3ZMbTQ1b1hqR1djZUxzdW9CLXBrTHc?oc=5"" target=""_blank"">증권사 리포트 총정리, STX엔진, CJ제일제당 높은 목표가 제시</a>&nbsp;&nbsp;<font color=""#6f6f6f"">매일경제 마켓</font>",Google News RSS,success
google_news_rss,112610,"DS투자, 씨에스윈드 목표가↑…""2∼3분기 굵직한 수주 몰릴 것"" - 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1ueDNjaGJTNEd2cnVld2txT1JqQ2RHbFlrdk5CdW95WU03YzRYeGN5ZmRCOGpleDBTWEFCczZ4b2Z2Tmx5R0NwQ1M0ZnYzRWtoMS10NnFhWWJGS2vSAWBBVV95cUxOTGFkc2tUeUVpallUTDJWNEViSG02UjJUTEZZdjg5RV9vUFZSTkJ5d0pIR0VsTTBIQ0t5OW9BRHdrdE1LTFgzUDlEUjY2TUluOWxwc2VKbzlrTmFQNWw2NTM?oc=5,2026-05-08T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTE1ueDNjaGJTNEd2cnVld2txT1JqQ2RHbFlrdk5CdW95WU03YzRYeGN5ZmRCOGpleDBTWEFCczZ4b2Z2Tmx5R0NwQ1M0ZnYzRWtoMS10NnFhWWJGS2vSAWBBVV95cUxOTGFkc2tUeUVpallUTDJWNEViSG02UjJUTEZZdjg5RV9vUFZSTkJ5d0pIR0VsTTBIQ0t5OW9BRHdrdE1LTFgzUDlEUjY2TUluOWxwc2VKbzlrTmFQNWw2NTM?oc=5"" target=""_blank"">DS투자, 씨에스윈드 목표가↑…""2∼3분기 굵직한 수주 몰릴 것""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스</font>",Google News RSS,success
google_news_rss,112610,"씨에스윈드, 해상풍력 계약 중단 소식에 하락 마감 : 금융 - 재경일보",https://news.google.com/rss/articles/CBMiSEFVX3lxTE5CR2FoLUYzT2tiQVlLNjJOQ3ZkZm5CVGpVWXVzMnZDSXdEWnlxcVEyNllzdm5RRldfUElNczlOU1I4Zi1RenJfRw?oc=5,2026-04-28T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiSEFVX3lxTE5CR2FoLUYzT2tiQVlLNjJOQ3ZkZm5CVGpVWXVzMnZDSXdEWnlxcVEyNllzdm5RRldfUElNczlOU1I4Zi1RenJfRw?oc=5"" target=""_blank"">씨에스윈드, 해상풍력 계약 중단 소식에 하락 마감 : 금융</a>&nbsp;&nbsp;<font color=""#6f6f6f"">재경일보</font>",Google News RSS,success
