stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
002810,2026-07-16,21050.0,0.0702,0.1227,0.0369,19770.0,19461.0,1.8151,0.0241,5,strong_price_momentum,pykrx,data/raw/price_002810_20260321_20260719.csv
017940,2026-07-16,87100.0,0.0211,0.0481,0.0247,85220.0,82485.0,0.5135,0.0243,4,strong_price_momentum,pykrx,data/raw/price_017940_20260321_20260719.csv
080010,2026-07-16,7300.0,-0.0068,0.0429,0.0815,7296.0,6947.5,1.3693,0.0204,4,strong_price_momentum,pykrx,data/raw/price_080010_20260321_20260719.csv
004890,2026-07-16,35650.0,0.0113,0.0186,0.0028,35740.0,34752.5,0.2423,0.0127,4,strong_price_momentum,pykrx,data/raw/price_004890_20260321_20260719.csv
465770,2026-07-16,3185.0,-0.1484,0.6746,0.2766,2943.8,2247.8,5.9048,0.1211,3,price_momentum,pykrx,data/raw/price_465770_20260321_20260719.csv
119850,2026-07-16,33950.0,0.0527,0.286,0.4729,30120.0,25536.5,2.2396,0.0804,3,price_momentum,pykrx,data/raw/price_119850_20260321_20260719.csv
054940,2026-07-16,788.0,-0.0911,0.2449,0.2123,765.4,664.8,2.3066,0.0831,3,price_momentum,pykrx,data/raw/price_054940_20260321_20260719.csv
012160,2026-07-16,2395.0,0.1037,0.212,0.2739,2095.8,1824.2,1.9673,0.0868,3,price_momentum,pykrx,data/raw/price_012160_20260321_20260719.csv
011300,2026-07-16,2765.0,0.0036,0.106,0.1309,2618.0,2358.0,2.5164,0.0433,3,price_momentum,pykrx,data/raw/price_011300_20260321_20260719.csv
419540,2026-07-16,3410.0,0.0318,0.1,0.0757,3254.0,3194.75,1.8421,0.0399,3,price_momentum,pykrx,data/raw/price_419540_20260321_20260719.csv
004780,2026-07-16,3940.0,0.0129,0.0025,-0.015,3894.0,3865.5,2.301,0.0152,3,price_momentum,pykrx,data/raw/price_004780_20260321_20260719.csv
291230,2026-07-16,641.0,-0.0615,0.5634,0.2794,573.0,454.15,1.0381,0.0869,2,price_momentum,pykrx,data/raw/price_291230_20260321_20260719.csv
322780,2026-07-16,2235.0,0.1192,0.3343,0.0771,2014.8,1918.8,0.559,0.1756,2,price_momentum,pykrx,data/raw/price_322780_20260321_20260719.csv
065770,2026-07-16,1905.0,-0.033,0.2616,0.1989,1878.2,1624.95,0.4947,0.1231,2,price_momentum,pykrx,data/raw/price_065770_20260321_20260719.csv
356860,2026-07-16,38300.0,-0.1295,0.1087,-0.1547,38806.6,38344.05,1.2248,0.0822,2,price_momentum,pykrx,data/raw/price_356860_20260321_20260719.csv
318060,2026-07-16,19400.0,-0.0513,0.106,-0.0605,18796.0,17656.0,0.5527,0.0674,2,price_momentum,pykrx,data/raw/price_318060_20260321_20260719.csv
009320,2026-07-16,1000.0,0.065,0.0537,0.0515,963.0,954.15,1.4357,0.0513,2,price_momentum,pykrx,data/raw/price_009320_20260321_20260719.csv
348370,2026-07-16,23450.0,0.0958,0.0492,-0.2532,21868.0,24984.5,3.33,0.0868,2,price_momentum,pykrx,data/raw/price_348370_20260321_20260719.csv
368970,2026-07-16,2310.0,0.0429,0.0405,0.1768,2257.0,2118.9,0.2227,0.0911,2,price_momentum,pykrx,data/raw/price_368970_20260321_20260719.csv
007980,2026-07-16,1725.0,0.0041,0.0392,-0.048,1720.4,1705.05,0.6158,0.0227,2,price_momentum,pykrx,data/raw/price_007980_20260321_20260719.csv
038530,2026-07-16,862.0,0.0,0.0386,-0.0641,848.4,842.1,0.3856,0.0533,2,price_momentum,pykrx,data/raw/price_038530_20260321_20260719.csv
