collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-16 22:40:39,Sherwood Snacks,1,✨ Big check in,https://sherwood.news/snacks/newsletters/big-check-in/,ai_semiconductor,24,7,0,34,4444
2026-08-16 22:40:40,Sherwood Snacks,2,🥗 Green in the red,https://sherwood.news/snacks/newsletters/green-in-the-red/,ai_semiconductor,16,1,1,27,4694
2026-08-16 22:40:40,Sherwood Snacks,3,🎞️ Reel Questions,https://sherwood.news/snacks/newsletters/reel-questions/,ai_semiconductor,13,2,0,26,5918
