collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-04 16:21:34,Sherwood Snacks,1,🛢️ Crude diet,https://sherwood.news/snacks/newsletters/crude-diet/,energy_commodity,24,3,0,34,4841
2026-08-04 16:21:34,Sherwood Snacks,2,💫 Orbital maneuvering,https://sherwood.news/snacks/newsletters/orbital-maneuvering/,ev_battery,19,2,0,18,6000
2026-08-04 16:21:34,Sherwood Snacks,3,🫘 Still bean counting,https://sherwood.news/snacks/newsletters/still-bean-counting/,ai_semiconductor,14,4,1,18,4742
