source_provider,query,status,provider_status,item_count,error_message,updated_at
deepsearch_news,000760,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:10
google_news_rss,000760,success,success,3,,2026-08-23 22:43:10
gdelt,000760,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-23 22:43:16
naver_search,000760,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:16
deepsearch_news,000950,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:16
google_news_rss,000950,success,success,5,,2026-08-23 22:43:17
gdelt,000950,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-23 22:43:23
naver_search,000950,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:23
deepsearch_news,036630,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:23
google_news_rss,036630,success,success,5,,2026-08-23 22:43:23
gdelt,036630,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-23 22:43:29
naver_search,036630,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:29
deepsearch_news,363280,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:29
google_news_rss,363280,success,success,5,,2026-08-23 22:43:30
gdelt,363280,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-23 22:43:30
naver_search,363280,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:30
deepsearch_news,351320,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:30
google_news_rss,351320,success,success,5,,2026-08-23 22:43:30
gdelt,351320,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-23 22:43:30
naver_search,351320,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:30
deepsearch_news,028260,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-23 22:43:30
google_news_rss,028260,success,success,5,,2026-08-23 22:43:30
