source_provider,query,status,item_count,error_message,updated_at
google_news_rss,038530,success,5,,2026-08-02 23:15:28
google_news_rss,236810,success,5,,2026-08-02 23:15:28
google_news_rss,009540,success,5,,2026-08-02 23:15:29
google_news_rss,115530,success,5,,2026-08-02 23:15:29
google_news_rss,018470,success,5,,2026-08-02 23:15:29
google_news_rss,동아지질,success,5,,2026-08-02 23:15:30
google_news_rss,332290,success,5,,2026-08-02 23:15:30
google_news_rss,114450,success,5,,2026-08-02 23:15:30
google_news_rss,005710,success,5,,2026-08-02 23:15:31
google_news_rss,일양약품,success,5,,2026-08-02 23:15:31
google_news_rss,036530,success,5,,2026-08-02 23:15:32
google_news_rss,024720,success,5,,2026-08-02 23:15:32
google_news_rss,000760,success,5,,2026-08-02 23:15:32
google_news_rss,121440,success,5,,2026-08-02 23:15:33
google_news_rss,이지케어텍,success,5,,2026-08-02 23:15:33
google_news_rss,084870,success,5,,2026-08-02 23:15:33
google_news_rss,008930,success,5,,2026-08-02 23:15:34
google_news_rss,134790,success,5,,2026-08-02 23:15:34
google_news_rss,115480,success,5,,2026-08-02 23:15:34
google_news_rss,475400,success,5,,2026-08-02 23:15:35
