collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-06 23:59:41,Sherwood Snacks,1,🔓 SpaceX unlocked,https://sherwood.news/snacks/newsletters/spacex-unlocked/,ai_semiconductor,6,2,0,13,4359
2026-08-06 23:59:41,Sherwood Snacks,2,🍔 McDonald's orders a turnaround,https://sherwood.news/snacks/newsletters/mcdonalds-orders-a-turnaround/,ai_semiconductor,23,2,0,34,4595
2026-08-06 23:59:42,Sherwood Snacks,3,🛢️ Crude diet,https://sherwood.news/snacks/newsletters/crude-diet/,energy_commodity,24,3,0,34,4841
