generated_at,experimental_score_version,historical_component_coverage_rate,has_enough_historical_data,coverage_note,missing_component_columns,overall_evaluated_cases,overall_success_rate,current_selected_group_success_rate,v3_top_10_success_rate,v3_top_20_success_rate,v3_top_50_success_rate,v3_top_10_evaluated_cases,v3_top_20_evaluated_cases,v3_top_50_evaluated_cases,v3_top_20_benchmark_adjusted_success_rate,v3_top_20_benchmark_adjusted_evaluated_cases,v3_top_20_average_close_t1_return,v3_top_20_average_excess_t1_return
2026-08-27 03:24:31,v3_stability_ranker,90.95,True,sufficient historical component coverage,,41603,41.28,49.99,44.87,48.12,42.8,156,320,729,40.58,308,0.0058,-0.0036
