collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-02 23:15:25,Sherwood Snacks,1,🫘 Still bean counting,https://sherwood.news/snacks/newsletters/still-bean-counting/,ai_semiconductor,14,4,1,18,4742
2026-08-02 23:15:25,Sherwood Snacks,2,📦 The Colonel’s bow-tie and Amazon’s forgotten business,https://sherwood.news/snacks/newsletters/the-colonels-bow-tie-and-amazons-forgotten-business/,ai_semiconductor,18,1,0,25,4662
2026-08-02 23:15:26,Sherwood Snacks,3,🥵 The hot seat,https://sherwood.news/snacks/newsletters/the-hot-seat/,ai_semiconductor,10,2,0,14,4227
