stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
191410,2026-08-28,1795.0,0.1325,0.3947,0.4713,1471.8,1399.75,1.9151,0.0638,5,strong_price_momentum,kis,data/raw/price_191410_20260501_20260829.csv
107640,2026-08-28,41500.0,0.0147,0.275,0.6836,37930.0,35107.5,1.666,0.0687,5,strong_price_momentum,kis,data/raw/price_107640_20260501_20260829.csv
029460,2026-08-28,40950.0,0.0595,0.1974,0.5996,37380.0,33922.5,2.1828,0.0441,5,strong_price_momentum,kis,data/raw/price_029460_20260501_20260829.csv
192820,2026-08-28,303000.0,0.0707,0.1181,0.6299,289800.0,239645.0,1.9672,0.0477,5,strong_price_momentum,kis,data/raw/price_192820_20260501_20260829.csv
012630,2026-08-28,23200.0,0.0,0.0969,0.2147,22440.0,21976.5,1.8861,0.0276,5,strong_price_momentum,kis,data/raw/price_012630_20260501_20260829.csv
023760,2026-08-28,1398.0,0.0022,0.0433,0.0433,1362.6,1345.65,9.9392,0.0092,5,strong_price_momentum,kis,data/raw/price_023760_20260501_20260829.csv
216400,2026-08-28,1660.0,0.1393,0.6768,1.656,1334.0,848.4,0.5525,0.0722,4,strong_price_momentum,kis,data/raw/price_216400_20260501_20260829.csv
004960,2026-08-28,12420.0,0.0205,0.1586,0.3663,11644.0,10946.0,0.9987,0.0314,4,strong_price_momentum,unknown,data/raw/price_004960_20260730_20260829.csv
009420,2026-08-28,64600.0,0.0047,0.1434,0.6564,62540.0,57172.5,0.7134,0.0522,4,strong_price_momentum,kis,data/raw/price_009420_20260501_20260829.csv
003490,2026-08-28,28700.0,0.0177,0.1124,0.1643,27470.0,26532.5,1.0536,0.0247,4,strong_price_momentum,kis,data/raw/price_003490_20260501_20260829.csv
407400,2026-08-28,2105.0,0.0096,0.1044,0.2485,2034.8,1976.45,0.6568,0.0272,4,strong_price_momentum,kis,data/raw/price_407400_20260501_20260829.csv
020560,2026-08-28,7680.0,0.0199,0.0987,0.1429,7386.0,7164.5,1.4569,0.0231,4,strong_price_momentum,kis,data/raw/price_020560_20260501_20260829.csv
009160,2026-08-28,5320.0,0.0431,0.0913,0.1503,5077.0,4884.25,0.7627,0.0173,4,strong_price_momentum,kis,data/raw/price_009160_20260501_20260829.csv
088390,2026-08-28,7830.0,0.0077,0.0875,0.316,7680.0,7462.5,0.5913,0.0358,4,strong_price_momentum,kis,data/raw/price_088390_20260501_20260829.csv
294870,2026-08-28,23150.0,0.0065,0.0718,0.1951,22690.0,22025.0,0.3907,0.0214,4,strong_price_momentum,kis,data/raw/price_294870_20260501_20260829.csv
121440,2026-08-28,8250.0,0.0898,0.0673,0.235,7692.0,7145.0,0.6077,0.0418,4,strong_price_momentum,kis,data/raw/price_121440_20260501_20260829.csv
018260,2026-08-28,243000.0,0.0385,0.0658,0.2229,232000.0,228200.0,1.0198,0.0351,4,strong_price_momentum,kis,data/raw/price_018260_20260501_20260829.csv
017810,2026-08-28,9800.0,0.0262,0.0618,0.1382,9684.0,9312.0,1.2991,0.028,4,strong_price_momentum,kis,data/raw/price_017810_20260501_20260829.csv
004990,2026-08-28,24150.0,0.0147,0.0592,0.0952,23690.0,23340.0,0.6273,0.0194,4,strong_price_momentum,kis,data/raw/price_004990_20260501_20260829.csv
055550,2026-08-28,109700.0,0.0083,0.0538,0.0883,107140.0,105390.0,0.7059,0.0208,4,strong_price_momentum,kis,data/raw/price_055550_20260501_20260829.csv
004780,2026-08-28,4115.0,0.0061,0.0262,0.0098,4111.0,4062.0,0.2993,0.0124,4,strong_price_momentum,kis,data/raw/price_004780_20260501_20260829.csv
363280,2026-08-28,1963.0,0.0,0.0155,0.1419,1945.0,1891.85,0.2247,0.0097,4,strong_price_momentum,kis,data/raw/price_363280_20260501_20260829.csv
241840,2026-08-28,2410.0,0.0126,0.0042,0.0856,2381.0,2354.0,0.759,0.0104,4,strong_price_momentum,kis,data/raw/price_241840_20260501_20260829.csv
351320,2026-08-28,2565.0,0.0059,1.1163,1.8063,2061.6,1283.15,3.6495,0.1077,3,price_momentum,kis,data/raw/price_351320_20260501_20260829.csv
389680,2026-08-28,1913.0,0.0888,0.9783,0.3606,1405.8,1219.4,6.5988,0.1111,3,price_momentum,kis,data/raw/price_389680_20260501_20260829.csv
069920,2026-08-28,1227.0,0.0946,0.3771,-0.0223,1055.8,1014.05,1.9217,0.11,3,price_momentum,kis,data/raw/price_069920_20260501_20260829.csv
064800,2026-08-28,3445.0,0.0238,0.2642,0.8452,3152.0,2453.4,1.5037,0.0476,3,price_momentum,kis,data/raw/price_064800_20260501_20260829.csv
224060,2026-08-28,3850.0,0.0724,0.252,0.134,3317.0,3363.75,1.461,0.0533,3,price_momentum,kis,data/raw/price_224060_20260501_20260829.csv
033790,2026-08-28,6750.0,0.015,0.2075,0.4674,6310.0,6037.5,1.8729,0.0663,3,price_momentum,unknown,data/raw/price_033790_20260730_20260829.csv
307870,2026-08-28,1159.0,0.22,0.1707,0.4326,1023.8,965.15,4.3638,0.0696,3,price_momentum,kis,data/raw/price_307870_20260501_20260829.csv
002990,2026-08-28,17020.0,0.1234,0.1539,0.7935,15620.0,12749.0,2.7789,0.1187,3,price_momentum,kis,data/raw/price_002990_20260501_20260829.csv
900300,2026-08-28,3665.0,0.0562,0.14,1.1946,3582.0,2653.8,2.2033,0.1089,3,price_momentum,kis,data/raw/price_900300_20260501_20260829.csv
091590,2026-08-28,6520.0,0.055,0.0813,0.3583,6370.0,5645.5,1.6229,0.1085,3,price_momentum,kis,data/raw/price_091590_20260501_20260829.csv
009410,2026-08-28,1693.0,0.0323,0.0594,0.0575,1646.6,1628.1,2.8976,0.0134,3,price_momentum,unknown,data/raw/price_009410_20260730_20260829.csv
024720,2026-08-28,10530.0,0.0499,0.0541,0.2117,10254.0,9932.0,1.7845,0.031,3,price_momentum,kis,data/raw/price_024720_20260501_20260829.csv
203650,2026-08-28,2125.0,0.0024,0.0468,0.3674,2086.0,2032.4,3.1145,0.0419,3,price_momentum,kis,data/raw/price_203650_20260501_20260829.csv
178780,2026-08-28,2370.0,0.0998,0.0372,0.0897,2318.0,2221.25,6.6762,0.0353,3,price_momentum,kis,data/raw/price_178780_20260501_20260829.csv
122640,2026-08-28,30200.0,0.0541,0.022,0.7558,28990.0,25987.5,1.6781,0.0747,3,price_momentum,kis,data/raw/price_122640_20260501_20260829.csv
005820,2026-08-28,15210.0,0.0277,0.002,0.1558,15026.0,14624.0,2.3395,0.0161,3,price_momentum,kis,data/raw/price_005820_20260501_20260829.csv
066790,2026-08-28,2205.0,0.0,0.0,0.4769,2205.0,2133.8,0.0,0.1066,3,price_momentum,kis,data/raw/price_066790_20260501_20260829.csv
252500,2026-08-28,499.0,0.0,0.0,0.1341,499.0,491.15,0.0,0.0199,3,price_momentum,kis,data/raw/price_252500_20260501_20260829.csv
341170,2026-08-28,496.0,0.0,0.0,0.2557,496.0,462.65,0.0,0.0621,3,price_momentum,kis,data/raw/price_341170_20260501_20260829.csv
226340,2026-08-28,6990.0,0.0279,0.3952,4.4186,6100.0,5507.85,0.6468,0.182,2,price_momentum,kis,data/raw/price_226340_20260501_20260829.csv
