collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-07-26 23:14:16,Sherwood Snacks,1,🛬 Crude airline earnings,https://sherwood.news/snacks/newsletters/crude-airline-earnings/,ai_semiconductor,25,4,5,37,4772
2026-07-26 23:14:16,Sherwood Snacks,2,✈️ Bidding in plane sight,https://sherwood.news/snacks/newsletters/bidding-in-plane-sight/,ai_semiconductor,24,3,0,36,4901
2026-07-26 23:14:17,Sherwood Snacks,3,🏋️‍♂️ Weight-Loss Wars,https://sherwood.news/snacks/newsletters/weight-loss-wars/,ai_semiconductor,11,5,5,17,4106
