stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
488900,2026-08-10,11590.0,0.2993,0.4802,0.4451,9240.0,7990.5,7.4752,0.0941,5,strong_price_momentum,pykrx,data/raw/price_488900_20260412_20260810.csv
114190,2026-08-10,9820.0,0.0469,0.3324,0.0863,8684.0,8045.0,3.6908,0.0703,5,strong_price_momentum,pykrx,data/raw/price_114190_20260412_20260810.csv
019570,2026-08-10,2990.0,0.1795,0.2723,0.2432,2572.0,2439.25,1.8864,0.0441,5,strong_price_momentum,pykrx,data/raw/price_019570_20260412_20260810.csv
008930,2026-08-10,45700.0,0.0235,0.2677,0.3683,42740.0,36062.5,1.6742,0.0318,5,strong_price_momentum,pykrx,data/raw/price_008930_20260412_20260810.csv
039200,2026-08-10,38000.0,0.0873,0.2318,0.2238,35300.0,31365.0,2.1329,0.0517,5,strong_price_momentum,pykrx,data/raw/price_039200_20260412_20260810.csv
071200,2026-08-10,10680.0,0.123,0.2304,0.2054,9760.0,8745.5,2.4406,0.0497,5,strong_price_momentum,pykrx,data/raw/price_071200_20260412_20260810.csv
215480,2026-08-10,2165.0,0.0359,0.1792,0.0,1976.0,1949.3,2.0442,0.0313,5,strong_price_momentum,unknown,data/raw/price_215480_20260711_20260810.csv
007980,2026-08-10,1862.0,0.031,0.1473,0.0726,1760.2,1693.05,1.7965,0.0224,5,strong_price_momentum,pykrx,data/raw/price_007980_20260412_20260810.csv
329180,2026-08-10,532000.0,0.0514,0.1307,0.0556,507400.0,478225.0,1.5168,0.0433,5,strong_price_momentum,pykrx,data/raw/price_329180_20260412_20260810.csv
007570,2026-08-10,8700.0,0.0235,0.032,0.0152,8516.0,8274.0,1.6136,0.0203,5,strong_price_momentum,pykrx,data/raw/price_007570_20260412_20260810.csv
127120,2026-08-10,40950.0,0.046,0.4625,0.0513,37690.0,34152.5,1.2672,0.0771,4,strong_price_momentum,pykrx,data/raw/price_127120_20260412_20260810.csv
107640,2026-08-10,37100.0,0.0864,0.2492,0.1759,33960.0,30345.0,1.203,0.0639,4,strong_price_momentum,pykrx,data/raw/price_107640_20260412_20260810.csv
253450,2026-08-10,25400.0,0.0079,0.1869,0.1339,24030.0,21485.5,0.975,0.0406,4,strong_price_momentum,pykrx,data/raw/price_253450_20260412_20260810.csv
112610,2026-08-10,45400.0,0.0353,0.1838,0.1393,42470.0,40130.0,0.7915,0.0485,4,strong_price_momentum,pykrx,data/raw/price_112610_20260412_20260810.csv
082270,2026-08-10,13030.0,0.0886,0.1665,0.1644,12128.0,10640.0,1.228,0.0544,4,strong_price_momentum,pykrx,data/raw/price_082270_20260412_20260810.csv
137400,2026-08-10,33750.0,0.0465,0.1658,0.0597,32010.0,29517.5,0.9646,0.0549,4,strong_price_momentum,pykrx,data/raw/price_137400_20260412_20260810.csv
250060,2026-08-10,2935.0,0.0463,0.1647,0.0751,2828.0,2580.5,1.1017,0.0474,4,strong_price_momentum,pykrx,data/raw/price_250060_20260412_20260810.csv
248070,2026-08-10,15520.0,0.036,0.1403,0.0285,14902.0,14267.5,0.7498,0.0404,4,strong_price_momentum,pykrx,data/raw/price_248070_20260412_20260810.csv
294870,2026-08-10,22750.0,0.0044,0.1347,0.0,22210.0,20027.5,0.4931,0.036,4,strong_price_momentum,unknown,data/raw/price_294870_20260711_20260810.csv
144510,2026-08-10,15350.0,0.0492,0.132,0.091,14640.0,13563.5,1.1388,0.0317,4,strong_price_momentum,pykrx,data/raw/price_144510_20260412_20260810.csv
130660,2026-08-10,11780.0,0.0324,0.1316,0.0,11448.0,10705.0,1.079,0.0505,4,strong_price_momentum,unknown,data/raw/price_130660_20260711_20260810.csv
166090,2026-08-10,60300.0,0.125,0.1146,0.0691,55960.0,53427.5,1.1768,0.0751,4,strong_price_momentum,pykrx,data/raw/price_166090_20260412_20260810.csv
013720,2026-08-10,2350.0,0.0021,0.1111,0.119,2312.0,2100.8,0.5883,0.061,4,strong_price_momentum,pykrx,data/raw/price_013720_20260412_20260810.csv
024720,2026-08-10,10040.0,0.0319,0.0997,0.1967,9656.0,8859.0,1.3371,0.0239,4,strong_price_momentum,pykrx,data/raw/price_024720_20260412_20260810.csv
009540,2026-08-10,404000.0,0.0138,0.0963,0.1865,394500.0,365175.0,0.6502,0.0454,4,strong_price_momentum,pykrx,data/raw/price_009540_20260412_20260810.csv
100840,2026-08-10,28700.0,0.0305,0.0933,0.0954,28120.0,25782.5,0.7201,0.0574,4,strong_price_momentum,pykrx,data/raw/price_100840_20260412_20260810.csv
084870,2026-08-10,2180.0,0.0,0.0927,0.1122,2102.0,1975.35,1.4143,0.032,4,strong_price_momentum,pykrx,data/raw/price_084870_20260412_20260810.csv
053580,2026-08-10,7150.0,0.0347,0.0916,0.1404,6896.0,6429.0,0.9609,0.03,4,strong_price_momentum,pykrx,data/raw/price_053580_20260412_20260810.csv
403550,2026-08-10,10900.0,0.0332,0.0878,0.0562,10556.0,9957.0,0.4817,0.0285,4,strong_price_momentum,pykrx,data/raw/price_403550_20260412_20260810.csv
330730,2026-08-10,4950.0,0.0143,0.0808,0.0879,4875.0,4562.0,0.3785,0.0312,4,strong_price_momentum,pykrx,data/raw/price_330730_20260412_20260810.csv
