stock_code,candidate_date,candidate_action,prediction_direction,price_candidate_score,price_score_base,supplementary_score,signal_label,close,return_1d,return_5d,return_20d,volume_ratio_20d,volatility_20d,price_source,corp_name,event_type,social_attention_label,social_risk_label,source_file
024720,2026-07-09,WATCHLIST,neutral_positive,62.99,62.99,0,price_momentum,8360.0,-0.0245,0.0036,0.0208,0.8302,0.0339,pykrx,,,low_attention,no_risk_noise,data/raw/price_024720_20260311_20260709.csv
006730,2026-07-09,HOLD,neutral,59.54,59.54,0,price_momentum,10520.0,0.0086,0.0304,-0.1039,1.1817,0.054,pykrx,,,,,data/raw/price_006730_20260311_20260709.csv
088790,2026-07-09,HOLD,neutral,56.82,56.82,0,price_momentum,2405.0,-0.0184,0.0148,-0.0513,0.2619,0.0367,pykrx,,,,,data/raw/price_088790_20260311_20260709.csv
065770,2026-07-09,HOLD,neutral,52.95,56.95,-4,price_momentum,1520.0,-0.1209,0.0548,-0.076,0.5456,0.0893,pykrx,,,low_attention,risk_noise_detected,data/raw/price_065770_20260311_20260709.csv
276730,2026-07-09,HOLD,neutral,52.23,52.23,0,neutral,19950.0,0.0257,-0.0386,0.4373,0.3131,0.0779,pykrx,,,,,data/raw/price_276730_20260311_20260709.csv
003490,2026-07-09,HOLD,neutral,49.9,49.9,0,price_weakness,26750.0,-0.0497,-0.063,0.0786,0.8106,0.0459,pykrx,,,,,data/raw/price_003490_20260311_20260709.csv
020560,2026-07-09,HOLD,neutral,48.48,48.48,0,price_weakness,7060.0,-0.0649,-0.0549,0.0352,0.7814,0.0448,pykrx,,,,,data/raw/price_020560_20260311_20260709.csv
288980,2026-07-09,HOLD,neutral,47.31,47.31,0,neutral,957.0,-0.0052,-0.0525,0.0669,0.6939,0.0695,pykrx,,,low_attention,no_risk_noise,data/raw/price_288980_20260311_20260709.csv
091590,2026-07-09,HOLD,neutral,46.91,43.91,3,neutral,8970.0,-0.1171,-0.1342,1.5411,0.5544,0.1632,pykrx,,,high_attention,no_risk_noise,data/raw/price_091590_20260311_20260709.csv
010960,2026-07-09,HOLD,neutral,46.79,46.79,0,neutral,3925.0,-0.12,-0.1018,0.256,0.4948,0.0968,pykrx,,,medium_attention,no_risk_noise,data/raw/price_010960_20260311_20260709.csv
013520,2026-07-09,HOLD,neutral,46.25,46.25,0,neutral,2465.0,-0.0257,-0.061,0.0165,0.4019,0.0289,pykrx,,,,,data/raw/price_013520_20260311_20260709.csv
101970,2026-07-09,HOLD,neutral,45.55,45.55,0,neutral,10150.0,-0.0136,-0.1073,0.2273,0.0912,0.0627,pykrx,,,,,data/raw/price_101970_20260311_20260709.csv
001470,2026-07-09,HOLD,neutral,44.0,44.0,0,neutral,347.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_001470_20260311_20260709.csv
068240,2026-07-09,HOLD,neutral,44.0,44.0,0,neutral,2530.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_068240_20260311_20260709.csv
069460,2026-07-09,HOLD,neutral,44.0,44.0,0,neutral,2660.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_069460_20260311_20260709.csv
380540,2026-07-09,HOLD,neutral,44.0,44.0,0,neutral,8450.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,medium_attention,no_risk_noise,data/raw/price_380540_20260311_20260709.csv
210120,2026-07-09,HOLD,neutral,41.0,44.0,-3,neutral,930.0,0.0,0.0,0.0,0.0,0.0,unknown,캔버스엔,lawsuit,,,data/raw/price_210120_20260609_20260709.csv
023440,2026-07-09,AVOID,negative,40.0,44.0,-4,neutral,521.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,medium_attention,risk_noise_detected,data/raw/price_023440_20260311_20260709.csv
007980,2026-07-09,AVOID,negative,39.78,39.78,0,neutral,1670.0,-0.0171,-0.0257,-0.0435,0.4522,0.0219,pykrx,,,,,data/raw/price_007980_20260311_20260709.csv
049950,2026-07-09,AVOID,negative,35.27,35.27,0,neutral,9810.0,-0.0061,-0.0101,-0.1395,0.7633,0.0532,pykrx,,,,,data/raw/price_049950_20260311_20260709.csv
004380,2026-07-09,AVOID,negative,35.03,35.03,0,neutral,7780.0,-0.0139,-0.0102,-0.0964,0.3085,0.0498,pykrx,,,,,data/raw/price_004380_20260311_20260709.csv
038530,2026-07-09,AVOID,negative,34.8,34.8,0,neutral,816.0,-0.0097,-0.0024,-0.1235,0.3964,0.0516,pykrx,,,,,data/raw/price_038530_20260311_20260709.csv
302430,2026-07-09,AVOID,negative,33.92,30.92,3,neutral,6000.0,0.0067,-0.0323,-0.2095,0.6531,0.0377,unknown,이노메트리,supply_contract,,,data/raw/price_302430_20260609_20260709.csv
115480,2026-07-09,AVOID,negative,33.72,33.72,0,price_weakness,1767.0,-0.0178,-0.0651,-0.0773,0.5302,0.0309,pykrx,,,,,data/raw/price_115480_20260311_20260709.csv
004990,2026-07-09,AVOID,negative,33.1,33.1,0,neutral,23000.0,-0.0417,-0.0456,-0.137,0.5578,0.0284,pykrx,,,,,data/raw/price_004990_20260311_20260709.csv
199290,2026-07-09,AVOID,negative,32.46,35.46,-3,neutral,400.0,0.0,0.0,-0.0431,0.1118,0.0706,unknown,바이오프로테크,convertible_bond,,,data/raw/price_199290_20260609_20260709.csv
009540,2026-07-09,AVOID,negative,31.54,28.54,3,price_weakness,330000.0,-0.0294,-0.0897,-0.1212,0.605,0.0406,unknown,HD한국조선해양,supply_contract,,,data/raw/price_009540_20260609_20260709.csv
002780,2026-07-09,AVOID,negative,29.86,29.86,0,neutral,831.0,-0.0673,-0.2723,-0.0492,0.5539,0.1027,pykrx,,,,,data/raw/price_002780_20260311_20260709.csv
002020,2026-07-09,AVOID,negative,29.74,26.74,3,price_weakness,43100.0,-0.0092,-0.0701,-0.1647,0.3109,0.0388,unknown,코오롱,supply_contract,,,data/raw/price_002020_20260609_20260709.csv
013720,2026-07-09,AVOID,negative,29.07,29.07,0,price_weakness,430.0,-0.0529,-0.057,-0.1207,0.4705,0.0602,pykrx,,,,,data/raw/price_013720_20260311_20260709.csv
216080,2026-07-09,AVOID,negative,29.0,33.0,-4,neutral,4580.0,-0.0605,-0.1836,-0.0537,0.6395,0.0515,pykrx,,,medium_attention,risk_noise_detected,data/raw/price_216080_20260311_20260709.csv
018260,2026-07-09,AVOID,negative,28.49,28.49,0,price_weakness,189400.0,-0.0252,-0.06,-0.1747,0.4711,0.036,pykrx,,,,,data/raw/price_018260_20260311_20260709.csv
025980,2026-07-09,AVOID,negative,28.31,28.31,0,price_weakness,3750.0,-0.0222,-0.0602,-0.1785,0.5757,0.042,pykrx,,,,,data/raw/price_025980_20260311_20260709.csv
010140,2026-07-09,AVOID,negative,28.17,28.17,0,price_weakness,21250.0,0.0047,-0.0741,-0.1601,0.6417,0.0427,pykrx,,,,,data/raw/price_010140_20260311_20260709.csv
236810,2026-07-09,AVOID,negative,26.39,26.39,0,neutral,977.0,-0.0317,-0.0365,-0.2479,0.3651,0.0615,pykrx,,,,,data/raw/price_236810_20260311_20260709.csv
321370,2026-07-09,AVOID,negative,25.92,25.92,0,neutral,1577.0,0.0174,-0.0396,-0.3702,0.2132,0.054,pykrx,,,,,data/raw/price_321370_20260311_20260709.csv
187870,2026-07-09,AVOID,negative,24.72,24.72,0,neutral,13210.0,0.0369,-0.0544,-0.4564,0.3305,0.0582,pykrx,,,,,data/raw/price_187870_20260311_20260709.csv
0126Z0,2026-07-09,AVOID,negative,24.5,24.5,0,price_weakness,371000.0,-0.025,-0.1039,-0.1452,0.5459,0.0513,pykrx,,,,,data/raw/price_0126Z0_20260311_20260709.csv
142760,2026-07-09,AVOID,negative,24.13,24.13,0,neutral,394.0,0.0025,-0.0552,-0.4265,0.1268,0.0511,pykrx,,,low_attention,no_risk_noise,data/raw/price_142760_20260311_20260709.csv
064400,2026-07-09,AVOID,negative,23.02,24.02,-1,price_weakness,70400.0,-0.0112,-0.1009,-0.243,0.643,0.0375,pykrx,,,high_attention,risk_noise_detected,data/raw/price_064400_20260311_20260709.csv
329180,2026-07-09,AVOID,negative,22.45,19.45,3,price_weakness,502000.0,-0.029,-0.1492,-0.2229,0.747,0.0411,unknown,HD현대중공업,supply_contract,,,data/raw/price_329180_20260609_20260709.csv
322780,2026-07-09,AVOID,negative,20.27,20.27,0,neutral,1655.0,-0.0125,-0.1708,-0.232,0.2122,0.1661,pykrx,,,,,data/raw/price_322780_20260311_20260709.csv
141080,2026-07-09,AVOID,negative,19.98,22.98,-3,price_weakness,121000.0,0.005,-0.1533,-0.1024,0.9652,0.0669,unknown,리가켐바이오,convertible_bond,,,data/raw/price_141080_20260609_20260709.csv
011930,2026-07-09,AVOID,negative,17.71,17.71,0,price_weakness,15880.0,-0.0137,-0.1265,-0.2139,0.5066,0.0668,pykrx,,,medium_attention,no_risk_noise,data/raw/price_011930_20260311_20260709.csv
000720,2026-07-09,AVOID,negative,16.08,16.08,0,price_weakness,99200.0,-0.0149,-0.1389,-0.1915,0.5909,0.0849,pykrx,,,,,data/raw/price_000720_20260311_20260709.csv
900120,2026-07-09,AVOID,negative,16.05,19.05,-3,neutral,1081.0,0.016,-0.0962,-0.2626,0.278,0.07,unknown,씨엑스아이,paid_in_capital_increase,,,data/raw/price_900120_20260609_20260709.csv
019570,2026-07-09,AVOID,negative,14.35,14.35,0,neutral,481.0,0.0,-0.1806,-0.2554,0.0,0.0465,pykrx,,,,,data/raw/price_019570_20260311_20260709.csv
047040,2026-07-09,AVOID,negative,13.94,13.94,0,price_weakness,15550.0,-0.0177,-0.1526,-0.2396,0.4128,0.0754,pykrx,,,,,data/raw/price_047040_20260311_20260709.csv
347700,2026-07-09,AVOID,negative,13.47,13.47,0,neutral,18420.0,-0.0176,-0.2451,-0.5216,0.412,0.1046,pykrx,,,medium_attention,no_risk_noise,data/raw/price_347700_20260311_20260709.csv
004710,2026-07-09,AVOID,negative,9.86,12.86,-3,price_weakness,8190.0,-0.0036,-0.1719,-0.2903,0.3095,0.1069,unknown,한솔테크닉스,paid_in_capital_increase,,,data/raw/price_004710_20260609_20260709.csv
066430,2026-07-09,AVOID,negative,8.48,12.48,-4,price_weakness,2070.0,-0.0024,-0.1464,-0.3965,0.1027,0.075,pykrx,,,low_attention,risk_noise_detected,data/raw/price_066430_20260311_20260709.csv
