stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason
017670,2026-07-24,2026-07-24,2026-07-24,2026-07-24,BUY_CANDIDATE,positive,75.3,75.3,75.3,95.46,95.46,0,72.06,1.56,3,4.32,0.0,0.0,0.0,0.0,0,3,75.3,v2_conservative_ranker,strong_price_momentum,99400.0,-0.001,0.1081,0.0875,92560.0,88475.0,1.3118,0.036,pykrx,,,,medium_attention,no_risk_noise,,,,data/raw/price_017670_20260326_20260724.csv,1,True,Top 20 by conservative v2 price signal score
340570,2026-07-24,2026-07-24,2026-07-24,2026-07-24,WATCHLIST,neutral_positive,64.83,64.83,64.83,89.97,89.97,0,72.93,-2.0,2,5.1,0.0,0.0,3.0,0.0,0,0,64.83,v2_conservative_ranker,strong_price_momentum,57400.0,0.0324,0.0954,0.1124,53420.0,53190.0,0.5108,0.0425,pykrx,,,,,,3,3,0,data/raw/price_340570_20260326_20260724.csv,2,True,Top 20 by conservative v2 price signal score
114450,2026-07-24,2026-07-24,2026-07-24,2026-07-24,WATCHLIST,neutral_positive,63.23,63.23,63.23,83.89,83.89,0,68.81,-2.0,2,4.58,0.0,0.0,1.0,0.0,0,0,63.23,v2_conservative_ranker,strong_price_momentum,2080.0,-0.0048,0.0221,0.1601,1999.4,1886.0,0.2495,0.0382,pykrx,,,,,,1,1,0,data/raw/price_114450_20260326_20260724.csv,3,True,Top 20 by conservative v2 price signal score
008930,2026-07-24,2026-07-24,2026-07-24,2026-07-24,WATCHLIST,neutral_positive,60.69,60.69,60.69,73.8,73.8,0,65.42,-2.0,2,4.73,0.0,0.0,1.0,0.0,0,1,60.69,v2_conservative_ranker,price_momentum,34800.0,0.0131,0.0642,0.2747,33580.0,32027.5,0.2192,0.0394,pykrx,,,,,,1,1,0,data/raw/price_008930_20260326_20260724.csv,4,True,Top 20 by conservative v2 price signal score
215380,2026-07-24,2026-07-24,2026-07-24,2026-07-24,WATCHLIST,neutral_positive,60.45,60.45,60.45,74.42,74.42,0,65.74,-2.0,2,4.28,0.0,0.0,2.0,0.0,0,1,60.45,v2_conservative_ranker,price_momentum,2560.0,0.0039,0.0964,0.1353,2478.0,2446.25,0.2635,0.0357,pykrx,,,,,,2,2,0,data/raw/price_215380_20260326_20260724.csv,5,True,Top 20 by conservative v2 price signal score
005710,2026-07-24,2026-07-24,2026-07-24,2026-07-24,WATCHLIST,neutral_positive,60.1,60.1,60.1,78.98,82.98,-4,67.54,-2.0,2,2.74,0.0,0.0,0.0,4.7,0,0,60.1,v2_conservative_ranker,strong_price_momentum,11000.0,0.0166,0.0368,0.0816,10708.0,10526.0,0.2502,0.0228,pykrx,,,,low_attention,risk_noise_detected,,,,data/raw/price_005710_20260326_20260724.csv,6,True,Top 20 by conservative v2 price signal score
134790,2026-07-24,2026-07-24,2026-07-24,2026-07-24,HOLD,neutral,57.31,57.31,57.31,72.6,72.6,0,62.07,-2.0,2,2.76,0.0,0.0,2.0,0.0,0,0,57.31,v2_conservative_ranker,price_momentum,19490.0,0.0062,0.0307,0.1964,19386.0,18966.5,0.3357,0.023,pykrx,,,,,,2,2,0,data/raw/price_134790_20260326_20260724.csv,7,True,Top 20 by conservative v2 price signal score
053580,2026-07-24,2026-07-24,2026-07-24,2026-07-24,HOLD,neutral,57.17,57.17,57.17,71.63,71.63,0,63.06,-2.0,2,3.89,0.0,0.0,2.0,0.0,0,0,57.17,v2_conservative_ranker,price_momentum,6620.0,-0.0015,0.0695,0.0888,6360.0,6244.0,0.5797,0.0324,pykrx,,,,,,2,2,0,data/raw/price_053580_20260326_20260724.csv,8,True,Top 20 by conservative v2 price signal score
038680,2026-07-24,2026-07-24,2026-07-24,2026-07-24,HOLD,neutral,57.06,57.06,57.06,69.21,69.21,0,62.16,-2.0,2,4.1,0.0,0.0,2.0,0.0,0,1,57.06,v2_conservative_ranker,price_momentum,3520.0,0.0028,0.0323,0.1694,3441.0,3235.5,0.1554,0.0342,pykrx,,,,,,2,2,0,data/raw/price_038680_20260326_20260724.csv,9,True,Top 20 by conservative v2 price signal score
009540,2026-07-24,2026-07-24,2026-07-24,2026-07-24,HOLD,neutral,55.74,55.74,55.74,66.56,66.56,0,61.49,-2.0,2,4.75,0.0,0.0,1.0,0.0,0,0,55.74,v2_conservative_ranker,price_momentum,379500.0,-0.0039,0.072,0.0369,358400.0,351125.0,0.2463,0.0396,pykrx,,,,,,1,1,0,data/raw/price_009540_20260326_20260724.csv,10,True,Top 20 by conservative v2 price signal score
