stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason
114450,2026-07-30,2026-07-30,2026-07-30,2026-07-30,WATCHLIST,neutral_positive,68.41,68.41,68.41,95.57,95.57,0,75.0,-2.0,2,4.3,0.3,0.0,2.0,0.0,0,0,68.41,v2_conservative_ranker,strong_price_momentum,2270.0,0.0437,0.0861,0.2257,2197.0,1965.5,0.7566,0.0358,pykrx,,,,,,2,2,0,data/raw/price_114450_20260401_20260730.csv,1,True,Top 20 by conservative v2 price signal score
018470,2026-07-30,2026-07-30,2026-07-30,2026-07-30,WATCHLIST,neutral_positive,61.3,61.3,61.3,70.25,70.25,0,59.47,1.13,3,4.3,0.0,0.0,2.0,0.0,0,4,61.3,v2_conservative_ranker,price_momentum,1004.0,-0.029,0.0647,0.0,980.4,926.6,1.226,0.0358,pykrx,,,,,,2,2,0,data/raw/price_018470_20260401_20260730.csv,2,True,Top 20 by conservative v2 price signal score
008930,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,58.3,58.3,58.3,71.11,71.11,0,59.45,0.0,2,3.16,0.0,0.0,1.0,0.0,0,1,58.3,v2_conservative_ranker,price_momentum,34900.0,0.0402,0.016,0.1387,34500.0,33075.0,0.8671,0.0263,pykrx,,,,,,1,1,0,data/raw/price_008930_20260401_20260730.csv,3,True,Top 20 by conservative v2 price signal score
024720,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,57.57,57.57,57.57,73.28,73.28,0,54.95,5.78,3,3.16,0.0,0.0,3.0,0.0,0,0,57.57,v2_conservative_ranker,price_momentum,8700.0,0.0444,-0.0046,0.0688,8608.0,8526.0,2.1551,0.0263,pykrx,,,,,,3,3,0,data/raw/price_024720_20260401_20260730.csv,4,True,Top 20 by conservative v2 price signal score
340810,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,57.06,57.06,57.06,88.2,88.2,0,67.0,2.32,3,5.48,6.78,0.0,3.0,0.0,0,0,57.06,v2_conservative_ranker,price_momentum,2975.0,0.0938,0.1398,0.202,2695.0,2447.75,1.4645,0.0457,pykrx,,,,,,3,3,0,data/raw/price_340810_20260401_20260730.csv,5,True,Top 20 by conservative v2 price signal score
332290,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,55.09,55.09,55.09,66.69,69.69,-3,54.47,4.79,3,4.03,1.14,0.0,0.0,0.0,2,0,55.09,v2_conservative_ranker,price_momentum,828.0,0.0795,0.0185,-0.0108,786.8,790.1,1.9574,0.0336,unknown,누보,누보,convertible_bond,,,,,,data/raw/price_332290_20260630_20260730.csv,6,True,Top 20 by conservative v2 price signal score
038530,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,54.85,54.85,54.85,64.22,64.22,0,58.42,0.78,3,6.76,1.6,0.0,2.0,0.0,0,3,54.85,v2_conservative_ranker,neutral,871.0,0.0833,0.0888,0.0406,821.4,825.55,1.1566,0.0563,pykrx,,,,,,2,2,0,data/raw/price_038530_20260401_20260730.csv,7,True,Top 20 by conservative v2 price signal score
121440,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,54.81,54.81,54.81,71.54,71.54,0,57.06,-2.0,2,0.25,0.0,0.0,2.0,0.0,0,0,54.81,v2_conservative_ranker,price_momentum,6665.0,-0.0022,-0.0007,0.0038,6665.0,6655.75,0.6058,0.0021,pykrx,,,,,,2,2,0,data/raw/price_121440_20260401_20260730.csv,8,True,Top 20 by conservative v2 price signal score
004780,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,53.6,53.6,53.6,69.77,69.77,0,58.34,0.0,2,1.74,0.0,0.0,5.0,0.0,0,0,53.6,v2_conservative_ranker,price_momentum,4095.0,0.0012,0.0354,0.0513,4109.0,3954.0,0.8533,0.0145,pykrx,,,,,,5,3,1,data/raw/price_004780_20260401_20260730.csv,9,True,Top 20 by conservative v2 price signal score
309930,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,52.48,52.48,52.48,71.39,71.39,0,65.37,-2.0,2,8.32,0.65,0.93,3.0,0.0,0,0,52.48,v2_conservative_ranker,price_momentum,835.0,0.0,0.0637,0.3644,828.0,825.25,0.3253,0.0693,pykrx,,,,,,3,3,0,data/raw/price_309930_20260401_20260730.csv,10,True,Top 20 by conservative v2 price signal score
290270,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,51.69,51.69,51.69,62.45,62.45,0,49.36,2.69,3,3.36,0.0,0.0,1.0,0.0,0,1,51.69,v2_conservative_ranker,price_momentum,2565.0,0.0118,-0.0284,-0.0229,2642.0,2635.0,1.5386,0.028,pykrx,,,,,,1,1,0,data/raw/price_290270_20260401_20260730.csv,11,True,Top 20 by conservative v2 price signal score
253450,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,48.31,48.31,48.31,55.86,55.86,0,49.71,0.54,3,3.94,0.0,0.0,1.0,0.0,0,0,48.31,v2_conservative_ranker,neutral,21050.0,0.0268,0.012,-0.0141,20940.0,21068.0,1.1081,0.0328,pykrx,,,,,,1,1,0,data/raw/price_253450_20260401_20260730.csv,12,True,Top 20 by conservative v2 price signal score
005710,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,47.71,47.71,47.71,54.62,54.62,0,47.14,0.0,3,2.44,0.0,0.0,0.0,0.0,0,0,47.71,v2_conservative_ranker,neutral,10640.0,-0.0056,-0.0166,-0.0056,10788.0,10585.5,1.098,0.0203,pykrx,,,,,,,,,data/raw/price_005710_20260401_20260730.csv,13,True,Top 20 by conservative v2 price signal score
009540,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,47.27,47.27,47.27,62.33,62.33,0,50.34,2.63,3,5.46,3.24,0.0,0.0,0.0,0,0,47.27,v2_conservative_ranker,price_momentum,367500.0,0.097,-0.0354,0.0251,361400.0,351625.0,1.527,0.0455,pykrx,,,,,,,,,data/raw/price_009540_20260401_20260730.csv,14,True,Top 20 by conservative v2 price signal score
007570,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,47.18,47.18,47.18,55.24,55.24,0,49.85,-2.0,2,2.68,0.0,0.0,0.0,0.0,0,0,47.18,v2_conservative_ranker,neutral,8120.0,-0.0134,-0.0012,0.0278,8260.0,8231.0,0.7003,0.0223,pykrx,,,,low_attention,no_risk_noise,,,,data/raw/price_007570_20260401_20260730.csv,15,True,Top 20 by conservative v2 price signal score
008470,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,47.18,47.18,47.18,57.32,57.32,0,53.91,-2.0,2,4.73,0.0,0.0,2.0,0.0,0,0,47.18,v2_conservative_ranker,neutral,1725.0,0.0029,-0.0029,0.1485,1733.4,1713.0,0.3534,0.0394,pykrx,,,,,,2,2,0,data/raw/price_008470_20260401_20260730.csv,16,True,Top 20 by conservative v2 price signal score
230360,2026-06-29,2026-06-29,2026-06-29,2026-07-30,HOLD,neutral,46.98,46.98,46.98,59.98,59.98,0,53.0,0.0,0,0.02,0.0,0.0,6.0,0.0,0,0,46.98,v2_conservative_ranker,price_momentum,16000.0,0.0,0.0,0.0,16000.0,16000.5,0.0,0.0002,pykrx,,,,,,8,4,2,data/raw/price_230360_20260401_20260730.csv,17,True,Top 20 by conservative v2 price signal score
185750,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,45.3,45.3,45.3,47.63,47.63,0,43.7,0.73,3,2.12,0.0,0.0,0.0,0.0,0,0,45.3,v2_conservative_ranker,neutral,66900.0,0.0198,-0.0089,-0.0118,67440.0,68175.0,1.1461,0.0177,pykrx,,,,,,,,,data/raw/price_185750_20260401_20260730.csv,18,True,Top 20 by conservative v2 price signal score
001470,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,45.0,45.0,45.0,44.0,44.0,0,45.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,45.0,v2_conservative_ranker,neutral,347.0,0.0,0.0,0.0,347.0,347.0,0.0,0.0,pykrx,,,,,,,,,data/raw/price_001470_20260401_20260730.csv,19,True,Top 20 by conservative v2 price signal score
023440,2026-07-30,2026-07-30,2026-07-30,2026-07-30,HOLD,neutral,45.0,45.0,45.0,44.0,44.0,0,45.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,45.0,v2_conservative_ranker,neutral,521.0,0.0,0.0,0.0,521.0,521.0,0.0,0.0,pykrx,,,,,,,,,data/raw/price_023440_20260401_20260730.csv,20,True,Top 20 by conservative v2 price signal score
