stock_code,corp_name,report_nm,event_type,event_date,prediction_direction,event_score,initial_confidence,score_reason,news_count,positive_keyword_count,negative_keyword_count,news_sentiment_score,news_attention_score,top_news_titles,next_trade_date,next_open_return,next_close_return,note,prediction_result
215480,토박스코리아,소송등의판결ㆍ결정              ,lawsuit,20260813,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,2,3,-1,5,"[코스닥] 브이티·카스·오스템 등 69개사 14일 자사주 매입 | 펄어비스 25만주·동구바이오 5만주 등… 코스닥 68개사, 13일 자사주 매... | 외부자금으로 몸집 키운 꿈비…M&A 확대에도 수익성은 ‘제자리’",,,,No next trading day price data available yet.,pending
215480,토박스코리아,소송등의판결ㆍ결정              ,lawsuit,20260813,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,2,3,-1,5,"[코스닥] 브이티·카스·오스템 등 69개사 14일 자사주 매입 | 펄어비스 25만주·동구바이오 5만주 등… 코스닥 68개사, 13일 자사주 매... | 외부자금으로 몸집 키운 꿈비…M&A 확대에도 수익성은 ‘제자리’",,,,No next trading day price data available yet.,pending
215480,토박스코리아,소송등의판결ㆍ결정              ,lawsuit,20260813,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,2,3,-1,5,"[코스닥] 브이티·카스·오스템 등 69개사 14일 자사주 매입 | 펄어비스 25만주·동구바이오 5만주 등… 코스닥 68개사, 13일 자사주 매... | 외부자금으로 몸집 키운 꿈비…M&A 확대에도 수익성은 ‘제자리’",,,,No next trading day price data available yet.,pending
215480,토박스코리아,소송등의판결ㆍ결정              ,lawsuit,20260813,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,2,3,-1,5,"[코스닥] 브이티·카스·오스템 등 69개사 14일 자사주 매입 | 펄어비스 25만주·동구바이오 5만주 등… 코스닥 68개사, 13일 자사주 매... | 외부자금으로 몸집 키운 꿈비…M&A 확대에도 수익성은 ‘제자리’",,,,No next trading day price data available yet.,pending
407400,꿈비,소송등의판결ㆍ결정              ,lawsuit,20260813,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,4,1,3,5,"꿈비, 영유아 맞춤 온도·풍량 담은 무선 ‘코코잠 아기 드라이기’ 출... | 외부자금으로 몸집 키운 꿈비…M&A 확대에도 수익성은 ‘제자리’ | [인터뷰] ""한국 유아산업 생태계 조성, 함께 세계로 나가는 길 만들겠다...",,,,No next trading day price data available yet.,pending
107640,한중엔시에스,[기재정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,4,0,4,5,"""긴 터널의 끝?"" K-배터리, 북미 ESS 출하 83% 증가...ESS 생산 전환 가속 | KT, 산업 현장 맞춤형 'AI 솔루션' 호평 | KT, 대구경북 제조업체 AI전환 돕는다…찾아가는 릴레이 세미나 성황",,,,No next trading day price data available yet.,pending
009160,SIMPAC,투자판단관련주요경영사항              ,investment_decision,20260813,volatile,30,C,Investment decisions can be positive or negative depending on scale and funding source.,5,6,1,5,5,"SIMPAC 주가, 8월 11일 4,900원 0.61% 하락 마감 | 구리·아연 솟구치자 비철금속주 폭발…고려아연·에이치브이엠 주가 신... | [특징주] 비철금속 업종 11% 급등…구리 가격 상승 전망 부각",,,,No next trading day price data available yet.,pending
248070,솔루엠,유상증자결정(종속회사의주요경영사항)              ,paid_in_capital_increase,20260813,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,2,3,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배... | [코스피·코스닥지수] 주요 기업 2분기 실적 공개…HMM·LG·달바글로벌...",,,,No next trading day price data available yet.,pending
248070,솔루엠,유상증자결정(종속회사의주요경영사항)              ,paid_in_capital_increase,20260813,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,2,3,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배... | [코스피·코스닥지수] 주요 기업 2분기 실적 공개…HMM·LG·달바글로벌...",,,,No next trading day price data available yet.,pending
028050,삼성E&A,[기재정정]단일판매ㆍ공급계약체결              ,supply_contract,20260813,positive,70,C,Supply contract disclosures may indicate future revenue growth.,5,7,1,6,5,‘AI 인프라’ 특화 속도…신성장 모터 장착하는 전통 제조사들 [biz-플... | 철강·석화 ‘AI·반도체 특수’로 불황 뚫었다 | 첨단산업 성장세 탄 삼성E&A…연간 실적 목표 순항,,,,No next trading day price data available yet.,pending
001340,PKC,최대주주등소유주식변동신고서              ,major_shareholder_change,20260813,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,2,3,-1,5,"검찰 수사에 공급 확대까지…석화업계 하반기 '첩첩산중' | 벼랑 끝 석화업계, 구조조정 중 담합 수사까지… ""숨통 조인다"" | 전력망엔 돈, 화학엔 칼…에너지·화학 ‘지원과 규율’ 한주",,,,No next trading day price data available yet.,pending
001340,PKC,최대주주등소유주식변동신고서              ,major_shareholder_change,20260813,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,2,3,-1,5,"검찰 수사에 공급 확대까지…석화업계 하반기 '첩첩산중' | 벼랑 끝 석화업계, 구조조정 중 담합 수사까지… ""숨통 조인다"" | 전력망엔 돈, 화학엔 칼…에너지·화학 ‘지원과 규율’ 한주",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
043260,성호전자,[첨부정정]주요사항보고서(전환사채권발행결정),convertible_bond,20260813,negative,-60,C,Convertible bonds may create future dilution risk.,5,0,1,-1,5,"[코스피·코스닥, 한국금융지주 삼성생명 LG 이마트 스타벅스 차바이오... | 8월 14일 개장 전 주요 공시 | 코스피·코스닥 전 거래일(13일) 주요공시... 모아데이타, 20억원 제3자배...",,,,No next trading day price data available yet.,pending
