collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-23 22:43:38,Sherwood Snacks,1,🌐 Social Reckoning,https://sherwood.news/snacks/newsletters/social-reckoning/,ai_semiconductor,17,1,5,19,4570
2026-08-23 22:43:38,Sherwood Snacks,2,📱 Interminably online,https://sherwood.news/snacks/newsletters/interminably-online/,ai_semiconductor,16,2,0,22,5030
2026-08-23 22:43:38,Sherwood Snacks,3,🏡 Home Depot’s housing hack,https://sherwood.news/snacks/newsletters/home-depots-housing-hack/,ai_semiconductor,16,0,0,29,4582
