stock_code,candidate_date,candidate_action,prediction_direction,price_candidate_score,price_score_base,supplementary_score,signal_label,close,return_1d,return_5d,return_20d,volume_ratio_20d,volatility_20d,price_source,corp_name,event_type,social_attention_label,social_risk_label,source_file
263800,2026-07-10,BUY_CANDIDATE,positive,103.0,103.0,0,price_momentum,7300.0,-0.0544,0.5499,0.6497,14.5944,0.0991,pykrx,,,,,data/raw/price_263800_20260314_20260712.csv
189330,2026-07-10,BUY_CANDIDATE,positive,101.27,101.27,0,price_momentum,12230.0,-0.0685,0.2304,0.4171,2.7116,0.1019,pykrx,,,,,data/raw/price_189330_20260314_20260712.csv
000760,2026-07-10,BUY_CANDIDATE,positive,97.86,97.86,0,strong_price_momentum,13840.0,0.1063,0.164,0.1002,1.0859,0.0467,pykrx,,,,,data/raw/price_000760_20260314_20260712.csv
008930,2026-07-10,BUY_CANDIDATE,positive,89.05,89.05,0,price_momentum,33400.0,0.0293,0.0503,0.1096,2.4851,0.0437,pykrx,,,,,data/raw/price_008930_20260314_20260712.csv
036630,2026-07-10,BUY_CANDIDATE,positive,83.0,83.0,0,price_momentum,9160.0,-0.0129,0.4656,-0.2062,4.0258,0.0969,pykrx,,,,,data/raw/price_036630_20260314_20260712.csv
010960,2026-07-10,BUY_CANDIDATE,positive,82.56,82.56,0,price_momentum,4285.0,0.0793,0.1306,0.3225,1.2494,0.097,pykrx,,,,,data/raw/price_010960_20260314_20260712.csv
058730,2026-07-10,BUY_CANDIDATE,positive,82.13,83.13,-1,price_momentum,5030.0,0.0141,0.4517,0.9053,1.0213,0.1504,pykrx,다스코,supply_contract,medium_attention,risk_noise_detected,data/raw/price_058730_20260314_20260712.csv
109070,2026-07-10,BUY_CANDIDATE,positive,80.39,87.39,-7,price_momentum,1680.0,0.2174,0.1074,0.12,6.1283,0.0735,pykrx,주성코퍼레이션,convertible_bond,low_attention,risk_noise_detected,data/raw/price_109070_20260314_20260712.csv
012160,2026-07-10,WATCHLIST,neutral_positive,72.97,72.97,0,price_momentum,1969.0,-0.0035,0.3459,0.0473,0.5789,0.0787,pykrx,,,,,data/raw/price_012160_20260314_20260712.csv
088790,2026-07-10,WATCHLIST,neutral_positive,69.74,69.74,0,price_momentum,2600.0,0.0526,0.0879,-0.0076,0.8507,0.0377,pykrx,,,,,data/raw/price_088790_20260314_20260712.csv
368970,2026-07-10,WATCHLIST,neutral_positive,65.61,65.61,0,price_momentum,2265.0,0.0203,0.0067,0.137,1.0147,0.0916,pykrx,,,,,data/raw/price_368970_20260314_20260712.csv
006730,2026-07-10,WATCHLIST,neutral_positive,63.17,63.17,0,price_momentum,10790.0,0.0476,0.0558,-0.0323,0.768,0.054,pykrx,,,,,data/raw/price_006730_20260314_20260712.csv
288980,2026-07-10,WATCHLIST,neutral_positive,62.04,62.04,0,price_momentum,967.0,0.0168,0.0104,0.0877,0.5943,0.0695,pykrx,,,,,data/raw/price_288980_20260314_20260712.csv
038530,2026-07-10,HOLD,neutral,58.81,58.81,0,price_momentum,857.0,0.0325,0.0464,-0.0675,0.4609,0.0522,pykrx,,,,,data/raw/price_038530_20260314_20260712.csv
013520,2026-07-10,HOLD,neutral,56.95,56.95,0,neutral,2595.0,-0.0095,-0.0114,0.0527,1.0627,0.0292,pykrx,,,,,data/raw/price_013520_20260314_20260712.csv
290720,2026-07-10,HOLD,neutral,55.63,62.63,-7,price_momentum,3170.0,0.0112,0.062,-0.0676,1.0867,0.0671,pykrx,푸드나무,paid_in_capital_increase,low_attention,risk_noise_detected,data/raw/price_290720_20260314_20260712.csv
025950,2026-07-10,HOLD,neutral,54.86,48.86,6,neutral,13670.0,0.0388,-0.0353,0.1159,0.4327,0.1046,pykrx,동신건설,supply_contract,high_attention,no_risk_noise,data/raw/price_025950_20260314_20260712.csv
007980,2026-07-10,HOLD,neutral,54.41,54.41,0,neutral,1736.0,0.0458,0.0122,-0.0334,0.8708,0.0236,pykrx,,,,,data/raw/price_007980_20260314_20260712.csv
065770,2026-07-10,HOLD,neutral,51.76,51.76,0,neutral,1815.0,0.202,-0.031,0.0639,1.2776,0.1003,pykrx,,,,,data/raw/price_065770_20260314_20260712.csv
091590,2026-07-10,HOLD,neutral,51.33,51.33,0,neutral,8910.0,0.0045,-0.0621,1.5099,0.5901,0.1638,pykrx,,,,,data/raw/price_091590_20260314_20260712.csv
253450,2026-07-10,HOLD,neutral,51.05,51.05,0,neutral,22400.0,0.0252,0.0275,-0.1111,0.9532,0.0386,pykrx,,,,,data/raw/price_253450_20260314_20260712.csv
468530,2026-07-10,HOLD,neutral,50.9,50.9,0,neutral,26550.0,0.1346,0.0,-0.2237,2.8168,0.0801,pykrx,프로티나,investment_decision,medium_attention,no_risk_noise,data/raw/price_468530_20260314_20260712.csv
419540,2026-07-10,HOLD,neutral,50.84,50.84,0,neutral,3160.0,0.0194,-0.0439,0.1639,0.0838,0.0547,pykrx,,,,,data/raw/price_419540_20260314_20260712.csv
024720,2026-07-10,HOLD,neutral,50.82,50.82,0,neutral,8390.0,0.0072,-0.0267,0.0219,0.6343,0.0341,pykrx,,,,,data/raw/price_024720_20260314_20260712.csv
223220,2026-07-10,HOLD,neutral,49.9,56.9,-7,neutral,413.0,-0.0549,0.0248,0.244,0.0698,0.1039,pykrx,로지스몬,lawsuit,medium_attention,risk_noise_detected,data/raw/price_223220_20260314_20260712.csv
101970,2026-07-10,HOLD,neutral,48.5,48.5,0,neutral,10150.0,-0.0165,-0.097,0.1789,0.5827,0.0624,pykrx,,,,,data/raw/price_101970_20260314_20260712.csv
241840,2026-07-10,HOLD,neutral,48.36,45.36,3,neutral,2515.0,0.0457,0.0203,-0.1887,1.0487,0.0553,pykrx,에이스토리,supply_contract,medium_attention,no_risk_noise,data/raw/price_241840_20260314_20260712.csv
276730,2026-07-10,HOLD,neutral,48.25,52.25,-4,neutral,19320.0,-0.0321,-0.0364,0.2932,0.2746,0.0776,pykrx,한울앤제주,paid_in_capital_increase,high_attention,risk_noise_detected,data/raw/price_276730_20260314_20260712.csv
142760,2026-07-10,HOLD,neutral,47.36,47.36,0,neutral,387.0,-0.0252,0.0348,-0.43,1.168,0.0513,pykrx,,,,,data/raw/price_142760_20260314_20260712.csv
018260,2026-07-10,HOLD,neutral,46.42,46.42,0,neutral,199600.0,0.06,0.0215,-0.1578,0.6656,0.0383,pykrx,,,,,data/raw/price_018260_20260314_20260712.csv
003070,2026-07-10,HOLD,neutral,45.16,42.16,3,neutral,9530.0,0.0415,-0.0276,0.0269,0.5432,0.0368,pykrx,코오롱글로벌,supply_contract,medium_attention,no_risk_noise,data/raw/price_003070_20260314_20260712.csv
001470,2026-07-10,HOLD,neutral,44.0,44.0,0,neutral,347.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_001470_20260314_20260712.csv
023440,2026-07-10,HOLD,neutral,44.0,44.0,0,neutral,521.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_023440_20260314_20260712.csv
068240,2026-07-10,HOLD,neutral,44.0,44.0,0,neutral,2530.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_068240_20260314_20260712.csv
