collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-11 23:08:37,Sherwood Snacks,1,🖥️ The Myspace revival,https://sherwood.news/snacks/newsletters/the-myspace-revival/,ai_semiconductor,8,1,0,11,3774
2026-08-11 23:08:37,Sherwood Snacks,2,💊 Novo pops a pill,https://sherwood.news/snacks/newsletters/novo-pops-a-pill/,bio_healthcare,12,1,2,15,3935
2026-08-11 23:08:38,Sherwood Snacks,3,"🛻 If you haven’t looked at Ford lately, look again",https://sherwood.news/snacks/newsletters/if-you-havent-looked-at-ford-lately-look-again/,ev_battery,16,2,0,26,5115
