collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-07-20 14:08:06,Sherwood Snacks,1,🎮 Doing GameStop's Bidding,https://sherwood.news/snacks/newsletters/doing-gamestops-bidding/,ai_semiconductor,12,4,0,21,3909
2026-07-20 14:08:07,Sherwood Snacks,2,✴️ claude how do i write an ipo,https://sherwood.news/snacks/newsletters/claude-how-do-i-write-an-ipo/,ai_semiconductor,34,0,0,35,4199
2026-07-20 14:08:08,Sherwood Snacks,3,🔵 They Big Blew It,https://sherwood.news/snacks/newsletters/they-big-blew-it/,ai_semiconductor,18,3,1,23,4276
