source_provider,query,provider_mix,news_count,unique_source_count,positive_keyword_count,negative_keyword_count,risk_keyword_count,rumor_noise_keyword_count,attention_keyword_count,news_attention_score,rumor_noise_score,news_risk_score,top_titles
google_news_rss,001060,google_news_rss,5,1,0,2,2,1,1,7,2,6,"[실적속보]JW중외제약, 3년 중 최고 매출 달성, 영업이익은 전년동기 대비 34%↑ (연결) - 씽크풀 AI | JW중외제약, 애프터마켓서 10%대 급등 - 연합뉴스 | JW중외제약, 실적·통풍 신약 ‘쌍끌이’…삼성바이오 노사는 사후조정 합의 [바이오 주간 결산] - 팜이데일리"
google_news_rss,003100,google_news_rss,5,1,2,2,2,0,1,7,0,6,"[장중수급포착] 선광, 외국인 14일 연속 순매수행진... 주가 +1.30% - 씽크풀 AI | 선광, 심충식 보유주식 62만925주 블록딜 계약…최대주주 화인파트너스로 변경 예정 - 디지털투데이 | 한진, 컨소시엄 통해 인천신항 1-2단계 운영사 협약 체결 - v.daum.net"
google_news_rss,004380,google_news_rss,5,1,1,3,2,0,0,6,0,7,"[실적속보]삼익THK, 영업이익 6분기 연속 감소, 매출액은 전년동기 대비 -19%↓ (연결) - 씽크풀 AI | 삼익THK, 최대주주등 보통주 7500주 장내매수로 소유주식 7500주 증가 - 디지털투데이 | 삼익THK(004380) - 매일경제 마켓"
google_news_rss,004990,google_news_rss,5,1,2,2,2,0,0,7,0,6,"[바이오스냅] 지씨셀, 손주희 사업개발실장 영입 - 매일경제 마켓 | 신동빈 회장, 상반기 롯데지주서 보수 32.6억 수령…전년比 24.9%↑ - 네이트 | 1분기 실적 개선한 롯데…바이오·소재 신사업 드라이브 - kbthink.com"
google_news_rss,005960,google_news_rss,5,1,1,2,2,0,0,6,0,6,"동부건설, 상반기 순이익 391억 원…전년比 267% 급증 - 서울경제 | 동부건설(005960) - 씽크풀 AI | [MK 골든크로스 돌파종목 : SNT에너지(100840) & 동부건설(005960)] - 매일경제 마켓"
google_news_rss,007980,google_news_rss,5,1,1,2,2,0,0,6,0,6,"TP, 섬유,의류,신발,호화품주 고ROE+저PER+저PBR 1위 - 버핏연구소 | 박성흠 전무, TP 주식회사 주식 1691주 증가 - 디지털투데이 | TP (007980) - 씽크풀 AI"
google_news_rss,0126Z0,google_news_rss,5,1,2,2,2,1,1,9,2,6,MSCI한국지수에 LG이노텍 편입…HLB·LG디플 등 4개 퇴출 [코주부] - 서울경제 | 삼성에피스홀딩스 2분기 영업이익 587억원 - 연합뉴스 | [생생한 주식쇼 생쇼] 삼성에피스홀딩스 (0126Z0) - 매일경제TV
google_news_rss,017810,google_news_rss,5,1,2,2,2,0,0,7,0,6,"[실적속보]풀무원, 3년 중 최고 매출 달성, 영업이익은 전년동기 대비 26%↑ (연결) - 씽크풀 AI | 풀무원, 2분기 영업익 246억원…전년比 26% 증가(1보) - v.daum.net | 풀무원, 희망퇴직 단행…5년차 이상 대상 - 서울경제"
google_news_rss,018260,google_news_rss,5,1,0,1,1,0,0,5,0,3,"삼성에스디에스(018260)밀릴때마다 물량 모아둘 기회로 보이며, 이후 전망 및 대응전략. - 씽크풀 AI | 삼성SDS 브리티웍스, 중앙부처 9곳 도입 - NSP통신 | [실적발표] 삼성에스디에스(018260) 2Q26 - 네이버 프리미엄콘텐츠"
google_news_rss,019570,google_news_rss,5,1,2,2,1,3,3,13,6,4,"특징주, 플루토스-창투사 테마 상승세에 17.24% ↑ - 매일경제 마켓 | [거래량 상위 종목] 플루토스, 전일비 29.82% ↑... 현재가 431원 - 버핏연구소 | [공시속보] 플루토스, 투자경고종목 지정→주가 급등에 시장 경계 강화 - topstarnews.net"
