collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-24 22:51:45,Sherwood Snacks,1,🛒 America’s K-shaped shopping spree,https://sherwood.news/snacks/newsletters/americas-k-shaped-shopping-spree/,consumer_retail,14,2,4,24,5262
2026-08-24 22:51:45,Sherwood Snacks,2,🌐 Social Reckoning,https://sherwood.news/snacks/newsletters/social-reckoning/,ai_semiconductor,17,1,5,19,4570
2026-08-24 22:51:45,Sherwood Snacks,3,📱 Interminably online,https://sherwood.news/snacks/newsletters/interminably-online/,ai_semiconductor,16,2,0,22,5030
