collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-07-12 23:10:59,Sherwood Snacks,1,"👋 Hi, Hynix!",https://sherwood.news/snacks/newsletters/hi-hynix/,ai_semiconductor,24,5,0,28,4324
2026-07-12 23:10:59,Sherwood Snacks,2,"💥 Ceasefire ceases, fire increases",https://sherwood.news/snacks/newsletters/ceasefire-ceases-fire-increases/,ai_semiconductor,17,3,0,31,3727
2026-07-12 23:10:59,Sherwood Snacks,3,🚀 Nasdaq Joins Team Rocket,https://sherwood.news/snacks/newsletters/nasdaq-joins-team-rocket/,ai_semiconductor,11,0,0,17,3699
