stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,v3_momentum_quality_score,v3_volume_quality_score,v3_liquidity_quality_score,v3_stability_score,v3_overextension_penalty,v3_reversal_penalty,v3_noise_penalty,v3_final_score,final_price_signal_score_v3,experimental_score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason,v3_rank,v3_selected_pick,v3_selection_reason
010130,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,74.13,74.13,74.13,111.15,111.15,0,79.0,4.21,3,7.52,4.29,0.27,0.0,0.0,0,0,74.13,v2_conservative_ranker,45.94,5.0,6,0.59,13.23,2.83,0.0,41.47,41.47,v3_stability_ranker,strong_price_momentum,1344000.0,0.0865,0.1237,0.2502,1236600.0,1130800.0,1.8424,0.0627,pykrx,,,,,,,,,data/raw/price_010130_20260426_20260824.csv,1,True,Top 20 by conservative v2 price signal score,159,False,Broad evaluation pool candidate
000760,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,73.25,73.25,73.25,120.21,120.21,0,78.22,0.0,3,4.97,0.0,0.0,3.0,0.0,0,0,73.25,v2_conservative_ranker,53.0,-7.34,4,7.79,2.75,7.55,4.5,42.64,42.64,v3_stability_ranker,strong_price_momentum,14340.0,0.0243,0.149,0.149,13468.0,12936.5,5.0213,0.0414,pykrx,,,,,,3,1,1,data/raw/price_000760_20260426_20260824.csv,2,True,Top 20 by conservative v2 price signal score,151,False,Broad evaluation pool candidate
084870,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,70.09,70.09,70.09,93.32,93.32,0,71.0,3.01,3,3.92,0.0,0.0,6.0,0.0,0,3,70.09,v2_conservative_ranker,49.95,8.0,6,9.09,0.84,0.0,9.0,63.21,63.21,v3_stability_ranker,price_momentum,2370.0,-0.0084,0.0897,0.25,2254.0,2097.65,1.6029,0.0327,pykrx,,,,,,6,2,2,data/raw/price_084870_20260426_20260824.csv,3,True,Top 20 by conservative v2 price signal score,12,True,Experimental Top 20 by stability-first v3 score
036630,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,67.27,67.27,67.27,104.22,104.22,0,71.0,3.0,3,3.73,0.0,0.0,6.0,0.0,0,0,67.27,v2_conservative_ranker,48.86,-0.47,4,9.34,6.52,4.79,9.0,41.41,41.41,v3_stability_ranker,price_momentum,8320.0,0.0348,0.162,0.1785,7864.0,7236.0,2.5676,0.0311,pykrx,,,,,,6,2,2,data/raw/price_036630_20260426_20260824.csv,4,True,Top 20 by conservative v2 price signal score,161,False,Broad evaluation pool candidate
368970,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,66.46,66.46,66.46,89.16,89.16,0,67.97,1.43,3,2.94,0.0,0.0,6.0,0.0,0,3,66.46,v2_conservative_ranker,57.0,8.0,6,13.32,0.0,0.0,9.0,75.33,75.33,v3_stability_ranker,strong_price_momentum,2400.0,0.0021,0.048,0.0619,2351.0,2288.0,1.2858,0.0245,pykrx,,,,,,6,2,2,data/raw/price_368970_20260426_20260824.csv,5,True,Top 20 by conservative v2 price signal score,1,True,Experimental Top 20 by stability-first v3 score
017810,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,65.44,65.44,65.44,85.95,85.95,0,62.74,3.11,3,3.41,0.0,0.0,0.0,0.0,0,0,65.44,v2_conservative_ranker,49.0,8.0,6,8.74,0.46,0.0,0.0,71.28,71.28,v3_stability_ranker,strong_price_momentum,9670.0,0.0477,-0.0133,0.0877,9314.0,9129.0,1.6227,0.0284,pykrx,,,,,,,,,data/raw/price_017810_20260426_20260824.csv,6,True,Top 20 by conservative v2 price signal score,4,True,Experimental Top 20 by stability-first v3 score
013720,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,65.09,65.09,65.09,86.71,86.71,0,73.12,-2.0,2,7.66,0.0,0.38,0.0,0.0,0,0,65.09,v2_conservative_ranker,57.0,-3.0,1,4.43,0.0,3.01,0.0,56.42,56.42,v3_stability_ranker,strong_price_momentum,2450.0,0.0316,0.0629,0.1667,2344.0,2203.55,0.4107,0.0638,pykrx,,,,,,,,,data/raw/price_013720_20260426_20260824.csv,7,True,Top 20 by conservative v2 price signal score,36,False,Broad evaluation pool candidate
229000,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,64.72,64.72,64.72,91.85,91.85,0,65.26,3.0,3,5.35,1.19,0.0,0.0,0.0,0,0,64.72,v2_conservative_ranker,57.0,-1.57,4,3.31,5.93,7.45,0.0,49.35,49.35,v3_stability_ranker,price_momentum,1866.0,0.0799,0.0292,0.1526,1781.6,1678.2,2.9602,0.0446,pykrx,,,,,,,,,data/raw/price_229000_20260426_20260824.csv,8,True,Top 20 by conservative v2 price signal score,104,False,Broad evaluation pool candidate
115480,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,63.71,63.71,63.71,103.21,103.21,0,71.0,6.68,3,4.57,6.4,0.0,6.0,0.0,0,0,63.71,v2_conservative_ranker,35.56,5.0,4,8.29,18.58,3.03,13.5,17.74,17.74,v3_stability_ranker,price_momentum,2345.0,0.0285,0.2169,0.3189,2244.0,1942.2,2.336,0.0381,pykrx,,,,,,9,3,3,data/raw/price_115480_20260426_20260824.csv,9,True,Top 20 by conservative v2 price signal score,290,False,Broad evaluation pool candidate
000950,2026-08-24,2026-08-24,2026-08-24,2026-08-24,WATCHLIST,neutral_positive,62.32,62.32,62.32,82.71,82.71,0,67.0,0.0,3,3.68,0.0,0.0,4.0,0.0,0,0,62.32,v2_conservative_ranker,47.76,8.0,6,9.39,2.72,0.0,6.1,62.34,62.34,v3_stability_ranker,price_momentum,34850.0,-0.0141,0.0925,0.3126,34480.0,30765.0,1.089,0.0307,pykrx,,,,,,4,2,1,data/raw/price_000950_20260426_20260824.csv,10,True,Top 20 by conservative v2 price signal score,17,True,Experimental Top 20 by stability-first v3 score
