stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
351320,2026-08-24,1575.0,0.2995,0.3743,0.0,1237.6,1029.6,9.3186,0.0885,5,strong_price_momentum,unknown,data/raw/price_351320_20260725_20260824.csv
128940,2026-08-24,540000.0,0.2996,0.3551,0.3776,427000.0,388375.0,4.813,0.0818,5,strong_price_momentum,pykrx,data/raw/price_128940_20260426_20260824.csv
008930,2026-08-24,56500.0,0.257,0.2754,0.6329,47090.0,41870.0,9.9124,0.0639,5,strong_price_momentum,pykrx,data/raw/price_008930_20260426_20260824.csv
000760,2026-08-24,14340.0,0.0243,0.149,0.149,13468.0,12936.5,5.0213,0.0414,5,strong_price_momentum,pykrx,data/raw/price_000760_20260426_20260824.csv
010130,2026-08-24,1344000.0,0.0865,0.1237,0.2502,1236600.0,1130800.0,1.8424,0.0627,5,strong_price_momentum,pykrx,data/raw/price_010130_20260426_20260824.csv
192820,2026-08-24,286000.0,0.0554,0.1556,0.6031,260500.0,218880.0,1.3581,0.0495,4,strong_price_momentum,pykrx,data/raw/price_192820_20260426_20260824.csv
013720,2026-08-24,2450.0,0.0316,0.0629,0.1667,2344.0,2203.55,0.4107,0.0638,4,strong_price_momentum,pykrx,data/raw/price_013720_20260426_20260824.csv
368970,2026-08-24,2400.0,0.0021,0.048,0.0619,2351.0,2288.0,1.2858,0.0245,4,strong_price_momentum,pykrx,data/raw/price_368970_20260426_20260824.csv
017810,2026-08-24,9670.0,0.0477,-0.0133,0.0877,9314.0,9129.0,1.6227,0.0284,4,strong_price_momentum,pykrx,data/raw/price_017810_20260426_20260824.csv
950220,2026-08-24,3050.0,0.0702,0.8816,1.3444,2292.2,1632.35,15.555,0.0965,3,price_momentum,pykrx,data/raw/price_950220_20260426_20260824.csv
290560,2026-08-24,1344.0,-0.0132,0.2911,0.2861,1147.0,1006.4,8.6938,0.1077,3,price_momentum,pykrx,data/raw/price_290560_20260426_20260824.csv
115480,2026-08-24,2345.0,0.0285,0.2169,0.3189,2244.0,1942.2,2.336,0.0381,3,price_momentum,pykrx,data/raw/price_115480_20260426_20260824.csv
900300,2026-08-24,3385.0,0.0529,0.1898,0.9343,2878.0,2275.95,6.7191,0.1294,3,price_momentum,pykrx,data/raw/price_900300_20260426_20260824.csv
036630,2026-08-24,8320.0,0.0348,0.162,0.1785,7864.0,7236.0,2.5676,0.0311,3,price_momentum,pykrx,data/raw/price_036630_20260426_20260824.csv
302430,2026-08-24,6310.0,-0.0511,0.1369,0.1707,5672.0,5212.0,6.2842,0.0854,3,price_momentum,pykrx,data/raw/price_302430_20260426_20260824.csv
900120,2026-08-24,1040.0,0.1304,0.097,-0.1096,942.6,915.25,2.0981,0.0731,3,price_momentum,pykrx,data/raw/price_900120_20260426_20260824.csv
084870,2026-08-24,2370.0,-0.0084,0.0897,0.25,2254.0,2097.65,1.6029,0.0327,3,price_momentum,pykrx,data/raw/price_084870_20260426_20260824.csv
229000,2026-08-24,1866.0,0.0799,0.0292,0.1526,1781.6,1678.2,2.9602,0.0446,3,price_momentum,pykrx,data/raw/price_229000_20260426_20260824.csv
352940,2026-08-24,2025.0,-0.0264,0.005,0.005,2049.0,2015.3,1.9302,0.0109,3,price_momentum,pykrx,data/raw/price_352940_20260426_20260824.csv
307870,2026-08-24,990.0,0.0,0.0041,0.2058,1010.6,918.1,4.7325,0.0501,3,price_momentum,pykrx,data/raw/price_307870_20260426_20260824.csv
252500,2026-08-24,499.0,0.0,0.0,-0.0196,499.0,482.9,0.0,0.0282,3,price_momentum,pykrx,data/raw/price_252500_20260426_20260824.csv
341170,2026-08-24,496.0,0.0,0.0,0.2751,496.0,441.85,0.0,0.064,3,price_momentum,pykrx,data/raw/price_341170_20260426_20260824.csv
363280,2026-08-24,1915.0,-0.0093,-0.0052,0.0586,1926.8,1852.85,0.4699,0.0144,3,price_momentum,pykrx,data/raw/price_363280_20260426_20260824.csv
025980,2026-08-24,5100.0,-0.0744,0.2911,0.3973,5136.0,4102.25,0.8464,0.0611,2,price_momentum,pykrx,data/raw/price_025980_20260426_20260824.csv
