collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-03 23:23:59,Sherwood Snacks,1,💫 Orbital maneuvering,https://sherwood.news/snacks/newsletters/orbital-maneuvering/,ev_battery,19,2,0,18,6000
2026-08-03 23:23:59,Sherwood Snacks,2,🫘 Still bean counting,https://sherwood.news/snacks/newsletters/still-bean-counting/,ai_semiconductor,14,4,1,18,4742
2026-08-03 23:24:00,Sherwood Snacks,3,📦 The Colonel’s bow-tie and Amazon’s forgotten business,https://sherwood.news/snacks/newsletters/the-colonels-bow-tie-and-amazons-forgotten-business/,ai_semiconductor,18,1,0,25,4662
