stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
024720,2026-08-11,10040.0,0.0,0.0761,0.1729,9798.0,8933.0,2.1786,0.0238,5,strong_price_momentum,pykrx,data/raw/price_024720_20260413_20260811.csv
115480,2026-08-11,1947.0,0.0204,0.057,0.1019,1898.8,1799.05,1.6469,0.0181,5,strong_price_momentum,pykrx,data/raw/price_115480_20260413_20260811.csv
134790,2026-08-11,19770.0,0.0318,0.0113,0.0345,19370.0,19319.0,1.6601,0.0134,5,strong_price_momentum,pykrx,data/raw/price_134790_20260413_20260811.csv
047040,2026-08-11,17220.0,0.0112,0.1329,0.0756,16752.0,15017.0,0.8803,0.0711,4,strong_price_momentum,pykrx,data/raw/price_047040_20260413_20260811.csv
112610,2026-08-11,44750.0,-0.0143,0.123,0.0809,43450.0,40297.5,0.5577,0.0482,4,strong_price_momentum,pykrx,data/raw/price_112610_20260413_20260811.csv
007980,2026-08-11,1870.0,0.0043,0.1171,0.0841,1799.4,1700.3,1.204,0.0223,4,strong_price_momentum,pykrx,data/raw/price_007980_20260413_20260811.csv
064400,2026-08-11,75700.0,0.0285,0.1116,0.11,73460.0,66465.0,0.8975,0.0514,4,strong_price_momentum,pykrx,data/raw/price_064400_20260413_20260811.csv
229000,2026-08-11,1808.0,0.0542,0.0991,0.1487,1705.6,1588.85,1.0474,0.0455,4,strong_price_momentum,pykrx,data/raw/price_229000_20260413_20260811.csv
005960,2026-08-11,7220.0,0.0155,0.0973,0.0256,6998.0,6578.0,0.5501,0.0402,4,strong_price_momentum,pykrx,data/raw/price_005960_20260413_20260811.csv
403550,2026-08-11,11190.0,0.0266,0.0885,0.1025,10738.0,10009.0,0.471,0.0286,4,strong_price_momentum,pykrx,data/raw/price_403550_20260413_20260811.csv
018260,2026-08-11,238500.0,0.0719,0.0866,0.2539,229100.0,209020.0,0.9768,0.0484,4,strong_price_momentum,pykrx,data/raw/price_018260_20260413_20260811.csv
