stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason
134790,2026-07-27,2026-07-27,2026-07-27,2026-07-27,BUY_CANDIDATE,positive,78.04,78.04,78.04,104.22,104.22,0,73.23,3.6,3,2.8,0.0,0.0,2.0,0.0,0,3,78.04,v2_conservative_ranker,strong_price_momentum,19700.0,0.0202,0.0223,0.2005,19436.0,19122.0,1.7208,0.0233,pykrx,,,,,,2,2,0,data/raw/price_134790_20260329_20260727.csv,1,True,Top 20 by conservative v2 price signal score
114450,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,73.59,73.59,73.59,101.05,101.05,0,71.0,6.37,3,4.54,0.24,0.0,2.0,0.0,0,0,73.59,v2_conservative_ranker,price_momentum,2205.0,0.0525,0.1319,0.2768,2053.8,1910.65,2.2732,0.0378,pykrx,,,,,,2,2,0,data/raw/price_114450_20260329_20260727.csv,2,True,Top 20 by conservative v2 price signal score
008930,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,70.09,70.09,70.09,94.26,94.26,0,75.0,-2.0,2,4.45,0.46,0.0,1.0,0.0,0,1,70.09,v2_conservative_ranker,strong_price_momentum,35500.0,0.026,0.0923,0.3602,34140.0,32487.5,0.4565,0.0371,pykrx,,,,,,1,1,0,data/raw/price_008930_20260329_20260727.csv,3,True,Top 20 by conservative v2 price signal score
018260,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,69.57,69.57,69.57,95.29,95.29,0,70.09,3.07,3,5.59,0.0,0.0,2.0,0.0,0,1,69.57,v2_conservative_ranker,price_momentum,217500.0,0.0382,0.1706,0.1453,206500.0,198220.0,1.6148,0.0466,pykrx,,,,,,2,2,0,data/raw/price_018260_20260329_20260727.csv,4,True,Top 20 by conservative v2 price signal score
340570,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,68.05,68.05,68.05,103.69,103.69,0,71.0,3.0,3,5.33,1.62,0.0,2.0,0.0,0,0,68.05,v2_conservative_ranker,price_momentum,60300.0,0.071,0.1988,0.1824,55200.0,53600.0,2.6676,0.0444,pykrx,,,,,,2,2,0,data/raw/price_340570_20260329_20260727.csv,5,True,Top 20 by conservative v2 price signal score
340810,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,68.02,68.02,68.02,94.95,94.95,0,71.0,4.63,3,6.61,0.0,0.0,4.0,0.0,0,0,68.02,v2_conservative_ranker,price_momentum,2570.0,0.0447,0.1223,0.1735,2494.0,2401.5,1.9265,0.0551,pykrx,,,,,,4,4,0,data/raw/price_340810_20260329_20260727.csv,6,True,Top 20 by conservative v2 price signal score
018470,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,67.05,67.05,67.05,75.9,75.9,0,61.37,4.16,3,4.48,0.0,0.0,0.0,0.0,0,3,67.05,v2_conservative_ranker,price_momentum,960.0,0.0503,0.0811,0.0105,923.0,924.75,1.8321,0.0373,pykrx,,,,,,,,,data/raw/price_018470_20260329_20260727.csv,7,True,Top 20 by conservative v2 price signal score
005710,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,65.57,65.57,65.57,86.43,86.43,0,69.27,-2.0,2,2.7,0.0,0.0,1.0,0.0,0,0,65.57,v2_conservative_ranker,strong_price_momentum,10890.0,0.0,0.0542,0.0814,10798.0,10561.5,0.5324,0.0225,pykrx,,,,,,1,1,0,data/raw/price_005710_20260329_20260727.csv,8,True,Top 20 by conservative v2 price signal score
017670,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,63.45,63.45,63.45,99.95,99.95,0,67.82,3.0,3,4.37,0.0,4.0,2.0,0.0,0,0,63.45,v2_conservative_ranker,price_momentum,97900.0,-0.021,0.1558,0.0806,95320.0,88870.0,2.7596,0.0364,pykrx,,,,,,2,2,0,data/raw/price_017670_20260329_20260727.csv,9,True,Top 20 by conservative v2 price signal score
059270,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,63.43,63.43,63.43,71.93,71.93,0,59.69,3.06,3,5.33,0.0,0.0,0.0,0.0,0,3,63.43,v2_conservative_ranker,price_momentum,5420.0,0.0226,0.0669,0.0,5454.0,5718.5,1.6128,0.0444,unknown,해성에어로보틱스,해성에어로보틱스,major_shareholder_change,,,,,,data/raw/price_059270_20260627_20260727.csv,10,True,Top 20 by conservative v2 price signal score
038680,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,62.14,62.14,62.14,77.85,77.85,0,67.0,-2.0,2,3.86,0.0,0.0,2.0,0.0,0,1,62.14,v2_conservative_ranker,price_momentum,3570.0,0.0229,0.0818,0.2417,3489.0,3268.75,0.4813,0.0322,pykrx,,,,,,2,2,0,data/raw/price_038680_20260329_20260727.csv,11,True,Top 20 by conservative v2 price signal score
236810,2026-07-27,2026-07-27,2026-07-27,2026-07-27,WATCHLIST,neutral_positive,61.08,61.08,61.08,84.65,84.65,0,67.0,0.62,3,7.2,0.34,0.0,2.0,0.0,0,0,61.08,v2_conservative_ranker,price_momentum,1149.0,0.0728,0.1444,0.1894,1073.2,1047.9,1.1234,0.06,pykrx,,,,,,2,2,0,data/raw/price_236810_20260329_20260727.csv,12,True,Top 20 by conservative v2 price signal score
