stock_code,corp_name,report_nm,event_type,event_date,prediction_direction,event_score,initial_confidence,score_reason,news_count,positive_keyword_count,negative_keyword_count,news_sentiment_score,news_attention_score,top_news_titles,next_trade_date,next_open_return,next_close_return,note,prediction_result
042370,비츠로테크,단일판매ㆍ공급계약체결(자회사의 주요경영사항)              ,supply_contract,20260806,positive,70,C,Supply contract disclosures may indicate future revenue growth.,5,5,2,3,5,"비츠로테크 주가, 8월 6일 장중 8,820원 0.90% 하락 | K-방산 수주 모멘텀 재점화… 대한광통신·에이스테크 통신·부품주 휘... | 철도 전력 망의 '핵심 심장'… 선도전기, 수배전반·전력 변환 기술력으...",,,,No next trading day price data available yet.,pending
163730,핑거,주요사항보고서(유상증자결정),paid_in_capital_increase,20260806,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,5,1,4,5,"핑거, 피지컬AI '미켈로로보틱스' 인수 | 8월 6일 주식시장 주요공시 | 핑거, 미켈로로보틱스 지분 79% 인수…피지컬 AI 사업 진출",,,,No next trading day price data available yet.,pending
064800,포니링크,소송등의제기ㆍ신청(경영권분쟁소송)              (주주명부열람등사 가처분신청),lawsuit,20260806,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,0,2,-2,5,"8월 6일 주식시장 주요공시 | ‘그랜드 민트 페스티벌 2026’ 2차 라인업···십란(십센치×소란)’, ... | ‘그랜드 민트 페스티벌’ 2차 라인업…십란·볼빨간사춘기 합류",,,,No next trading day price data available yet.,pending
457600,벡트,최대주주변경을수반하는주식양수도계약체결              ,major_shareholder_change,20260806,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [52주] 신고가 6개, 신저가 없어 ... 시장 반등세",,,,No next trading day price data available yet.,pending
457600,벡트,최대주주변경을수반하는주식양수도계약체결              ,major_shareholder_change,20260806,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [52주] 신고가 6개, 신저가 없어 ... 시장 반등세",,,,No next trading day price data available yet.,pending
488900,비츠로넥스텍,단일판매ㆍ공급계약체결              ,supply_contract,20260806,positive,70,C,Supply contract disclosures may indicate future revenue growth.,5,6,0,6,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | 비츠로넥스텍, 한화에어로스페이스와 한국형발사체 고도화 엔진 컴포넌...",,,,No next trading day price data available yet.,pending
009190,대양금속,투자판단관련주요경영사항              ,investment_decision,20260806,volatile,30,C,Investment decisions can be positive or negative depending on scale and funding source.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [속보] 대양금속, 최대주주 지분 4.80% 크라우드웍스에 매각…공동경영...",,,,No next trading day price data available yet.,pending
009190,대양금속,투자판단관련주요경영사항              ,investment_decision,20260806,volatile,30,C,Investment decisions can be positive or negative depending on scale and funding source.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [속보] 대양금속, 최대주주 지분 4.80% 크라우드웍스에 매각…공동경영...",,,,No next trading day price data available yet.,pending
009190,대양금속,투자판단관련주요경영사항              ,investment_decision,20260806,volatile,30,C,Investment decisions can be positive or negative depending on scale and funding source.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [속보] 대양금속, 최대주주 지분 4.80% 크라우드웍스에 매각…공동경영...",,,,No next trading day price data available yet.,pending
009190,대양금속,투자판단관련주요경영사항              ,investment_decision,20260806,volatile,30,C,Investment decisions can be positive or negative depending on scale and funding source.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [속보] 대양금속, 최대주주 지분 4.80% 크라우드웍스에 매각…공동경영...",,,,No next trading day price data available yet.,pending
079950,인베니아,[기재정정]불성실공시법인지정예고              (공시불이행),disclosure_violation,20260806,negative,-80,C,Disclosure violations may damage investor trust.,5,2,1,1,5,"[공시] RF머트리얼즈·광동헬스바이오 '투자경고', 재영솔루텍·오이솔... | 공매도 하루 만에 7370억원 급감, 코스피 반등에 숨고르기 | [공시] 삼현 '투자경고', F&F·LB세미콘 '공매도 금지' 등...45건",,,,No next trading day price data available yet.,pending
215570,크로넥스,[기재정정]주요사항보고서(유상증자결정),paid_in_capital_increase,20260806,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,5,0,5,5,큐라티스 ·디앤디파마텍 폭등랠리… 바이오 섹터 부활 신호탄인가 | [오늘의 증시일정] 카카오뱅크·카카오게임즈·에이피알 등 | 비만·항암·유전자치료 기대…생물공학 테마 매수세 몰리며 환호성,,,,No next trading day price data available yet.,pending
009190,대양금속,최대주주등소유주식변동신고서              ,major_shareholder_change,20260806,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [속보] 대양금속, 최대주주 지분 4.80% 크라우드웍스에 매각…공동경영...",,,,No next trading day price data available yet.,pending
009190,대양금속,최대주주등소유주식변동신고서              ,major_shareholder_change,20260806,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [속보] 대양금속, 최대주주 지분 4.80% 크라우드웍스에 매각…공동경영...",,,,No next trading day price data available yet.,pending
009190,대양금속,최대주주등소유주식변동신고서              ,major_shareholder_change,20260806,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [속보] 대양금속, 최대주주 지분 4.80% 크라우드웍스에 매각…공동경영...",,,,No next trading day price data available yet.,pending
009190,대양금속,최대주주등소유주식변동신고서              ,major_shareholder_change,20260806,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,6,1,5,5,"8월 6일 주식시장 주요공시 | 8월 7일 개장 전 주요 공시 | [속보] 대양금속, 최대주주 지분 4.80% 크라우드웍스에 매각…공동경영...",,,,No next trading day price data available yet.,pending
115450,HLB테라퓨틱스,전환사채(해외전환사채포함)발행후만기전사채취득              ,convertible_bond,20260806,negative,-60,C,Convertible bonds may create future dilution risk.,5,5,10,-5,5,"HLB테라퓨틱스, 112억원 출자전환 유증…재무구조 개선 | HLB, 테라퓨틱스 지분 13.9%로…책임경영·재무건전성 강화 | HLB그룹, 핵심 계열사에 자본 재배치…지배력 강화·재무안정성 동시 제...",,,,No next trading day price data available yet.,pending
