generated_at,evaluated_count,success_count,failure_count,pending_count,raw_success_rate,wilson_reliability_score,rolling_7d_success_rate,rolling_30d_success_rate,top_10_success_rate,top_20_success_rate,top_50_success_rate,top_100_success_rate,top_10_evaluated_count,top_20_evaluated_count,top_50_evaluated_count,top_100_evaluated_count,score_version,v2_evaluated_count,ranking_diagnosis_en,ranking_diagnosis_ko,candidate_pool_today,selected_picks_today,daily_signal_rows,judgment_en,judgment_ko
2026-07-23 03:21:20,2600,1294,1306,3011,49.77,47.8,50.11,49.77,23.08,36.89,34.76,26.79,52,103,233,433,v2_conservative_ranker,252,Ranking inverted,랭킹 역방향 가능성,136,20,1138,Overall performance remains close to random; ranking quality is not yet clearly proven.,"전체 성과가 아직 무작위에 가까우며, 랭킹 품질은 명확히 입증되지 않았습니다."
