stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
460940,2026-08-06,6240.0,0.2455,0.6041,0.5465,5030.0,4435.25,1.5154,0.0814,5,strong_price_momentum,pykrx,data/raw/price_460940_20260408_20260806.csv
069640,2026-08-06,1474.0,0.0145,0.4711,0.6599,1339.8,1068.05,0.1302,0.0454,4,strong_price_momentum,pykrx,data/raw/price_069640_20260408_20260806.csv
071200,2026-08-06,9820.0,0.0436,0.2904,0.3452,9054.0,8576.0,0.5171,0.0511,4,strong_price_momentum,pykrx,data/raw/price_071200_20260408_20260806.csv
039200,2026-08-06,34900.0,0.0387,0.2289,0.1009,32800.0,30807.5,0.4072,0.0481,4,strong_price_momentum,pykrx,data/raw/price_039200_20260408_20260806.csv
008930,2026-08-06,42000.0,0.0409,0.2086,0.2481,38690.0,34747.5,0.7006,0.0303,4,strong_price_momentum,pykrx,data/raw/price_008930_20260408_20260806.csv
038530,2026-08-06,1010.0,0.009,0.1953,0.2257,969.0,853.3,0.4051,0.0437,4,strong_price_momentum,pykrx,data/raw/price_038530_20260408_20260806.csv
013520,2026-08-06,2760.0,0.0185,0.172,0.0909,2646.0,2530.75,0.5241,0.0352,4,strong_price_momentum,pykrx,data/raw/price_013520_20260408_20260806.csv
330730,2026-08-06,4885.0,-0.0031,0.1715,0.088,4722.0,4516.5,0.2241,0.0327,4,strong_price_momentum,pykrx,data/raw/price_330730_20260408_20260806.csv
018260,2026-08-06,231000.0,0.0022,0.1626,0.1889,218000.0,203725.0,0.4161,0.0486,4,strong_price_momentum,pykrx,data/raw/price_018260_20260408_20260806.csv
013720,2026-08-06,2255.0,-0.0174,0.16,0.0194,2177.8,2071.55,0.0664,0.0624,4,strong_price_momentum,pykrx,data/raw/price_013720_20260408_20260806.csv
332290,2026-08-06,966.0,0.0126,0.1002,0.2274,912.0,821.1,0.2313,0.0455,4,strong_price_momentum,pykrx,data/raw/price_332290_20260408_20260806.csv
024720,2026-08-06,9500.0,0.0021,0.0932,0.1085,9280.0,8696.5,0.1721,0.0243,4,strong_price_momentum,pykrx,data/raw/price_024720_20260408_20260806.csv
005710,2026-08-06,11550.0,0.0017,0.0825,0.1,11450.0,10798.0,0.5328,0.0235,4,strong_price_momentum,pykrx,data/raw/price_005710_20260408_20260806.csv
028100,2026-08-06,17970.0,0.0056,0.0722,0.0608,17632.0,16077.0,0.2603,0.0378,4,strong_price_momentum,unknown,data/raw/price_028100_20260707_20260806.csv
009540,2026-08-06,395000.0,-0.0025,0.0719,0.1618,383600.0,358200.0,0.1533,0.0471,4,strong_price_momentum,pykrx,data/raw/price_009540_20260408_20260806.csv
006060,2026-08-06,2525.0,0.006,0.0565,0.0477,2492.0,2433.25,0.2724,0.0181,4,strong_price_momentum,pykrx,data/raw/price_006060_20260408_20260806.csv
080420,2026-08-06,1800.0,0.0028,0.3343,0.3168,1616.6,1431.25,2.2363,0.0383,3,price_momentum,pykrx,data/raw/price_080420_20260408_20260806.csv
475580,2026-08-06,7420.0,0.0277,0.2598,0.0661,6914.0,6835.0,4.3021,0.0444,3,price_momentum,pykrx,data/raw/price_475580_20260408_20260806.csv
011330,2026-08-06,4550.0,0.3,0.2586,0.2432,3632.0,3746.25,1.2419,0.0784,3,price_momentum,pykrx,data/raw/price_011330_20260408_20260806.csv
431190,2026-08-06,2555.0,-0.1609,0.2494,0.1356,2490.0,2359.5,1.5967,0.0819,3,price_momentum,pykrx,data/raw/price_431190_20260408_20260806.csv
053580,2026-08-06,6880.0,0.0133,0.1297,0.1372,6658.0,6338.5,1.5132,0.0307,3,price_momentum,pykrx,data/raw/price_053580_20260408_20260806.csv
468530,2026-08-06,26500.0,0.0153,0.6709,0.1398,23084.0,22026.0,0.8793,0.0987,2,price_momentum,pykrx,data/raw/price_468530_20260408_20260806.csv
119850,2026-08-06,49100.0,-0.018,0.6504,0.8669,45780.0,36540.0,0.3899,0.1208,2,price_momentum,pykrx,data/raw/price_119850_20260408_20260806.csv
