source_provider,query,status,provider_status,item_count,error_message,updated_at
deepsearch_news,089860,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:05:47
google_news_rss,089860,success,success,5,,2026-08-12 23:05:47
gdelt,089860,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-12 23:05:53
naver_search,089860,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:05:53
deepsearch_news,109070,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:05:53
google_news_rss,109070,success,success,5,,2026-08-12 23:05:53
gdelt,109070,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-12 23:05:59
naver_search,109070,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:05:59
deepsearch_news,교보증권,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:05:59
google_news_rss,교보증권,success,success,5,,2026-08-12 23:06:00
gdelt,교보증권,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-12 23:06:06
naver_search,교보증권,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:06:06
deepsearch_news,126880,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:06:06
google_news_rss,126880,success,success,5,,2026-08-12 23:06:06
gdelt,126880,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-12 23:06:06
naver_search,126880,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:06:06
deepsearch_news,064400,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:06:06
google_news_rss,064400,success,success,5,,2026-08-12 23:06:07
gdelt,064400,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-12 23:06:07
naver_search,064400,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:06:07
deepsearch_news,019680,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-12 23:06:07
google_news_rss,019680,success,success,5,,2026-08-12 23:06:07
