stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
107640,2026-08-27,40750.0,0.1593,0.1383,0.63,36110.0,34257.5,2.9806,0.0689,5,strong_price_momentum,pykrx,data/raw/price_107640_20260429_20260827.csv
229000,2026-08-27,1947.0,0.0757,0.1044,0.3907,1834.2,1734.5,1.5829,0.0412,5,strong_price_momentum,pykrx,data/raw/price_229000_20260429_20260827.csv
020560,2026-08-27,7610.0,0.0079,0.1013,0.1409,7264.0,7120.5,1.7207,0.0228,5,strong_price_momentum,pykrx,data/raw/price_020560_20260429_20260827.csv
000760,2026-08-27,14100.0,-0.0007,0.0475,0.2113,14126.0,13245.0,1.5502,0.0396,5,strong_price_momentum,pykrx,data/raw/price_000760_20260429_20260827.csv
023760,2026-08-27,1394.0,0.0403,0.0403,0.0403,1350.8,1342.7,20.0,0.009,5,strong_price_momentum,pykrx,data/raw/price_023760_20260429_20260827.csv
216400,2026-08-27,1467.0,0.1488,0.6804,1.4532,1202.0,797.15,1.0375,0.0699,4,strong_price_momentum,pykrx,data/raw/price_216400_20260429_20260827.csv
064800,2026-08-27,3340.0,0.0293,0.2279,0.7766,3003.0,2373.25,0.9412,0.0484,4,strong_price_momentum,pykrx,data/raw/price_064800_20260429_20260827.csv
003490,2026-08-27,28350.0,0.0071,0.1317,0.1431,26920.0,26337.5,0.8664,0.0247,4,strong_price_momentum,pykrx,data/raw/price_003490_20260429_20260827.csv
029460,2026-08-27,39100.0,0.0771,0.1171,0.5333,36120.0,33177.5,1.1227,0.0442,4,strong_price_momentum,pykrx,data/raw/price_029460_20260429_20260827.csv
000500,2026-08-27,181900.0,0.0751,0.1031,0.4861,165660.0,155445.0,1.1959,0.0731,4,strong_price_momentum,pykrx,data/raw/price_000500_20260429_20260827.csv
055550,2026-08-27,108500.0,0.0102,0.0732,0.1038,105960.0,104930.0,0.4362,0.0212,4,strong_price_momentum,pykrx,data/raw/price_055550_20260429_20260827.csv
294870,2026-08-27,23000.0,0.0,0.0575,0.2093,22380.0,21836.0,0.3046,0.0215,4,strong_price_momentum,pykrx,data/raw/price_294870_20260429_20260827.csv
009160,2026-08-27,5130.0,0.002,0.0459,0.1438,4994.0,4851.0,0.364,0.016,4,strong_price_momentum,pykrx,data/raw/price_009160_20260429_20260827.csv
009420,2026-08-27,64500.0,0.019,0.0304,0.5468,60960.0,55902.5,0.356,0.0559,4,strong_price_momentum,pykrx,data/raw/price_009420_20260429_20260827.csv
112610,2026-08-27,49600.0,-0.008,0.0248,0.4151,48270.0,44347.5,0.3078,0.0309,4,strong_price_momentum,pykrx,data/raw/price_112610_20260429_20260827.csv
363280,2026-08-27,1957.0,0.0,0.0067,0.1404,1937.8,1879.35,0.1981,0.0098,4,strong_price_momentum,pykrx,data/raw/price_363280_20260429_20260827.csv
351320,2026-08-27,2380.0,0.2124,0.9637,1.6011,1757.0,1192.1,2.6905,0.0991,3,price_momentum,pykrx,data/raw/price_351320_20260429_20260827.csv
389680,2026-08-27,1711.0,0.2655,0.6924,0.2213,1207.4,1191.75,4.7429,0.1056,3,price_momentum,pykrx,data/raw/price_389680_20260429_20260827.csv
302430,2026-08-27,8140.0,0.1274,0.5898,0.867,7204.0,5621.0,4.6428,0.0918,3,price_momentum,unknown,data/raw/price_302430_20260728_20260827.csv
