collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-09-03 00:55:21,Sherwood Snacks,1,"💰 AI savings for me, not for thee",https://sherwood.news/snacks/newsletters/ai-savings-for-me-not-for-thee/,ai_semiconductor,17,0,1,28,4306
2026-09-03 00:55:21,Sherwood Snacks,2,🛢️ Less reserved,https://sherwood.news/snacks/newsletters/less-reserved/,energy_commodity,17,1,0,25,4205
2026-09-03 00:55:21,Sherwood Snacks,3,🏦 America’s central bankers,https://sherwood.news/snacks/newsletters/americas-central-bankers/,ai_semiconductor,40,3,0,31,6000
