stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,v3_momentum_quality_score,v3_volume_quality_score,v3_liquidity_quality_score,v3_stability_score,v3_overextension_penalty,v3_reversal_penalty,v3_noise_penalty,v3_final_score,final_price_signal_score_v3,experimental_score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason,v3_rank,v3_selected_pick,v3_selection_reason
007980,2026-08-07,2026-08-07,2026-08-07,2026-08-07,BUY_CANDIDATE,positive,76.76,76.76,76.76,107.12,107.12,0,76.06,3.53,3,2.82,0.0,0.0,6.0,0.0,0,3,76.76,v2_conservative_ranker,53.0,8.0,6,13.47,0.0,0.0,9.0,71.47,71.47,v3_stability_ranker,strong_price_momentum,1805.0,0.0397,0.1087,0.0873,1712.2,1686.7,1.7055,0.0235,pykrx,,,,,,6,2,2,data/raw/price_007980_20260409_20260807.csv,1,True,Top 20 by conservative v2 price signal score,2,True,Experimental Top 20 by stability-first v3 score
488900,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,67.24,67.24,67.24,96.26,96.26,0,71.0,3.66,3,8.56,0.73,1.13,0.0,0.0,0,0,67.24,v2_conservative_ranker,46.96,8.0,6,3.3,6.57,4.21,0.0,53.49,53.49,v3_stability_ranker,price_momentum,8740.0,0.0294,0.1891,0.2105,8452.0,7803.0,1.7317,0.0713,pykrx,,,,medium_attention,no_risk_noise,,,,data/raw/price_488900_20260409_20260807.csv,2,True,Top 20 by conservative v2 price signal score,89,False,Broad evaluation pool candidate
005710,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,67.15,67.15,67.15,90.97,90.97,0,70.87,0.0,2,2.72,0.0,0.0,3.0,0.0,0,0,67.15,v2_conservative_ranker,57.0,2.0,1,13.59,0.0,0.0,4.5,69.09,69.09,v3_stability_ranker,strong_price_momentum,11780.0,0.0243,0.0453,0.1526,11542.0,10873.5,0.8474,0.0227,pykrx,,,,,,3,1,1,data/raw/price_005710_20260409_20260807.csv,3,True,Top 20 by conservative v2 price signal score,5,True,Experimental Top 20 by stability-first v3 score
024720,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,66.09,66.09,66.09,92.58,92.58,0,74.88,-2.0,2,2.8,0.0,0.0,6.0,0.0,0,0,66.09,v2_conservative_ranker,57.0,-3.0,1,10.5,0.0,0.0,10.6,54.91,54.91,v3_stability_ranker,strong_price_momentum,9730.0,0.0031,0.0859,0.1681,9474.0,8776.5,0.3184,0.0233,pykrx,,,,,,7,3,2,data/raw/price_024720_20260409_20260807.csv,4,True,Top 20 by conservative v2 price signal score,75,False,Broad evaluation pool candidate
017810,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,64.47,64.47,64.47,81.87,81.87,0,66.29,-2.0,2,1.82,0.0,0.0,0.0,0.0,0,0,64.47,v2_conservative_ranker,51.0,-3.0,1,14.72,0.0,0.0,0.0,63.72,63.72,v3_stability_ranker,strong_price_momentum,9240.0,0.0154,0.0464,0.0187,9008.0,8905.5,0.3027,0.0152,pykrx,,,,,,,,,data/raw/price_017810_20260409_20260807.csv,5,True,Top 20 by conservative v2 price signal score,25,False,Broad evaluation pool candidate
054220,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,63.71,63.71,63.71,86.65,86.65,0,66.19,0.0,2,4.48,0.0,0.0,0.0,0.0,0,0,63.71,v2_conservative_ranker,53.0,2.0,6,7.41,5.77,0.0,0.0,62.64,62.64,v3_stability_ranker,price_momentum,1519.0,0.0578,0.1578,0.034,1428.8,1435.4,0.9468,0.0373,pykrx,,,,,,,,,data/raw/price_054220_20260409_20260807.csv,6,True,Top 20 by conservative v2 price signal score,29,False,Broad evaluation pool candidate
033310,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,62.91,62.91,62.91,80.24,80.24,0,66.17,-2.0,2,3.26,0.0,0.0,0.0,0.0,0,0,62.91,v2_conservative_ranker,57.0,-3.0,1,12.92,0.0,0.0,0.0,67.92,67.92,v3_stability_ranker,strong_price_momentum,1340.0,0.006,0.0412,0.03,1327.2,1301.45,0.2238,0.0272,pykrx,,,,,,,,,data/raw/price_033310_20260409_20260807.csv,7,True,Top 20 by conservative v2 price signal score,9,True,Experimental Top 20 by stability-first v3 score
234300,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,62.59,62.59,62.59,104.28,104.28,0,71.71,0.0,3,4.67,4.96,2.49,0.0,0.0,0,0,62.59,v2_conservative_ranker,53.0,-3.45,4,7.17,11.27,11.69,0.0,37.75,37.75,v3_stability_ranker,strong_price_momentum,2995.0,0.1113,0.1031,0.0773,2750.0,2802.25,3.6325,0.0389,pykrx,,,,,,,,,data/raw/price_234300_20260409_20260807.csv,8,True,Top 20 by conservative v2 price signal score,166,False,Broad evaluation pool candidate
038680,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,62.28,62.28,62.28,82.15,82.15,0,67.0,-2.0,2,4.72,0.0,0.0,0.0,0.0,0,0,62.28,v2_conservative_ranker,40.6,-3.0,1,8.11,5.07,0.0,0.0,41.64,41.64,v3_stability_ranker,price_momentum,3915.0,-0.0309,0.1687,0.2711,3767.0,3479.5,0.18,0.0393,pykrx,,,,,,,,,data/raw/price_038680_20260409_20260807.csv,9,True,Top 20 by conservative v2 price signal score,153,False,Broad evaluation pool candidate
340570,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,61.49,61.49,61.49,88.27,88.27,0,67.0,1.54,3,5.48,4.57,0.0,0.0,0.0,0,0,61.49,v2_conservative_ranker,36.32,8.0,6,3.15,17.71,0.11,0.0,35.64,35.64,v3_stability_ranker,price_momentum,33950.0,0.0543,0.2065,0.3179,32137.6,28510.7,1.3072,0.0457,pykrx,,,,,,,,,data/raw/price_340570_20260409_20260807.csv,10,True,Top 20 by conservative v2 price signal score,170,False,Broad evaluation pool candidate
001630,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,60.83,60.83,60.83,80.34,80.34,0,66.2,-2.0,2,2.36,0.0,0.0,3.0,0.0,0,0,60.83,v2_conservative_ranker,57.0,-3.0,1,14.04,0.0,0.0,4.5,64.55,64.55,v3_stability_ranker,strong_price_momentum,39700.0,0.0,0.0406,0.0325,39240.0,38820.0,0.1045,0.0197,pykrx,,,,,,3,1,1,data/raw/price_001630_20260409_20260807.csv,11,True,Top 20 by conservative v2 price signal score,22,False,Broad evaluation pool candidate
038530,2026-08-07,2026-08-07,2026-08-07,2026-08-07,WATCHLIST,neutral_positive,60.82,60.82,60.82,78.68,78.68,0,67.0,-2.0,2,5.26,0.92,0.0,0.0,0.0,0,0,60.82,v2_conservative_ranker,53.0,-3.0,1,7.43,4.03,0.0,0.0,54.4,54.4,v3_stability_ranker,price_momentum,1004.0,0.003,0.1218,0.2096,989.0,861.55,0.147,0.0438,pykrx,,,,,,,,,data/raw/price_038530_20260409_20260807.csv,12,True,Top 20 by conservative v2 price signal score,79,False,Broad evaluation pool candidate
