stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,v3_momentum_quality_score,v3_volume_quality_score,v3_liquidity_quality_score,v3_stability_score,v3_overextension_penalty,v3_reversal_penalty,v3_noise_penalty,v3_final_score,final_price_signal_score_v3,experimental_score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason,v3_rank,v3_selected_pick,v3_selection_reason
014970,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,73.03,73.03,73.03,86.82,86.82,0,62.14,6.88,3,1.99,0.0,0.0,0.0,0.0,0,3,73.03,v2_conservative_ranker,57.0,5.0,4,14.51,0.0,0.0,0.0,80.51,80.51,v3_stability_ranker,price_momentum,4515.0,0.0123,0.0261,0.0724,4458.0,4434.75,2.3753,0.0166,kis,,,,,,,,,data/raw/price_014970_20260505_20260902.csv,1,True,Top 20 by conservative v2 price signal score,1,True,Experimental Top 20 by stability-first v3 score
368970,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,67.45,67.45,67.45,85.89,85.89,0,69.6,-2.0,2,2.15,0.0,0.0,0.0,0.0,0,0,67.45,v2_conservative_ranker,57.0,-3.0,1,14.31,0.0,0.0,0.0,69.31,69.31,v3_stability_ranker,strong_price_momentum,2520.0,-0.0079,0.0566,0.0839,2447.0,2357.75,0.3044,0.0179,kis,,,,,,,,,data/raw/price_368970_20260505_20260902.csv,2,True,Top 20 by conservative v2 price signal score,7,True,Experimental Top 20 by stability-first v3 score
023760,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,65.41,65.41,65.41,83.7,83.7,0,68.56,-2.0,2,1.15,0.0,0.0,3.0,0.0,0,1,65.41,v2_conservative_ranker,57.0,-3.0,1,15.56,0.0,0.0,4.5,66.06,66.06,v3_stability_ranker,strong_price_momentum,1415.0,-0.0035,0.056,0.056,1409.2,1357.3,0.0439,0.0096,kis,,,,,,3,1,1,data/raw/price_023760_20260505_20260902.csv,3,True,Top 20 by conservative v2 price signal score,24,False,Broad evaluation pool candidate
241840,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,65.16,65.16,65.16,85.2,85.2,0,66.47,-2.0,2,1.31,0.0,0.0,0.0,0.0,0,0,65.16,v2_conservative_ranker,57.0,-3.0,1,15.37,0.0,0.0,0.0,70.36,70.36,v3_stability_ranker,strong_price_momentum,2450.0,-0.0101,0.0294,0.0722,2430.0,2383.5,0.6226,0.0109,kis,,,,,,,,,data/raw/price_241840_20260505_20260902.csv,4,True,Top 20 by conservative v2 price signal score,3,True,Experimental Top 20 by stability-first v3 score
055550,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,64.7,64.7,64.7,82.6,82.6,0,67.2,-2.0,2,2.51,0.0,0.0,0.0,0.0,0,0,64.7,v2_conservative_ranker,57.0,-3.0,1,13.87,0.0,0.0,0.0,68.86,68.86,v3_stability_ranker,strong_price_momentum,110900.0,-0.0018,0.0326,0.0841,109880.0,106650.0,0.2039,0.0209,kis,,,,,,,,,data/raw/price_055550_20260505_20260902.csv,5,True,Top 20 by conservative v2 price signal score,9,True,Experimental Top 20 by stability-first v3 score
016610,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,64.3,64.3,64.3,81.93,81.93,0,66.79,-2.0,2,2.48,0.0,0.0,0.0,0.0,0,0,64.3,v2_conservative_ranker,57.0,-3.0,1,13.89,0.0,0.0,0.0,68.89,68.89,v3_stability_ranker,strong_price_momentum,9920.0,-0.01,0.0195,0.1096,9876.0,9501.5,0.0958,0.0207,kis,,,,medium_attention,no_risk_noise,,,,data/raw/price_016610_20260505_20260902.csv,6,True,Top 20 by conservative v2 price signal score,8,True,Experimental Top 20 by stability-first v3 score
010580,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,62.74,62.74,62.74,83.08,83.08,0,67.0,-2.0,2,4.26,0.0,0.0,0.0,0.0,0,0,62.74,v2_conservative_ranker,53.0,-3.0,1,8.68,3.73,0.0,0.0,55.94,55.94,v3_stability_ranker,price_momentum,1773.0,-0.0128,0.1581,0.182,1694.6,1581.2,0.4221,0.0355,unknown,에스엠벡셀,에스엠벡셀,major_shareholder_change,,,,,,data/raw/price_010580_20260803_20260902.csv,7,True,Top 20 by conservative v2 price signal score,114,False,Broad evaluation pool candidate
378340,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,62.36,62.36,62.36,75.44,75.44,0,66.76,-2.0,2,4.4,0.0,0.0,0.0,0.0,0,0,62.36,v2_conservative_ranker,57.0,-3.0,1,7.49,0.0,0.0,0.0,62.49,62.49,v3_stability_ranker,price_momentum,11320.0,-0.0415,0.0864,0.1646,11252.0,10722.0,0.3734,0.0367,kis,,,,medium_attention,no_risk_noise,,,,data/raw/price_378340_20260505_20260902.csv,8,True,Top 20 by conservative v2 price signal score,41,False,Broad evaluation pool candidate
088790,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,62.35,62.35,62.35,68.76,68.76,0,58.6,2.19,3,4.44,0.0,0.0,0.0,0.0,0,3,62.35,v2_conservative_ranker,54.5,8.0,6,11.45,0.0,0.0,0.0,79.95,79.95,v3_stability_ranker,neutral,2410.0,0.0277,0.0955,0.0456,2214.0,2226.0,1.4382,0.037,kis,,,,,,,,,data/raw/price_088790_20260505_20260902.csv,9,True,Top 20 by conservative v2 price signal score,2,True,Experimental Top 20 by stability-first v3 score
418420,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,62.12,62.12,62.12,82.28,79.28,3,67.0,-2.0,2,5.88,0.0,0.0,0.0,0.0,0,1,62.12,v2_conservative_ranker,46.98,-3.0,1,5.65,0.6,0.64,0.0,49.39,49.39,v3_stability_ranker,price_momentum,4235.0,-0.0408,0.1263,0.2205,4087.0,3969.25,0.2588,0.049,unknown,라온텍,라온텍,supply_contract,,,,,,data/raw/price_418420_20260803_20260902.csv,10,True,Top 20 by conservative v2 price signal score,221,False,Broad evaluation pool candidate
004770,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,62.03,62.03,62.03,84.96,84.96,0,67.0,0.0,3,7.62,0.0,0.35,0.0,0.0,0,0,62.03,v2_conservative_ranker,42.72,8.0,6,0.47,4.96,2.96,0.0,49.27,49.27,v3_stability_ranker,price_momentum,2055.0,-0.1347,0.1617,0.2247,2101.6,1815.7,1.051,0.0635,unknown,써니전자,써니전자,major_shareholder_change,,,,,,data/raw/price_004770_20260803_20260902.csv,11,True,Top 20 by conservative v2 price signal score,223,False,Broad evaluation pool candidate
029460,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,61.23,61.23,61.23,73.62,73.62,0,66.16,-2.0,2,4.93,0.0,0.0,0.0,0.0,0,0,61.23,v2_conservative_ranker,46.51,-3.0,1,10.84,3.42,0.0,0.0,51.92,51.92,v3_stability_ranker,price_momentum,38900.0,-0.0064,0.0716,0.3484,39730.0,35595.0,0.0949,0.0411,kis,,,,,,,,,data/raw/price_029460_20260505_20260902.csv,12,True,Top 20 by conservative v2 price signal score,182,False,Broad evaluation pool candidate
493330,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,61.04,61.04,61.04,87.3,84.3,3,67.0,-2.0,2,5.11,1.85,0.0,0.0,0.0,0,1,61.04,v2_conservative_ranker,37.32,-3.0,1,7.61,11.01,0.0,0.0,31.93,31.93,v3_stability_ranker,price_momentum,13090.0,-0.0375,0.2031,0.296,12536.0,11410.5,0.594,0.0426,unknown,지에프아이,지에프아이,supply_contract,,,,,,data/raw/price_493330_20260803_20260902.csv,13,True,Top 20 by conservative v2 price signal score,408,False,Broad evaluation pool candidate
290670,2026-09-02,2026-09-02,2026-09-02,2026-09-02,WATCHLIST,neutral_positive,60.97,60.97,60.97,79.69,79.69,0,66.77,-2.0,2,5.8,0.0,0.0,0.0,0.0,0,0,60.97,v2_conservative_ranker,53.0,-3.0,1,9.75,2.8,0.53,0.0,57.42,57.42,v3_stability_ranker,price_momentum,5690.0,-0.0323,0.1495,0.1648,5390.0,5282.0,0.2218,0.0483,kis,,,,,,,,,data/raw/price_290670_20260505_20260902.csv,14,True,Top 20 by conservative v2 price signal score,87,False,Broad evaluation pool candidate
