generated_at,experimental_score_version,historical_component_coverage_rate,has_enough_historical_data,coverage_note,missing_component_columns,overall_evaluated_cases,overall_success_rate,current_selected_group_success_rate,v3_top_10_success_rate,v3_top_20_success_rate,v3_top_50_success_rate,v3_top_10_evaluated_cases,v3_top_20_evaluated_cases,v3_top_50_evaluated_cases,v3_top_20_benchmark_adjusted_success_rate,v3_top_20_benchmark_adjusted_evaluated_cases,v3_top_20_average_close_t1_return,v3_top_20_average_excess_t1_return
2026-09-01 02:02:23,v3_stability_ranker,90.68,True,sufficient historical component coverage,,3136,42.32,45.92,44.72,46.7,42.6,123,197,392,47.21,197,0.0048,0.0047
