collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-07-28 23:19:26,Sherwood Snacks,1,💡 Marketplace of ideas,https://sherwood.news/snacks/newsletters/marketplace-of-ideas/,ai_semiconductor,11,4,0,20,4549
2026-07-28 23:19:26,Sherwood Snacks,2,🟢 Peptides get the green light,https://sherwood.news/snacks/newsletters/peptides-get-the-green-light/,ai_semiconductor,13,2,0,28,5303
2026-07-28 23:19:27,Sherwood Snacks,3,🛬 Crude airline earnings,https://sherwood.news/snacks/newsletters/crude-airline-earnings/,ai_semiconductor,25,4,5,37,4772
