collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-07-07 06:47:45,Sherwood Snacks,1,☁️ Meta’s cloudy future,https://sherwood.news/snacks/newsletters/metas-cloudy-future/,ai_semiconductor,24,6,2,30,6000
2026-07-07 06:47:45,Sherwood Snacks,2,🔟 The Terrific 10 is the new Mag 7,https://sherwood.news/snacks/newsletters/the-terrific-10-is-the-new-mag-7/,ai_semiconductor,22,2,1,31,5709
2026-07-07 06:47:46,Sherwood Snacks,3,🌀 NBCUniversal spinoff,https://sherwood.news/snacks/newsletters/nbcuniversal-spinoff/,ai_semiconductor,13,5,1,21,6000
