generated_at,score_version,v2_evaluated_cases,v2_success_count,v2_failure_count,v2_raw_success_rate,v2_benchmark_adjusted_evaluated_cases,v2_benchmark_adjusted_success_count,v2_benchmark_adjusted_success_rate,v2_benchmark_coverage_rate,v2_average_close_t1_return,v2_average_excess_t1_return,v2_selected_pick_evaluated_cases,v2_selected_pick_success_rate,v2_non_selected_evaluated_cases,v2_non_selected_success_rate,v2_top_10_success_rate,v2_top_20_success_rate,v2_top_50_success_rate,v2_top_100_success_rate,v2_top_10_evaluated_cases,v2_top_20_evaluated_cases,v2_top_50_evaluated_cases,v2_top_100_evaluated_cases,v2_diagnosis_en,v2_diagnosis_ko,v2_benchmark_diagnosis_en,v2_benchmark_diagnosis_ko,v2_buy_evaluated_cases,v2_buy_success_count,v2_buy_failure_count,v2_buy_success_rate,v2_buy_avg_close_t1_return,v2_buy_avg_close_t3_return,v2_buy_avg_close_t5_return,v2_buy_benchmark_evaluated_cases,v2_buy_benchmark_success_rate,v2_avoid_evaluated_cases,v2_avoid_success_count,v2_avoid_failure_count,v2_avoid_success_rate,v2_avoid_avg_close_t1_return,v2_avoid_avg_close_t3_return,v2_avoid_avg_close_t5_return,v2_avoid_benchmark_evaluated_cases,v2_avoid_benchmark_success_rate
2026-08-19 22:48:53,v2_conservative_ranker,2353,954,1399,40.54,2353,1183,50.28,100.0,0.0063,-0.003,302,46.69,2051,39.64,49.1,46.47,44.61,41.46,167,269,464,767,Improving,개선 가능성,Neutral,중립,527,213,314,40.42,-0.0032,-0.0023,0.0001,527,41.37,1826,741,1085,40.58,0.009,0.0284,0.0509,1826,52.85
