stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason
080420,2026-08-03,2026-08-03,2026-08-03,2026-08-03,WATCHLIST,neutral_positive,70.3,70.3,70.3,95.34,95.34,0,67.22,3.0,3,2.92,0.0,0.0,0.0,0.0,0,0,70.3,v2_conservative_ranker,price_momentum,1475.0,0.0446,0.087,0.0634,1387.8,1379.4,2.9835,0.0243,pykrx,,,,,,,,,data/raw/price_080420_20260405_20260803.csv,1,True,Top 20 by conservative v2 price signal score
008470,2026-08-03,2026-08-03,2026-08-03,2026-08-03,WATCHLIST,neutral_positive,68.6,68.6,68.6,98.86,98.86,0,75.0,-2.0,2,5.54,0.86,0.0,0.0,0.0,0,0,68.6,v2_conservative_ranker,strong_price_momentum,2050.0,0.0638,0.1714,0.3269,1836.6,1760.75,0.414,0.0462,pykrx,,,,,,,,,data/raw/price_008470_20260405_20260803.csv,2,True,Top 20 by conservative v2 price signal score
005710,2026-08-03,2026-08-03,2026-08-03,2026-08-03,WATCHLIST,neutral_positive,65.65,65.65,65.65,86.21,86.21,0,67.51,0.0,2,2.87,0.0,0.0,1.0,0.0,0,0,65.65,v2_conservative_ranker,strong_price_momentum,11360.0,0.008,0.0432,0.0627,10964.0,10649.0,0.8568,0.0239,pykrx,,,,,,1,1,0,data/raw/price_005710_20260405_20260803.csv,3,True,Top 20 by conservative v2 price signal score
106240,2026-08-03,2026-08-03,2026-08-03,2026-08-03,WATCHLIST,neutral_positive,65.59,65.59,65.59,75.25,75.25,0,60.3,4.95,3,5.66,0.0,0.0,0.0,0.0,0,3,65.59,v2_conservative_ranker,price_momentum,1299.0,0.0683,0.0561,0.0484,1197.4,1274.7,1.9892,0.0472,pykrx,,,,,,,,,data/raw/price_106240_20260405_20260803.csv,4,True,Top 20 by conservative v2 price signal score
008930,2026-08-03,2026-08-03,2026-08-03,2026-08-03,WATCHLIST,neutral_positive,64.07,64.07,64.07,86.41,86.41,0,67.23,0.0,2,3.16,0.0,0.0,2.0,0.0,0,0,64.07,v2_conservative_ranker,strong_price_momentum,36050.0,0.0056,0.0155,0.1336,34830.0,33510.0,0.8014,0.0263,pykrx,,,,,,2,2,0,data/raw/price_008930_20260405_20260803.csv,5,True,Top 20 by conservative v2 price signal score
038530,2026-08-03,2026-08-03,2026-08-03,2026-08-03,WATCHLIST,neutral_positive,62.5,62.5,62.5,85.39,85.39,0,66.64,1.68,3,6.83,0.0,0.0,2.0,0.0,0,0,62.5,v2_conservative_ranker,price_momentum,951.0,0.0626,0.1555,0.1612,855.0,834.7,1.3366,0.0569,pykrx,,,,,,2,2,0,data/raw/price_038530_20260405_20260803.csv,6,True,Top 20 by conservative v2 price signal score
028100,2026-08-03,2026-08-03,2026-08-03,2026-08-03,WATCHLIST,neutral_positive,61.97,61.97,61.97,72.22,69.22,3,57.26,2.36,3,4.66,0.0,0.0,0.0,0.0,0,4,61.97,v2_conservative_ranker,price_momentum,17380.0,-0.0011,0.0426,0.0,16906.0,15974.0,1.4729,0.0388,unknown,동아지질,동아지질,supply_contract,,,,,,data/raw/price_028100_20260704_20260803.csv,7,True,Top 20 by conservative v2 price signal score
024720,2026-08-03,2026-08-03,2026-08-03,2026-08-03,WATCHLIST,neutral_positive,60.38,60.38,60.38,82.36,82.36,0,66.47,-2.0,2,3.1,0.0,0.0,3.0,0.0,0,0,60.38,v2_conservative_ranker,strong_price_momentum,9130.0,0.019,0.034,0.0592,8726.0,8582.5,0.43,0.0258,pykrx,,,,,,3,3,0,data/raw/price_024720_20260405_20260803.csv,8,True,Top 20 by conservative v2 price signal score
121440,2026-08-03,2026-08-03,2026-08-03,2026-08-03,HOLD,neutral,59.07,59.07,59.07,80.79,80.79,0,61.31,-2.0,2,0.24,0.0,0.0,2.0,0.0,0,0,59.07,v2_conservative_ranker,strong_price_momentum,6670.0,0.0,0.0015,0.0045,6672.0,6660.0,0.7698,0.002,pykrx,,,,,,2,2,0,data/raw/price_121440_20260405_20260803.csv,9,True,Top 20 by conservative v2 price signal score
309930,2026-08-03,2026-08-03,2026-08-03,2026-08-03,HOLD,neutral,58.78,58.78,58.78,102.51,102.51,0,71.0,3.0,3,10.0,0.85,7.37,0.0,0.0,0,0,58.78,v2_conservative_ranker,price_momentum,939.0,-0.1487,0.1451,0.3688,915.6,857.65,3.491,0.0937,pykrx,,,,,,,,,data/raw/price_309930_20260405_20260803.csv,10,True,Top 20 by conservative v2 price signal score
403490,2026-08-03,2026-08-03,2026-08-03,2026-08-03,HOLD,neutral,58.29,58.29,58.29,71.26,71.26,0,57.02,5.38,3,6.25,3.85,0.0,0.0,0.0,0,3,58.29,v2_conservative_ranker,price_momentum,518.0,0.1021,0.0402,0.0,469.0,498.25,2.075,0.0521,unknown,우듬지팜,우듬지팜,spin_off,,,,,,data/raw/price_403490_20260704_20260803.csv,11,True,Top 20 by conservative v2 price signal score
000760,2026-08-03,2026-08-03,2026-08-03,2026-08-03,HOLD,neutral,57.69,57.69,57.69,73.08,73.08,0,64.53,0.0,2,6.84,0.0,0.0,2.0,0.0,0,0,57.69,v2_conservative_ranker,price_momentum,13350.0,-0.0255,0.0723,0.1228,12522.0,12349.0,0.9011,0.057,pykrx,,,,,,2,2,0,data/raw/price_000760_20260405_20260803.csv,12,True,Top 20 by conservative v2 price signal score
009810,2026-08-03,2026-08-03,2026-08-03,2026-08-03,HOLD,neutral,57.52,57.52,57.52,65.9,65.9,0,56.14,1.01,3,5.63,0.0,0.0,0.0,0.0,0,3,57.52,v2_conservative_ranker,price_momentum,1940.0,0.0031,0.0259,0.0157,1912.4,1897.4,1.2024,0.0469,pykrx,,,,,,,,,data/raw/price_009810_20260405_20260803.csv,13,True,Top 20 by conservative v2 price signal score
115530,2026-08-03,2026-08-03,2026-08-03,2026-08-03,HOLD,neutral,57.5,57.5,57.5,79.22,79.22,0,65.76,-2.0,2,6.26,0.0,0.0,2.0,0.0,0,0,57.5,v2_conservative_ranker,price_momentum,2120.0,0.0144,0.1661,0.1361,1938.0,1853.05,0.4393,0.0522,pykrx,,,,,,2,2,0,data/raw/price_115530_20260405_20260803.csv,14,True,Top 20 by conservative v2 price signal score
018470,2026-08-03,2026-08-03,2026-08-03,2026-08-03,HOLD,neutral,56.97,56.97,56.97,71.31,71.31,0,61.89,-2.0,2,3.92,0.0,0.0,2.0,0.0,0,1,56.97,v2_conservative_ranker,price_momentum,1013.0,-0.0461,0.0552,0.0963,1022.0,938.75,0.7074,0.0327,pykrx,,,,,,2,2,0,data/raw/price_018470_20260405_20260803.csv,15,True,Top 20 by conservative v2 price signal score
332290,2026-08-03,2026-08-03,2026-08-03,2026-08-03,HOLD,neutral,55.94,55.94,55.94,71.72,71.72,0,63.12,-2.0,2,5.18,0.0,0.0,2.0,0.0,0,0,55.94,v2_conservative_ranker,price_momentum,856.0,-0.0284,0.1031,0.0607,828.2,798.65,0.4488,0.0432,pykrx,,,,,,2,2,0,data/raw/price_332290_20260405_20260803.csv,16,True,Top 20 by conservative v2 price signal score
