source_provider,query,news_count,unique_source_count,positive_keyword_count,negative_keyword_count,risk_keyword_count,attention_keyword_count,news_attention_score,news_risk_score,top_titles
google_news_rss,000760,5,1,0,2,0,1,7,2,"이화산업(000760) - 매일경제 마켓 | 19일 데일리 주식정보 이화산업( 000760 ) , 오후 12시 01분 기준 및 증권정보와 종목동정 - dailysecu.com | 상한가(11월28일), 11월 마지막 주 '불기둥' 종목은?? : 네이버 블로그 - Naver Blog"
google_news_rss,005710,5,1,0,1,0,1,7,1,"대원산업, 애프터마켓서 12%대 급등 - yna.co.kr | [실적속보]대원산업, 3년 중 가장 낮은 영업이익, 매출액은 전년동기 대비 -13%↓ (연결) - 씽크풀 AI | [MK 골든크로스 돌파종목 : 한화솔루션(125020) & 코이즈(005710)] - 매일경제"
google_news_rss,008930,5,1,1,2,0,0,6,2,"한미사이언스 2분기 영업이익 591억원…70.9%↑ - 매일경제 마켓 | 한미사이언스, 2분기 영업익 591억원…전년 대비 70.9%↑(상보) - KB Think | 지난주 한미사이언스(KRX:008930)의 시가총액이 267억 원 증가하면서 내부자들이 가장 큰 수혜를 입었다. - simplywall.st"
google_news_rss,009540,5,1,2,2,0,0,7,2,"HD한국조선해양(009540)밀릴때마다 물량 모아둘 기회로 보이며 이후 전망 및 대응전략. - 씽크풀 AI | HD한국조선해양, '다시 보자, HD현대삼호' 증권사 발표에 강세 - 매일경제 마켓 | [ET특징주]HD한국조선해양, 어닝 서프라이즈에 상승세 - 전자신문"
google_news_rss,018470,5,1,3,2,0,3,14,2,"조일알미늄(018470)밀릴때마다 물량 모아둘 기회로 보이며 이후 전망 및 대응전략. - 씽크풀 AI | InvestingPro, 조일알미늄 48% 하락 21개월 전 미리 경고 By Investing.com - Investing.com 한국어 | [특징주] 알루미늄 가격 급등에 관련주 폭등…일부 상한가 마감(종합) - 매일경제 마켓"
google_news_rss,024720,5,1,0,3,0,0,5,3,"콜마홀딩스, 최대주주등 보유주식 5000주 감소 - 디지털투데이 | “신약클러스터도 못 살렸다”…매각 부인하던 우정바이오, 콜마에 경영권 넘긴다 - 팜이데일리 | 콜마홀딩스, 화장품주 저PER 1위... 6.98배 - 버핏연구소"
google_news_rss,036530,5,1,1,2,0,0,6,2,"SNT홀딩스(036530)저점 때마다 물량 모아둘 기회로 보이며 이후 전망 및 대응전략. - 씽크풀 AI | SNT홀딩스, 작년 영업이익 3천7억원…전년 대비 30.1% 증가 - yna.co.kr | SNT홀딩스 스맥 지분 추가 취득 - 네이트"
google_news_rss,038530,5,1,0,2,0,0,5,2,"케이바이오랩스, 20억원 유상증자…미래아이앤지에 제3자배정 - yna.co.kr | [코스피·코스닥 전 거래일(6일) 주요공시] - 매일경제 마켓 | 케이바이오, 보통주 5대 1 주식병합 결정 - 디지털투데이"
google_news_rss,084870,5,1,3,2,0,1,10,2,"특징주, TBH글로벌-패션/의류 테마 상승세에 6.11% ↑ - 매일경제 마켓 | TBH글로벌 ""마인드브릿지 '체류형 라이프스타일 매장' 확대"" - marketin.edaily.co.kr | TBH글로벌, 싱가포르 백화점 내 ‘마인드브릿지’ 판매 확대 - 서울경제"
google_news_rss,114450,5,1,2,2,0,1,9,2,"강원특별자치도교육청교육연수원 6급 미래인재 양성과정 6기, 퍼실리테이터 과정 이수 및 자격 취득 - 시사줌뉴스 | [실적속보]그린생명과학, 3년 중 최고 매출 달성, 영업이익은 흑자전환 (개별) - 씽크풀 AI | 한국표면처리공업협동조합 ‘안전보건 통합 구독형 시스템’ 구축 사업비 확보 - 중소기업뉴스"
