generated_at,evaluation_rows_after_deduplication,raw_evaluated_count,raw_success_count,raw_failure_count,raw_success_rate,selected_raw_evaluated_count,selected_raw_success_rate,non_selected_raw_evaluated_count,non_selected_raw_success_rate,benchmark_adjusted_evaluated_count,benchmark_adjusted_success_count,benchmark_adjusted_failure_count,benchmark_adjusted_success_rate,benchmark_adjusted_coverage_rate,selected_benchmark_adjusted_evaluated_count,selected_benchmark_adjusted_success_rate,non_selected_benchmark_adjusted_evaluated_count,non_selected_benchmark_adjusted_success_rate,close_t1_success_rate,close_t3_success_rate,close_t5_success_rate,excess_t1_success_rate,excess_t3_success_rate,excess_t5_success_rate,avg_close_t1_return,avg_excess_t1_return,candidate_count_bucket_findings,selected_edge_status,diagnosis_label,public_metric_recommendation
2026-08-28 06:12:02,104630,49647,20978,28669,42.25,5017,49.45,44630,41.45,45359,23536,21823,51.89,91.36,4837,51.64,40522,51.92,44.59,47.74,48.55,46.88,48.63,47.18,0.0031,-0.0017,200+: 42.25% (49647 eval),selected_group_leads,market_relative_signal_only,selected_group_success_rate
