stock_code,corp_name,report_nm,event_type,event_date,prediction_direction,event_score,initial_confidence,score_reason,news_count,positive_keyword_count,negative_keyword_count,news_sentiment_score,news_attention_score,top_news_titles,next_trade_date,next_open_return,next_close_return,note,prediction_result
006490,프리티,최대주주등소유주식변동신고서              ,major_shareholder_change,20260723,volatile,10,C,Major shareholder changes can increase volatility depending on context.,5,0,0,0,5,"리센느, MBC 2026 아시안게임 방송 홍보대사 발탁 | 리센느, MBC 아시안게임 방송 홍보대사 위촉 ""기쁘고 영광"" | '영원한 딴따라' 박진영, 오늘 'WET' 컴백 → 워터밤 등판 예고",,,,No next trading day price data available yet.,pending
348340,뉴로메카,[기재정정]주요사항보고서(유무상증자결정),bonus_issue,20260723,positive,60,C,"Bonus issues may increase investor attention, but actual value impact can vary.",5,5,1,4,5,"휴머노이드 로봇주 급등…피지컬 AI 기대감에 뭉칫돈 유입 뚜렷 | 코스피, 장중 7,166 찍고 6,797로 밀려...상승폭 대부분 반납 | [속보] 레인보우로보틱스 두산로보틱스 휴림로봇 등 주가↑…국내 로봇...",,,,No next trading day price data available yet.,pending
348340,뉴로메카,[기재정정]주요사항보고서(유무상증자결정),bonus_issue,20260723,positive,60,C,"Bonus issues may increase investor attention, but actual value impact can vary.",5,5,1,4,5,"휴머노이드 로봇주 급등…피지컬 AI 기대감에 뭉칫돈 유입 뚜렷 | 코스피, 장중 7,166 찍고 6,797로 밀려...상승폭 대부분 반납 | [속보] 레인보우로보틱스 두산로보틱스 휴림로봇 등 주가↑…국내 로봇...",,,,No next trading day price data available yet.,pending
348340,뉴로메카,[기재정정]주요사항보고서(유무상증자결정),bonus_issue,20260723,positive,60,C,"Bonus issues may increase investor attention, but actual value impact can vary.",5,5,1,4,5,"휴머노이드 로봇주 급등…피지컬 AI 기대감에 뭉칫돈 유입 뚜렷 | 코스피, 장중 7,166 찍고 6,797로 밀려...상승폭 대부분 반납 | [속보] 레인보우로보틱스 두산로보틱스 휴림로봇 등 주가↑…국내 로봇...",,,,No next trading day price data available yet.,pending
348340,뉴로메카,[기재정정]주요사항보고서(유무상증자결정),bonus_issue,20260723,positive,60,C,"Bonus issues may increase investor attention, but actual value impact can vary.",5,5,1,4,5,"휴머노이드 로봇주 급등…피지컬 AI 기대감에 뭉칫돈 유입 뚜렷 | 코스피, 장중 7,166 찍고 6,797로 밀려...상승폭 대부분 반납 | [속보] 레인보우로보틱스 두산로보틱스 휴림로봇 등 주가↑…국내 로봇...",,,,No next trading day price data available yet.,pending
191410,육일씨엔에쓰,합병등종료보고서(자산양수도),merger,20260723,volatile,30,C,"Mergers can create major price movement, but direction depends on deal terms.",5,2,1,1,5,"[동전주의 시간] ①삼성·SK가 삼킨 증시… 수급 말라붙은 코스닥, 300여... | [코스피] 옴니시스템·우듬지팜 등 88개사, 23일 자사주 매입 | 코스닥, 살리겠다더니 더 얼어붙어···대형주 쏠림에 중소형주 비명",,,,No next trading day price data available yet.,pending
397030,에이프릴바이오,[기재정정]주요사항보고서(유상증자결정),paid_in_capital_increase,20260723,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,5,1,4,5,"에이프릴바이오, 큐리진 이중타겟 siRNA 도입…대사질환 파이프라인 확... | [주식] 코오롱티슈진·코오롱생명과학 'TG-C' 실망감에 하락세 지속 | 에이프릴바이오, 외부 에셋으로 RNA 시장 진입…'AOC' 확장에 주목",,,,No next trading day price data available yet.,pending
397030,에이프릴바이오,[기재정정]주요사항보고서(유상증자결정),paid_in_capital_increase,20260723,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,5,1,4,5,"에이프릴바이오, 큐리진 이중타겟 siRNA 도입…대사질환 파이프라인 확... | [주식] 코오롱티슈진·코오롱생명과학 'TG-C' 실망감에 하락세 지속 | 에이프릴바이오, 외부 에셋으로 RNA 시장 진입…'AOC' 확장에 주목",,,,No next trading day price data available yet.,pending
397030,에이프릴바이오,[기재정정]주요사항보고서(유상증자결정),paid_in_capital_increase,20260723,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,5,1,4,5,"에이프릴바이오, 큐리진 이중타겟 siRNA 도입…대사질환 파이프라인 확... | [주식] 코오롱티슈진·코오롱생명과학 'TG-C' 실망감에 하락세 지속 | 에이프릴바이오, 외부 에셋으로 RNA 시장 진입…'AOC' 확장에 주목",,,,No next trading day price data available yet.,pending
397030,에이프릴바이오,[기재정정]주요사항보고서(유상증자결정),paid_in_capital_increase,20260723,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,5,1,4,5,"에이프릴바이오, 큐리진 이중타겟 siRNA 도입…대사질환 파이프라인 확... | [주식] 코오롱티슈진·코오롱생명과학 'TG-C' 실망감에 하락세 지속 | 에이프릴바이오, 외부 에셋으로 RNA 시장 진입…'AOC' 확장에 주목",,,,No next trading day price data available yet.,pending
397030,에이프릴바이오,[기재정정]주요사항보고서(유상증자결정),paid_in_capital_increase,20260723,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,5,1,4,5,"에이프릴바이오, 큐리진 이중타겟 siRNA 도입…대사질환 파이프라인 확... | [주식] 코오롱티슈진·코오롱생명과학 'TG-C' 실망감에 하락세 지속 | 에이프릴바이오, 외부 에셋으로 RNA 시장 진입…'AOC' 확장에 주목",,,,No next trading day price data available yet.,pending
397030,에이프릴바이오,[기재정정]주요사항보고서(유상증자결정),paid_in_capital_increase,20260723,negative,-70,C,Paid-in capital increases can create dilution concerns.,5,5,1,4,5,"에이프릴바이오, 큐리진 이중타겟 siRNA 도입…대사질환 파이프라인 확... | [주식] 코오롱티슈진·코오롱생명과학 'TG-C' 실망감에 하락세 지속 | 에이프릴바이오, 외부 에셋으로 RNA 시장 진입…'AOC' 확장에 주목",,,,No next trading day price data available yet.,pending
340570,티앤엘,주요사항보고서(무상증자결정),bonus_issue,20260723,positive,60,C,"Bonus issues may increase investor attention, but actual value impact can vary.",5,1,1,0,5,"티앤엘, 100% 무상증자 결정 | 티앤엘, 무상증자 결의→주권매매거래 7월23일 정지 | 코스닥 제약업종 톱50 시총 전년비 27조원↓",,,,No next trading day price data available yet.,pending
340570,티앤엘,주요사항보고서(무상증자결정),bonus_issue,20260723,positive,60,C,"Bonus issues may increase investor attention, but actual value impact can vary.",5,1,1,0,5,"티앤엘, 100% 무상증자 결정 | 티앤엘, 무상증자 결의→주권매매거래 7월23일 정지 | 코스닥 제약업종 톱50 시총 전년비 27조원↓",,,,No next trading day price data available yet.,pending
340570,티앤엘,주요사항보고서(무상증자결정),bonus_issue,20260723,positive,60,C,"Bonus issues may increase investor attention, but actual value impact can vary.",5,1,1,0,5,"티앤엘, 100% 무상증자 결정 | 티앤엘, 무상증자 결의→주권매매거래 7월23일 정지 | 코스닥 제약업종 톱50 시총 전년비 27조원↓",,,,No next trading day price data available yet.,pending
