stock_code,corp_name,report_nm,event_type,event_date,prediction_direction,event_score,initial_confidence,score_reason,news_count,positive_keyword_count,negative_keyword_count,news_sentiment_score,news_attention_score,top_news_titles,next_trade_date,next_open_return,next_close_return,note,prediction_result
005960,동부건설,투자판단관련주요경영사항              ,investment_decision,20260722,volatile,30,C,Investment decisions can be positive or negative depending on scale and funding source.,5,4,2,2,5,"[코스피·코스닥,  SK하이닉스  LG디스플레이 금호건설 넥스틸 코오롱 성... | [오늘의 주요일정] 정치·경제·금융·사회·법조 23일(목) | [아주증시포커스] 중국 반도체기업들 IPO 러시…'반도체굴기 시즌2' 시작...",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
183490,엔지켐생명과학,소송등의판결ㆍ결정              (경영권 분쟁 소송)(검사인 선임),lawsuit,20260722,negative,-75,C,Lawsuits may increase uncertainty and downside risk.,5,5,1,4,5,"[주간 미디어동향] 유튜브, 개정 정보통신망법 '1호 신고' 김어준 영상 ... | 7월 23일 개장 전 주요 공시 | 7월 21일 주식시장 주요공시",,,,No next trading day price data available yet.,pending
