source_provider,query,status,provider_status,item_count,error_message,updated_at
deepsearch_news,036630,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:09
google_news_rss,036630,success,success,5,,2026-09-04 00:44:09
gdelt,036630,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-09-04 00:44:15
naver_search,036630,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:15
deepsearch_news,000210,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:15
google_news_rss,000210,success,success,5,,2026-09-04 00:44:16
gdelt,000210,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-09-04 00:44:22
naver_search,000210,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:22
deepsearch_news,020560,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:22
google_news_rss,020560,success,success,5,,2026-09-04 00:44:22
gdelt,020560,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-09-04 00:44:28
naver_search,020560,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:28
deepsearch_news,123010,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:28
google_news_rss,123010,success,success,5,,2026-09-04 00:44:28
gdelt,123010,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-09-04 00:44:28
naver_search,123010,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:28
deepsearch_news,368970,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:28
google_news_rss,368970,success,success,5,,2026-09-04 00:44:29
gdelt,368970,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-09-04 00:44:29
naver_search,368970,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:29
deepsearch_news,016610,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:29
google_news_rss,016610,success,success,5,,2026-09-04 00:44:29
gdelt,016610,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-09-04 00:44:29
naver_search,016610,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:29
deepsearch_news,030210,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:29
google_news_rss,030210,success,success,5,,2026-09-04 00:44:29
gdelt,030210,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-09-04 00:44:29
naver_search,030210,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:29
deepsearch_news,340810,skipped_missing_credentials,skipped_missing_credentials,0,,2026-09-04 00:44:29
google_news_rss,340810,success,success,5,,2026-09-04 00:44:30
