source_provider,query,status,provider_status,item_count,error_message,updated_at
deepsearch_news,419540,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:46:49
google_news_rss,419540,success,success,5,,2026-08-18 22:46:50
gdelt,419540,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-18 22:46:56
naver_search,419540,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:46:56
deepsearch_news,전방,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:46:56
google_news_rss,전방,success,success,5,,2026-08-18 22:46:56
gdelt,전방,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-18 22:47:02
naver_search,전방,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:02
deepsearch_news,206400,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:02
google_news_rss,206400,success,success,5,,2026-08-18 22:47:03
gdelt,206400,failed,failed,0,<urlopen error _ssl.c:999: The handshake operation timed out>,2026-08-18 22:47:09
naver_search,206400,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:09
deepsearch_news,351320,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:09
google_news_rss,351320,success,success,5,,2026-08-18 22:47:09
gdelt,351320,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:09
naver_search,351320,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:09
deepsearch_news,064800,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:09
google_news_rss,064800,success,success,5,,2026-08-18 22:47:09
gdelt,064800,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:09
naver_search,064800,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:09
deepsearch_news,089140,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:09
google_news_rss,089140,success,success,5,,2026-08-18 22:47:09
gdelt,089140,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:09
naver_search,089140,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:09
deepsearch_news,241840,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:09
google_news_rss,241840,success,success,5,,2026-08-18 22:47:10
gdelt,241840,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:10
naver_search,241840,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:10
deepsearch_news,티와이홀딩스,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:10
google_news_rss,티와이홀딩스,success,success,5,,2026-08-18 22:47:10
gdelt,티와이홀딩스,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:10
naver_search,티와이홀딩스,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:10
deepsearch_news,040910,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:10
google_news_rss,040910,success,success,5,,2026-08-18 22:47:10
gdelt,040910,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:10
naver_search,040910,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:10
deepsearch_news,348340,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:10
google_news_rss,348340,success,success,5,,2026-08-18 22:47:11
gdelt,348340,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:11
naver_search,348340,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:11
deepsearch_news,109070,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:11
google_news_rss,109070,success,success,5,,2026-08-18 22:47:11
gdelt,109070,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:11
naver_search,109070,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:11
deepsearch_news,383800,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:11
google_news_rss,383800,success,success,5,,2026-08-18 22:47:11
gdelt,383800,skipped_after_repeated_failures,skipped_after_repeated_failures,0,Provider disabled for this run after repeated failures.,2026-08-18 22:47:11
naver_search,383800,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:11
deepsearch_news,049950,skipped_missing_credentials,skipped_missing_credentials,0,,2026-08-18 22:47:11
