stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason
114450,2026-07-29,2026-07-29,2026-07-29,2026-07-29,BUY_CANDIDATE,positive,76.18,76.18,76.18,97.01,97.01,0,70.75,5.65,3,4.22,0.0,0.0,2.0,0.0,0,3,76.18,v2_conservative_ranker,price_momentum,2175.0,-0.029,0.1154,0.1643,2161.0,1944.6,2.1299,0.0352,pykrx,,,,,,2,2,0,data/raw/price_114450_20260331_20260729.csv,1,True,Top 20 by conservative v2 price signal score
121440,2026-07-29,2026-07-29,2026-07-29,2026-07-29,WATCHLIST,neutral_positive,73.46,73.46,73.46,96.11,99.11,-3,65.71,7.0,3,0.25,0.0,0.0,0.0,0.0,2,0,73.46,v2_conservative_ranker,strong_price_momentum,6680.0,0.003,0.0045,0.0075,6666.0,6654.5,2.4157,0.0021,unknown,골프존홀딩스,골프존홀딩스,disclosure_violation,,,,,,data/raw/price_121440_20260629_20260729.csv,2,True,Top 20 by conservative v2 price signal score
004780,2026-07-29,2026-07-29,2026-07-29,2026-07-29,WATCHLIST,neutral_positive,66.83,66.83,66.83,80.32,84.32,-4,63.67,3.61,3,1.74,0.0,0.0,0.0,4.7,0,3,66.83,v2_conservative_ranker,price_momentum,4090.0,-0.0085,0.0487,0.0514,4081.0,3944.0,1.7211,0.0145,pykrx,,,,low_attention,risk_noise_detected,,,,data/raw/price_004780_20260331_20260729.csv,3,True,Top 20 by conservative v2 price signal score
253450,2026-07-29,2026-07-29,2026-07-29,2026-07-29,WATCHLIST,neutral_positive,61.49,61.49,61.49,69.29,69.29,0,55.74,3.61,3,3.86,0.0,0.0,0.0,0.0,0,3,61.49,v2_conservative_ranker,price_momentum,20500.0,-0.0215,0.0406,-0.0376,20890.0,21083.0,1.722,0.0322,pykrx,,,,,,,,,data/raw/price_253450_20260331_20260729.csv,4,True,Top 20 by conservative v2 price signal score
018470,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,59.77,59.77,59.77,100.36,100.36,0,67.04,0.0,3,4.27,0.0,5.0,2.0,0.0,0,1,59.77,v2_conservative_ranker,price_momentum,1034.0,0.0444,0.154,0.0583,968.2,926.6,4.7739,0.0356,pykrx,,,,,,2,2,0,data/raw/price_018470_20260331_20260729.csv,5,True,Top 20 by conservative v2 price signal score
005710,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,57.18,57.18,57.18,84.83,84.83,0,58.67,3.0,3,2.5,0.0,4.0,1.0,0.0,0,0,57.18,v2_conservative_ranker,price_momentum,10700.0,-0.0111,0.0094,0.021,10824.0,10588.5,2.82,0.0208,pykrx,,,,,,1,1,0,data/raw/price_005710_20260331_20260729.csv,6,True,Top 20 by conservative v2 price signal score
340810,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,56.81,56.81,56.81,71.99,75.99,-4,64.47,0.0,2,4.96,0.0,0.0,0.0,4.7,0,0,56.81,v2_conservative_ranker,price_momentum,2720.0,-0.0109,0.0946,0.099,2622.0,2422.75,0.951,0.0413,pykrx,,,,low_attention,risk_noise_detected,,,,data/raw/price_340810_20260331_20260729.csv,7,True,Top 20 by conservative v2 price signal score
018260,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,56.69,56.69,56.69,74.71,74.71,0,58.85,2.68,3,5.84,0.0,0.0,2.0,0.0,0,0,56.69,v2_conservative_ranker,price_momentum,197300.0,-0.016,0.0066,0.0341,208560.0,198635.0,1.5356,0.0487,pykrx,,,,,,2,2,0,data/raw/price_018260_20260331_20260729.csv,8,True,Top 20 by conservative v2 price signal score
290270,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,56.13,56.13,56.13,83.2,83.2,0,57.47,3.0,3,3.34,0.0,4.0,1.0,0.0,0,1,56.13,v2_conservative_ranker,price_momentum,2535.0,-0.0488,0.016,-0.0324,2657.0,2638.0,3.4664,0.0278,pykrx,,,,,,1,1,0,data/raw/price_290270_20260331_20260729.csv,9,True,Top 20 by conservative v2 price signal score
340570,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,55.12,55.12,55.12,68.2,68.2,0,60.21,0.0,2,5.09,0.0,0.0,2.0,0.0,0,0,55.12,v2_conservative_ranker,price_momentum,54900.0,-0.0402,0.0765,-0.0126,56860.0,53630.0,0.9038,0.0424,pykrx,,,,,,2,2,0,data/raw/price_340570_20260331_20260729.csv,10,True,Top 20 by conservative v2 price signal score
008930,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,54.82,54.82,54.82,69.55,69.55,0,57.85,0.0,2,3.02,0.0,0.0,2.0,0.0,0,0,54.82,v2_conservative_ranker,price_momentum,33550.0,-0.0118,0.009,0.1128,34390.0,32862.5,0.9223,0.0252,pykrx,,,,,,2,2,0,data/raw/price_008930_20260331_20260729.csv,11,True,Top 20 by conservative v2 price signal score
006060,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,53.66,53.66,53.66,67.36,67.36,0,50.14,5.65,3,2.14,0.0,0.0,3.0,0.0,0,0,53.66,v2_conservative_ranker,price_momentum,2370.0,-0.0186,-0.0104,-0.052,2438.0,2431.75,2.1305,0.0178,pykrx,,,,,,3,3,0,data/raw/price_006060_20260331_20260729.csv,12,True,Top 20 by conservative v2 price signal score
230360,2026-06-29,2026-06-29,2026-06-29,2026-07-29,HOLD,neutral,52.98,52.98,52.98,59.98,59.98,0,53.0,0.0,0,0.02,0.0,0.0,0.0,0.0,0,0,52.98,v2_conservative_ranker,price_momentum,16000.0,0.0,0.0,0.0,16000.0,16000.5,0.0,0.0002,pykrx,,,,,,,,,data/raw/price_230360_20260331_20260729.csv,13,True,Top 20 by conservative v2 price signal score
018700,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,52.46,52.46,52.46,78.2,78.2,0,67.0,-2.0,2,10.0,0.0,4.54,0.0,0.0,0,0,52.46,v2_conservative_ranker,price_momentum,1366.0,-0.0461,0.1616,0.2407,1520.8,1232.9,0.2004,0.1054,pykrx,,,,,,,,,data/raw/price_018700_20260331_20260729.csv,14,True,Top 20 by conservative v2 price signal score
001630,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,50.88,50.88,50.88,57.27,57.27,0,47.03,3.28,3,2.44,0.0,0.0,0.0,0.0,0,0,50.88,v2_conservative_ranker,neutral,37350.0,-0.0223,-0.004,-0.0448,38610.0,39052.5,1.6569,0.0203,pykrx,,,,,,,,,data/raw/price_001630_20260331_20260729.csv,15,True,Top 20 by conservative v2 price signal score
017810,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,49.88,49.88,49.88,68.89,71.89,-3,51.53,3.0,3,1.66,0.0,4.0,0.0,0.0,2,0,49.88,v2_conservative_ranker,price_momentum,8710.0,-0.008,0.0011,-0.045,8872.0,9026.0,2.5681,0.0138,unknown,풀무원,풀무원,paid_in_capital_increase,,,,,,data/raw/price_017810_20260629_20260729.csv,16,True,Top 20 by conservative v2 price signal score
023760,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,49.88,49.88,49.88,56.95,56.95,0,44.36,4.97,3,2.46,0.0,0.0,0.0,0.0,0,0,49.88,v2_conservative_ranker,neutral,670.0,0.006,-0.0387,-0.0219,690.2,703.8,1.9946,0.0205,pykrx,,,,,,,,,data/raw/price_023760_20260331_20260729.csv,17,True,Top 20 by conservative v2 price signal score
309930,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,49.43,49.43,49.43,68.95,68.95,0,61.83,-2.0,2,8.4,0.0,1.0,3.0,0.0,0,0,49.43,v2_conservative_ranker,price_momentum,835.0,-0.02,0.0283,0.3254,818.0,814.1,0.5195,0.07,pykrx,,,,,,3,3,0,data/raw/price_309930_20260331_20260729.csv,18,True,Top 20 by conservative v2 price signal score
368970,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,49.11,49.11,49.11,58.75,58.75,0,49.7,3.26,3,6.85,0.0,0.0,0.0,0.0,0,0,49.11,v2_conservative_ranker,neutral,2145.0,-0.0509,-0.036,0.123,2222.0,2244.55,1.652,0.0571,pykrx,,,,,,,,,data/raw/price_368970_20260331_20260729.csv,19,True,Top 20 by conservative v2 price signal score
038530,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,49.06,49.06,49.06,55.57,55.57,0,53.43,0.0,2,6.37,0.0,0.0,0.0,0.0,0,0,49.06,v2_conservative_ranker,neutral,804.0,0.0308,0.0565,-0.0348,807.2,823.85,0.8287,0.0531,pykrx,,,,,,,,,data/raw/price_038530_20260331_20260729.csv,20,True,Top 20 by conservative v2 price signal score
084870,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,48.75,48.75,48.75,56.12,56.12,0,45.72,3.55,3,3.52,0.0,0.0,0.0,0.0,0,0,48.75,v2_conservative_ranker,neutral,1849.0,-0.0005,-0.0345,0.0049,1871.4,1920.65,1.7092,0.0293,pykrx,,,,,,,,,data/raw/price_084870_20260331_20260729.csv,21,False,Broad evaluation pool candidate
053580,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,48.15,48.15,48.15,59.76,59.76,0,44.65,5.24,3,3.73,0.0,0.0,2.0,0.0,0,1,48.15,v2_conservative_ranker,price_momentum,5920.0,-0.0528,-0.0588,-0.0706,6394.0,6247.5,2.0471,0.0311,pykrx,,,,,,2,2,0,data/raw/price_053580_20260331_20260729.csv,22,False,Broad evaluation pool candidate
036630,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,47.78,47.78,47.78,57.94,57.94,0,60.71,-2.0,2,10.0,0.0,2.93,0.0,0.0,0,0,47.78,v2_conservative_ranker,neutral,6920.0,-0.0226,0.0796,0.1072,6972.0,7190.5,0.1037,0.0893,pykrx,,,,,,,,,data/raw/price_036630_20260331_20260729.csv,23,False,Broad evaluation pool candidate
008470,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,47.77,47.77,47.77,55.63,55.63,0,53.5,-2.0,2,4.73,0.0,0.0,1.0,0.0,0,0,47.77,v2_conservative_ranker,neutral,1720.0,-0.0149,-0.0058,0.1451,1734.4,1701.85,0.1489,0.0394,pykrx,,,,,,1,1,0,data/raw/price_008470_20260331_20260729.csv,24,False,Broad evaluation pool candidate
009540,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,47.47,47.47,47.47,59.44,59.44,0,46.27,4.02,3,4.81,0.0,0.0,2.0,0.0,0,1,47.47,v2_conservative_ranker,price_momentum,335000.0,-0.0537,-0.0523,-0.0429,364100.0,351175.0,1.8034,0.0401,pykrx,,,,,,2,2,0,data/raw/price_009540_20260331_20260729.csv,25,False,Broad evaluation pool candidate
134790,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,46.83,46.83,46.83,53.86,53.86,0,48.65,-2.0,2,1.82,0.0,0.0,0.0,0.0,0,0,46.83,v2_conservative_ranker,neutral,19150.0,-0.0093,-0.0144,0.0312,19372.0,19243.5,0.544,0.0152,pykrx,,,,,,,,,data/raw/price_134790_20260331_20260729.csv,26,False,Broad evaluation pool candidate
290720,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,46.79,46.79,46.79,60.03,60.03,0,53.37,-2.0,2,4.58,0.0,0.0,2.0,0.0,0,0,46.79,v2_conservative_ranker,neutral,3020.0,0.0,-0.0163,0.3074,3114.0,3043.0,0.5805,0.0382,pykrx,,,,,,2,2,0,data/raw/price_290720_20260331_20260729.csv,27,False,Broad evaluation pool candidate
024720,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,46.63,46.63,46.63,77.29,77.29,0,53.85,0.0,3,3.22,0.0,4.0,3.0,0.0,0,0,46.63,v2_conservative_ranker,price_momentum,8330.0,-0.0223,-0.0177,0.0748,8616.0,8498.0,3.836,0.0268,pykrx,,,,,,3,3,0,data/raw/price_024720_20260331_20260729.csv,28,False,Broad evaluation pool candidate
000760,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,45.56,45.56,45.56,53.29,53.29,0,50.99,-2.0,2,5.44,0.0,0.0,0.0,0.0,0,0,45.56,v2_conservative_ranker,neutral,11640.0,-0.0324,0.0166,0.0095,12166.0,12166.5,0.6144,0.0453,pykrx,,,,,,,,,data/raw/price_000760_20260331_20260729.csv,29,False,Broad evaluation pool candidate
185750,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,45.36,45.36,45.36,47.69,47.69,0,43.92,0.58,3,2.15,0.0,0.0,0.0,0.0,0,0,45.36,v2_conservative_ranker,neutral,65600.0,-0.0281,-0.0076,-0.0091,67560.0,68215.0,1.1164,0.0179,pykrx,,,,,,,,,data/raw/price_185750_20260331_20260729.csv,30,False,Broad evaluation pool candidate
038680,2026-07-29,2026-07-29,2026-07-29,2026-07-29,HOLD,neutral,45.28,45.28,45.28,54.19,54.19,0,48.96,-2.0,2,3.68,0.0,0.0,0.0,0.0,0,0,45.28,v2_conservative_ranker,neutral,3325.0,-0.039,-0.0264,0.0743,3471.0,3298.0,0.6971,0.0307,pykrx,,,,,,,,,data/raw/price_038680_20260331_20260729.csv,31,False,Broad evaluation pool candidate
