stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason
038680,2026-07-22,2026-07-22,2026-07-22,2026-07-22,WATCHLIST,neutral_positive,71.25,71.25,71.25,85.82,85.82,0,66.3,3.21,3,4.26,0.0,0.0,1.0,0.0,0,4,71.25,v2_conservative_ranker,price_momentum,3415.0,-0.013,0.0412,0.1479,3393.0,3189.0,1.6419,0.0355,pykrx,,,,,,1,1,0,data/raw/price_038680_20260324_20260722.csv,1,True,Top 20 by conservative v2 price signal score
053580,2026-07-22,2026-07-22,2026-07-22,2026-07-22,WATCHLIST,neutral_positive,68.66,68.66,68.66,81.95,81.95,0,63.77,2.66,3,3.78,0.0,0.0,0.0,0.0,0,3,68.66,v2_conservative_ranker,price_momentum,6290.0,0.0311,0.0414,0.0752,6202.0,6177.5,1.5328,0.0315,pykrx,,,,medium_attention,no_risk_noise,,,,data/raw/price_053580_20260324_20260722.csv,2,True,Top 20 by conservative v2 price signal score
004380,2026-07-22,2026-07-22,2026-07-22,2026-07-22,WATCHLIST,neutral_positive,67.81,67.81,67.81,78.24,78.24,0,61.17,5.15,3,4.51,0.0,0.0,0.0,0.0,0,3,67.81,v2_conservative_ranker,price_momentum,8240.0,0.0236,0.0957,0.0049,7892.0,7975.5,2.0304,0.0376,pykrx,,,,,,,,,data/raw/price_004380_20260324_20260722.csv,3,True,Top 20 by conservative v2 price signal score
114450,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,59.96,59.96,59.96,71.47,71.47,0,61.29,0.0,3,4.33,0.0,0.0,0.0,0.0,0,0,59.96,v2_conservative_ranker,price_momentum,1950.0,0.0109,0.0679,0.0428,1947.6,1858.0,1.0246,0.0361,unknown,그린생명과학,그린생명과학,major_shareholder_change,,,,,,data/raw/price_114450_20260622_20260722.csv,4,True,Top 20 by conservative v2 price signal score
008930,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,59.9,59.9,59.9,74.64,74.64,0,62.74,0.0,2,4.84,0.0,0.0,1.0,0.0,0,1,59.9,v2_conservative_ranker,price_momentum,33250.0,0.0076,0.0374,0.2157,32760.0,31340.0,0.8217,0.0403,pykrx,,,,,,1,1,0,data/raw/price_008930_20260324_20260722.csv,5,True,Top 20 by conservative v2 price signal score
134790,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,57.34,57.34,57.34,72.21,72.21,0,60.4,0.0,2,3.06,0.0,0.0,2.0,0.0,0,0,57.34,v2_conservative_ranker,price_momentum,19430.0,0.0031,0.0216,0.1497,19218.0,18649.0,0.853,0.0255,pykrx,,,,,,2,2,0,data/raw/price_134790_20260324_20260722.csv,6,True,Top 20 by conservative v2 price signal score
159910,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,55.88,55.88,55.88,66.1,70.1,-4,58.22,2.08,3,5.72,0.0,0.0,0.0,4.7,0,3,55.88,v2_conservative_ranker,price_momentum,3230.0,0.0556,0.0254,0.0767,3125.0,3055.0,1.4162,0.0477,pykrx,,,,low_attention,risk_noise_detected,,,,data/raw/price_159910_20260324_20260722.csv,7,True,Top 20 by conservative v2 price signal score
005710,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,54.89,54.89,54.89,66.96,66.96,0,58.58,-2.0,2,2.69,0.0,0.0,1.0,0.0,0,0,54.89,v2_conservative_ranker,price_momentum,10600.0,-0.0176,0.0413,0.0413,10552.0,10450.0,0.5015,0.0224,pykrx,,,,,,1,1,0,data/raw/price_005710_20260324_20260722.csv,8,True,Top 20 by conservative v2 price signal score
024720,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,54.45,54.45,54.45,70.77,70.77,0,61.17,-2.0,2,3.72,0.0,0.0,3.0,0.0,0,0,54.45,v2_conservative_ranker,price_momentum,8480.0,0.0047,0.0279,0.1537,8446.0,8243.0,0.5654,0.031,pykrx,,,,,,3,3,0,data/raw/price_024720_20260324_20260722.csv,9,True,Top 20 by conservative v2 price signal score
040910,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,53.51,53.51,53.51,65.22,65.22,0,59.67,-2.0,2,4.16,0.0,0.0,2.0,0.0,0,0,53.51,v2_conservative_ranker,price_momentum,4060.0,-0.0012,0.0628,0.0112,4028.0,3995.25,0.3079,0.0347,pykrx,,,,,,2,2,0,data/raw/price_040910_20260324_20260722.csv,10,True,Top 20 by conservative v2 price signal score
009540,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,51.68,51.68,51.68,59.8,59.8,0,55.94,-2.0,2,4.26,0.0,0.0,0.0,0.0,0,0,51.68,v2_conservative_ranker,neutral,353500.0,0.0459,0.081,-0.0302,344100.0,349800.0,0.7931,0.0355,pykrx,,,,,,,,,data/raw/price_009540_20260324_20260722.csv,11,True,Top 20 by conservative v2 price signal score
009810,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,51.64,51.64,51.64,66.84,66.84,0,59.54,-2.0,2,6.48,1.43,0.0,0.0,0.0,0,0,51.64,v2_conservative_ranker,price_momentum,1969.0,0.0819,0.0239,0.1187,1929.2,1874.1,0.6517,0.054,pykrx,,,,,,,,,data/raw/price_009810_20260324_20260722.csv,12,True,Top 20 by conservative v2 price signal score
322780,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,51.0,51.0,51.0,73.43,73.43,0,67.0,-2.0,2,10.0,0.0,6.0,0.0,0.0,0,0,51.0,v2_conservative_ranker,price_momentum,2200.0,-0.0135,0.1,0.2724,2146.4,1950.85,0.2389,0.1712,pykrx,,,,,,,,,data/raw/price_322780_20260324_20260722.csv,13,True,Top 20 by conservative v2 price signal score
340810,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,50.47,50.47,50.47,90.17,94.17,-4,66.7,0.0,3,6.53,0.0,8.0,0.0,4.7,0,0,50.47,v2_conservative_ranker,price_momentum,2485.0,0.0597,0.1119,0.0485,2368.0,2363.0,6.8888,0.0544,pykrx,,,,low_attention,risk_noise_detected,,,,data/raw/price_340810_20260324_20260722.csv,14,True,Top 20 by conservative v2 price signal score
106240,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,50.07,50.07,50.07,64.69,68.69,-4,62.54,-2.0,2,7.51,0.0,0.26,0.0,4.7,0,0,50.07,v2_conservative_ranker,price_momentum,1315.0,0.0061,0.0354,0.2086,1324.6,1239.2,0.2353,0.0626,pykrx,,,,low_attention,risk_noise_detected,,,,data/raw/price_106240_20260324_20260722.csv,15,True,Top 20 by conservative v2 price signal score
036530,2026-07-22,2026-07-22,2026-07-22,2026-07-22,HOLD,neutral,49.77,49.77,49.77,64.34,64.34,0,55.11,-2.0,2,3.35,0.0,0.0,2.0,0.0,0,0,49.77,v2_conservative_ranker,price_momentum,49450.0,-0.0342,0.0154,0.0164,51170.0,50065.0,0.7956,0.0279,pykrx,,,,,,2,2,0,data/raw/price_036530_20260324_20260722.csv,16,True,Top 20 by conservative v2 price signal score
