generated_at,evaluation_rows_after_deduplication,raw_evaluated_count,raw_success_count,raw_failure_count,raw_success_rate,selected_raw_evaluated_count,selected_raw_success_rate,non_selected_raw_evaluated_count,non_selected_raw_success_rate,benchmark_adjusted_evaluated_count,benchmark_adjusted_success_count,benchmark_adjusted_failure_count,benchmark_adjusted_success_rate,benchmark_adjusted_coverage_rate,selected_benchmark_adjusted_evaluated_count,selected_benchmark_adjusted_success_rate,non_selected_benchmark_adjusted_evaluated_count,non_selected_benchmark_adjusted_success_rate,close_t1_success_rate,close_t3_success_rate,close_t5_success_rate,excess_t1_success_rate,excess_t3_success_rate,excess_t5_success_rate,avg_close_t1_return,avg_excess_t1_return,candidate_count_bucket_findings,selected_edge_status,diagnosis_label,public_metric_recommendation
2026-08-24 22:50:48,83516,39789,16885,22904,42.44,3821,50.27,35968,41.6,35501,18548,16953,52.25,89.22,3641,53.39,31860,52.12,44.71,48.23,49.4,47.19,49.57,48.51,0.0031,-0.0018,200+: 42.44% (39789 eval),selected_group_leads,market_relative_signal_only,selected_group_benchmark_adjusted_success_rate
