collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-07-23 03:21:11,Sherwood Snacks,1,🏋️‍♂️ Weight-Loss Wars,https://sherwood.news/snacks/newsletters/weight-loss-wars/,ai_semiconductor,11,5,5,17,4106
2026-07-23 03:21:11,Sherwood Snacks,2,"⚔️ Sing In Me, O Muse, Of AMC",https://sherwood.news/snacks/newsletters/sing-in-me-o-muse-of-amc/,ai_semiconductor,17,5,1,24,4994
2026-07-23 03:21:11,Sherwood Snacks,3,Is Kimi K3 the next DeepSeek Moment,https://sherwood.news/snacks/newsletters/is-kimi-k3-the-next-deepseek-moment/,ai_semiconductor,34,6,2,35,6000
