collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-08-29 12:42:03,Sherwood Snacks,1,⛈️ Any airport in a storm,https://sherwood.news/snacks/newsletters/any-airport-in-a-storm/,ai_semiconductor,23,2,2,30,4966
2026-08-29 12:42:03,Sherwood Snacks,2,🤯 Nvidia's bombshell earnings call,https://sherwood.news/snacks/newsletters/nvidias-bombshell-earnings-call/,ai_semiconductor,17,3,5,23,5064
2026-08-29 12:42:04,Sherwood Snacks,3,🥃 Canada’s liquid leverage,https://sherwood.news/snacks/newsletters/canadas-liquid-leverage/,ai_semiconductor,10,0,2,17,4646
