stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
008470,2026-08-03,2050.0,0.0638,0.1714,0.3269,1836.6,1760.75,0.414,0.0462,4,strong_price_momentum,pykrx,data/raw/price_008470_20260405_20260803.csv
005710,2026-08-03,11360.0,0.008,0.0432,0.0627,10964.0,10649.0,0.8568,0.0239,4,strong_price_momentum,pykrx,data/raw/price_005710_20260405_20260803.csv
024720,2026-08-03,9130.0,0.019,0.034,0.0592,8726.0,8582.5,0.43,0.0258,4,strong_price_momentum,pykrx,data/raw/price_024720_20260405_20260803.csv
008930,2026-08-03,36050.0,0.0056,0.0155,0.1336,34830.0,33510.0,0.8014,0.0263,4,strong_price_momentum,pykrx,data/raw/price_008930_20260405_20260803.csv
121440,2026-08-03,6670.0,0.0,0.0015,0.0045,6672.0,6660.0,0.7698,0.002,4,strong_price_momentum,pykrx,data/raw/price_121440_20260405_20260803.csv
142760,2026-08-03,462.0,0.1938,0.2623,0.2353,394.6,393.0,3.2318,0.07,3,price_momentum,pykrx,data/raw/price_142760_20260405_20260803.csv
475400,2026-08-03,19950.0,0.0674,0.215,0.1158,17286.0,16423.0,2.809,0.0912,3,price_momentum,pykrx,data/raw/price_475400_20260405_20260803.csv
236810,2026-08-03,1381.0,0.1255,0.2019,0.2681,1193.2,1074.4,4.5154,0.0736,3,price_momentum,pykrx,data/raw/price_236810_20260405_20260803.csv
309930,2026-08-03,939.0,-0.1487,0.1451,0.3688,915.6,857.65,3.491,0.0937,3,price_momentum,pykrx,data/raw/price_309930_20260405_20260803.csv
119850,2026-08-03,42000.0,0.1475,0.123,0.5108,33790.0,33217.5,1.8966,0.1157,3,price_momentum,pykrx,data/raw/price_119850_20260405_20260803.csv
080420,2026-08-03,1475.0,0.0446,0.087,0.0634,1387.8,1379.4,2.9835,0.0243,3,price_momentum,pykrx,data/raw/price_080420_20260405_20260803.csv
223220,2026-08-03,339.0,-0.0145,0.356,0.0,323.6,306.95,0.2113,0.1287,2,price_momentum,unknown,data/raw/price_223220_20260704_20260803.csv
071950,2026-08-03,2040.0,0.1039,0.3094,0.1099,1646.0,1840.0,1.7179,0.1308,2,price_momentum,pykrx,data/raw/price_071950_20260405_20260803.csv
340810,2026-08-03,3210.0,0.0078,0.249,0.297,2967.0,2519.75,1.0721,0.0475,2,price_momentum,pykrx,data/raw/price_340810_20260405_20260803.csv
115530,2026-08-03,2120.0,0.0144,0.1661,0.1361,1938.0,1853.05,0.4393,0.0522,2,price_momentum,pykrx,data/raw/price_115530_20260405_20260803.csv
038530,2026-08-03,951.0,0.0626,0.1555,0.1612,855.0,834.7,1.3366,0.0569,2,price_momentum,pykrx,data/raw/price_038530_20260405_20260803.csv
332290,2026-08-03,856.0,-0.0284,0.1031,0.0607,828.2,798.65,0.4488,0.0432,2,price_momentum,pykrx,data/raw/price_332290_20260405_20260803.csv
000760,2026-08-03,13350.0,-0.0255,0.0723,0.1228,12522.0,12349.0,0.9011,0.057,2,price_momentum,pykrx,data/raw/price_000760_20260405_20260803.csv
066430,2026-08-03,2105.0,0.0499,0.0691,-0.1118,1970.4,2061.0,1.7562,0.0955,2,price_momentum,pykrx,data/raw/price_066430_20260405_20260803.csv
199290,2026-08-03,389.0,0.1408,0.0687,-0.0275,381.8,365.0,1.2941,0.1084,2,price_momentum,pykrx,data/raw/price_199290_20260405_20260803.csv
106240,2026-08-03,1299.0,0.0683,0.0561,0.0484,1197.4,1274.7,1.9892,0.0472,2,price_momentum,pykrx,data/raw/price_106240_20260405_20260803.csv
018470,2026-08-03,1013.0,-0.0461,0.0552,0.0963,1022.0,938.75,0.7074,0.0327,2,price_momentum,pykrx,data/raw/price_018470_20260405_20260803.csv
028100,2026-08-03,17380.0,-0.0011,0.0426,0.0,16906.0,15974.0,1.4729,0.0388,2,price_momentum,unknown,data/raw/price_028100_20260704_20260803.csv
403490,2026-08-03,518.0,0.1021,0.0402,0.0,469.0,498.25,2.075,0.0521,2,price_momentum,unknown,data/raw/price_403490_20260704_20260803.csv
012160,2026-08-03,2380.0,0.0106,0.0348,0.6268,2370.0,2206.4,0.1343,0.0714,2,price_momentum,pykrx,data/raw/price_012160_20260405_20260803.csv
009810,2026-08-03,1940.0,0.0031,0.0259,0.0157,1912.4,1897.4,1.2024,0.0469,2,price_momentum,pykrx,data/raw/price_009810_20260405_20260803.csv
144510,2026-08-03,13560.0,0.015,0.0188,-0.0674,13068.0,13374.5,1.6445,0.0301,2,price_momentum,pykrx,data/raw/price_144510_20260405_20260803.csv
340360,2026-08-03,840.0,0.0909,0.0169,0.1141,773.2,768.25,0.7535,0.081,2,price_momentum,pykrx,data/raw/price_340360_20260405_20260803.csv
159910,2026-08-03,3180.0,-0.0063,0.0127,0.0798,3153.0,3140.25,0.2349,0.0419,2,price_momentum,pykrx,data/raw/price_159910_20260405_20260803.csv
060230,2026-08-03,1556.0,0.1621,0.0097,0.0,1396.0,1287.45,0.477,0.1004,2,price_momentum,unknown,data/raw/price_060230_20260704_20260803.csv
230360,2026-06-29,16000.0,0.0,0.0,0.0,16000.0,16000.5,0.0,0.0002,2,price_momentum,pykrx,data/raw/price_230360_20260405_20260803.csv
099750,2026-08-03,6360.0,-0.0436,-0.0715,-0.0031,6436.0,6317.5,2.5479,0.0319,2,price_momentum,pykrx,data/raw/price_099750_20260405_20260803.csv
179530,2026-08-03,2085.0,0.0271,0.1596,0.0373,1889.6,1954.5,0.4537,0.0492,1,neutral,pykrx,data/raw/price_179530_20260405_20260803.csv
419540,2026-08-03,2860.0,0.0612,0.0813,-0.1346,2584.0,2961.25,0.5376,0.0513,1,neutral,pykrx,data/raw/price_419540_20260405_20260803.csv
373200,2026-08-03,1703.0,0.0302,0.0711,-0.3693,1606.8,1862.35,0.1509,0.0841,1,neutral,pykrx,data/raw/price_373200_20260405_20260803.csv
084870,2026-08-03,1995.0,-0.0172,0.0674,0.0189,1924.8,1932.2,1.0545,0.0325,1,neutral,pykrx,data/raw/price_084870_20260405_20260803.csv
082270,2026-08-03,11170.0,0.0972,0.0669,-0.0202,9986.0,10392.5,1.3871,0.046,1,neutral,pykrx,data/raw/price_082270_20260405_20260803.csv
032800,2026-08-03,1558.0,0.0387,0.0657,-0.2249,1509.2,1555.2,0.2716,0.0599,1,neutral,pykrx,data/raw/price_032800_20260405_20260803.csv
460940,2026-08-03,4690.0,0.0732,0.048,0.0108,4185.0,4284.75,1.4274,0.067,1,neutral,pykrx,data/raw/price_460940_20260405_20260803.csv
071200,2026-08-03,8680.0,0.0918,0.0433,0.2802,7890.0,8188.0,0.435,0.0501,1,neutral,pykrx,data/raw/price_071200_20260405_20260803.csv
200230,2026-08-03,2125.0,-0.0207,0.0391,0.0143,1998.8,2120.7,0.261,0.0943,1,neutral,pykrx,data/raw/price_200230_20260405_20260803.csv
040910,2026-08-03,4175.0,0.0321,0.0386,0.0271,3920.0,3950.5,0.308,0.0374,1,neutral,pykrx,data/raw/price_040910_20260405_20260803.csv
468530,2026-08-03,21250.0,0.1474,0.0366,-0.1996,18174.0,21938.5,1.3242,0.0941,1,neutral,pykrx,data/raw/price_468530_20260405_20260803.csv
403550,2026-08-03,10020.0,0.0256,0.0277,-0.0773,9736.0,9931.0,0.94,0.027,1,neutral,pykrx,data/raw/price_403550_20260405_20260803.csv
255220,2026-08-03,1220.0,0.0295,0.0269,0.0,1140.8,1261.95,0.311,0.0449,1,neutral,unknown,data/raw/price_255220_20260704_20260803.csv
