source_provider,query,status,item_count,error_message,updated_at
google_news_rss,114450,success,5,,2026-07-29 23:18:11
google_news_rss,골프존홀딩스,success,5,,2026-07-29 23:18:11
google_news_rss,004780,success,5,,2026-07-29 23:18:12
google_news_rss,253450,success,5,,2026-07-29 23:18:12
google_news_rss,018470,success,5,,2026-07-29 23:18:12
google_news_rss,005710,success,5,,2026-07-29 23:18:13
google_news_rss,340810,success,5,,2026-07-29 23:18:13
google_news_rss,018260,success,5,,2026-07-29 23:18:13
google_news_rss,290270,success,5,,2026-07-29 23:18:13
google_news_rss,340570,success,5,,2026-07-29 23:18:14
google_news_rss,008930,success,5,,2026-07-29 23:18:14
google_news_rss,006060,success,5,,2026-07-29 23:18:14
google_news_rss,230360,success,5,,2026-07-29 23:18:15
google_news_rss,018700,success,5,,2026-07-29 23:18:15
google_news_rss,001630,success,5,,2026-07-29 23:18:15
google_news_rss,풀무원,success,5,,2026-07-29 23:18:16
google_news_rss,023760,success,5,,2026-07-29 23:18:16
google_news_rss,309930,success,5,,2026-07-29 23:18:16
google_news_rss,368970,success,5,,2026-07-29 23:18:16
google_news_rss,038530,success,5,,2026-07-29 23:18:17
