stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_score_base,supplementary_score,signal_label,close,return_1d,return_5d,return_20d,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,source_file,candidate_rank,selected_pick,selection_reason
012160,2026-07-20,2026-07-20,2026-07-20,2026-07-20,BUY_CANDIDATE,positive,103.0,103.0,103.0,103.0,0,price_momentum,2425.0,0.0125,0.2316,0.2899,3.3785,0.0868,pykrx,,,,,,data/raw/price_012160_20260322_20260720.csv,1,True,Top 20 by final price signal score
465770,2026-07-20,2026-07-20,2026-07-20,2026-07-20,BUY_CANDIDATE,positive,94.08,94.08,94.08,94.08,0,price_momentum,4140.0,0.2998,1.1187,0.7655,1.5126,0.1347,pykrx,,,,,,data/raw/price_465770_20260322_20260720.csv,2,True,Top 20 by final price signal score
322780,2026-07-20,2026-07-20,2026-07-20,2026-07-20,WATCHLIST,neutral_positive,64.76,64.76,64.76,64.76,0,price_momentum,2070.0,-0.0738,0.238,-0.0697,0.2074,0.1763,pykrx,,,,,,data/raw/price_322780_20260322_20260720.csv,3,True,Top 20 by final price signal score
368970,2026-07-20,2026-07-20,2026-07-20,2026-07-20,WATCHLIST,neutral_positive,63.95,63.95,63.95,63.95,0,price_momentum,2280.0,-0.013,0.0066,0.1771,0.405,0.0911,pykrx,,,,,,data/raw/price_368970_20260322_20260720.csv,4,True,Top 20 by final price signal score
263800,2026-07-20,2026-07-20,2026-07-20,2026-07-20,WATCHLIST,neutral_positive,62.31,62.31,62.31,62.31,0,price_momentum,5600.0,0.0351,-0.2329,0.2756,2.5521,0.1119,pykrx,,,,,,data/raw/price_263800_20260322_20260720.csv,5,True,Top 20 by final price signal score
018700,2026-07-20,2026-07-20,2026-07-20,2026-07-20,WATCHLIST,neutral_positive,60.63,60.63,60.63,63.63,-3,price_momentum,1309.0,0.0945,0.0348,0.0,1.3506,0.0795,unknown,졸스,졸스,paid_in_capital_increase,,,data/raw/price_018700_20260620_20260720.csv,6,True,Top 20 by final price signal score
230360,2026-06-29,2026-06-29,2026-06-29,2026-07-20,HOLD,neutral,59.98,59.98,59.98,59.98,0,price_momentum,16000.0,0.0,0.0,0.0,0.0,0.0002,pykrx,,,,low_attention,no_risk_noise,data/raw/price_230360_20260322_20260720.csv,7,True,Top 20 by final price signal score
000760,2026-07-20,2026-07-20,2026-07-20,2026-07-20,HOLD,neutral,59.78,59.78,59.78,59.78,0,price_momentum,11900.0,-0.0182,-0.1402,0.0136,3.7269,0.0488,pykrx,,,,,,data/raw/price_000760_20260322_20260720.csv,8,True,Top 20 by final price signal score
431190,2026-07-20,2026-07-20,2026-07-20,2026-07-20,HOLD,neutral,56.18,56.18,56.18,53.18,3,neutral,2325.0,-0.0549,-0.0252,0.0,1.3367,0.0432,unknown,케이쓰리아이,케이쓰리아이,supply_contract,,,data/raw/price_431190_20260620_20260720.csv,9,True,Top 20 by final price signal score
290720,2026-07-20,2026-07-20,2026-07-20,2026-07-20,HOLD,neutral,55.4,55.4,55.4,62.4,-7,price_momentum,3055.0,-0.0049,-0.0363,0.0,1.8622,0.0514,unknown,푸드나무,푸드나무,paid_in_capital_increase,low_attention,risk_noise_detected,data/raw/price_290720_20260620_20260720.csv,10,True,Top 20 by final price signal score
