stock_code,candidate_date,candidate_action,prediction_direction,price_candidate_score,price_score_base,supplementary_score,signal_label,close,return_1d,return_5d,return_20d,volume_ratio_20d,volatility_20d,price_source,corp_name,event_type,social_attention_label,social_risk_label,source_file
465770,2026-07-15,BUY_CANDIDATE,positive,99.0,103.0,-4,price_momentum,3685.0,0.1167,0.7464,0.3776,10.5791,0.1157,pykrx,,,medium_attention,risk_noise_detected,data/raw/price_465770_20260317_20260715.csv
065770,2026-07-15,BUY_CANDIDATE,positive,83.96,83.96,0,price_momentum,2100.0,0.0048,0.2146,0.2507,1.1608,0.1224,pykrx,,,,,data/raw/price_065770_20260317_20260715.csv
263800,2026-07-15,WATCHLIST,neutral_positive,67.03,67.03,0,price_momentum,6080.0,0.0704,0.0236,0.3217,0.4444,0.1105,pykrx,,,,,data/raw/price_263800_20260317_20260715.csv
020710,2026-07-15,WATCHLIST,neutral_positive,64.28,64.28,0,price_momentum,3785.0,0.0107,0.0753,-0.0257,0.2248,0.0331,pykrx,,,medium_attention,no_risk_noise,data/raw/price_020710_20260317_20260715.csv
088790,2026-07-15,WATCHLIST,neutral_positive,61.77,61.77,0,price_momentum,2550.0,0.0429,0.0408,0.0059,0.169,0.0362,pykrx,,,,,data/raw/price_088790_20260317_20260715.csv
419540,2026-07-15,HOLD,neutral,59.27,59.27,0,price_momentum,3320.0,0.059,0.0015,0.0061,0.4832,0.0408,pykrx,,,,,data/raw/price_419540_20260317_20260715.csv
017940,2026-07-15,HOLD,neutral,58.81,58.81,0,price_momentum,86000.0,0.0214,0.007,0.007,0.03,0.0242,pykrx,,,low_attention,no_risk_noise,data/raw/price_017940_20260317_20260715.csv
000760,2026-07-15,HOLD,neutral,58.59,58.59,0,price_momentum,12290.0,-0.0097,0.0504,-0.0292,0.0065,0.0503,pykrx,,,,,data/raw/price_000760_20260317_20260715.csv
013520,2026-07-15,HOLD,neutral,57.48,57.48,0,price_momentum,2560.0,0.0343,0.0119,-0.0248,0.0827,0.0297,pykrx,,,,,data/raw/price_013520_20260317_20260715.csv
109070,2026-07-15,HOLD,neutral,57.35,57.35,0,neutral,1527.0,0.0517,0.1746,-0.0474,0.0831,0.0778,pykrx,,,,,data/raw/price_109070_20260317_20260715.csv
322780,2026-07-15,HOLD,neutral,56.77,56.77,0,neutral,2050.0,0.025,0.2232,-0.0618,0.1437,0.1746,pykrx,,,,,data/raw/price_322780_20260317_20260715.csv
006730,2026-07-15,HOLD,neutral,53.2,53.2,0,price_momentum,10550.0,-0.0075,0.0115,-0.0647,0.1161,0.0541,pykrx,,,,,data/raw/price_006730_20260317_20260715.csv
008930,2026-07-15,HOLD,neutral,49.3,49.3,0,neutral,33100.0,0.0328,-0.0163,0.0558,0.1056,0.0449,pykrx,,,,,data/raw/price_008930_20260317_20260715.csv
297570,2026-07-15,HOLD,neutral,48.67,48.67,0,neutral,1098.0,0.0195,0.0139,-0.0081,0.0106,0.0438,pykrx,,,,,data/raw/price_297570_20260317_20260715.csv
007980,2026-07-15,HOLD,neutral,48.6,48.6,0,neutral,1720.0,0.013,0.0124,-0.0642,0.1424,0.0228,pykrx,,,,,data/raw/price_007980_20260317_20260715.csv
038530,2026-07-15,HOLD,neutral,48.09,48.09,0,neutral,860.0,0.0361,0.0437,-0.0743,0.1266,0.0532,pykrx,,,,,data/raw/price_038530_20260317_20260715.csv
024720,2026-07-15,HOLD,neutral,47.68,47.68,0,neutral,8460.0,0.0255,-0.0128,0.0059,0.0396,0.0357,pykrx,,,,,data/raw/price_024720_20260317_20260715.csv
0126Z0,2026-07-15,HOLD,neutral,47.07,47.07,0,neutral,401500.0,0.0442,0.0552,-0.1147,0.1065,0.0535,pykrx,,,,,data/raw/price_0126Z0_20260317_20260715.csv
040910,2026-07-15,HOLD,neutral,46.67,46.67,0,neutral,3945.0,0.0327,0.072,-0.1773,0.0587,0.0402,pykrx,,,,,data/raw/price_040910_20260317_20260715.csv
012160,2026-07-15,HOLD,neutral,45.91,45.91,0,neutral,2060.0,-0.012,-0.0329,0.0957,0.0697,0.0842,pykrx,,,,,data/raw/price_012160_20260317_20260715.csv
115480,2026-07-15,HOLD,neutral,45.65,45.65,0,neutral,1817.0,0.0455,0.01,-0.0906,0.0718,0.0325,pykrx,,,,,data/raw/price_115480_20260317_20260715.csv
011930,2026-07-15,HOLD,neutral,44.52,41.52,3,neutral,16880.0,0.0848,0.0484,-0.231,0.2076,0.0657,unknown,신성이엔지,supply_contract,,,data/raw/price_011930_20260615_20260715.csv
347700,2026-07-15,HOLD,neutral,44.5,44.5,0,neutral,20650.0,0.0325,0.1013,-0.3117,0.0609,0.1139,pykrx,,,,,data/raw/price_347700_20260317_20260715.csv
468530,2026-07-15,HOLD,neutral,44.14,44.14,0,neutral,25150.0,0.1203,0.0817,-0.3382,0.3289,0.0872,pykrx,,,,,data/raw/price_468530_20260317_20260715.csv
003470,2026-07-15,HOLD,neutral,44.08,44.08,0,neutral,4545.0,0.0412,0.0248,-0.1408,0.1263,0.0412,pykrx,,,,,data/raw/price_003470_20260317_20260715.csv
001470,2026-07-15,HOLD,neutral,44.0,44.0,0,neutral,347.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_001470_20260317_20260715.csv
068240,2026-07-15,HOLD,neutral,44.0,44.0,0,neutral,2530.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_068240_20260317_20260715.csv
069460,2026-07-15,HOLD,neutral,44.0,44.0,0,neutral,2660.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_069460_20260317_20260715.csv
183490,2026-07-15,HOLD,neutral,44.0,44.0,0,neutral,990.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_183490_20260317_20260715.csv
210120,2026-07-15,HOLD,neutral,44.0,44.0,0,neutral,930.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_210120_20260317_20260715.csv
380540,2026-07-15,HOLD,neutral,44.0,44.0,0,neutral,8450.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,,,data/raw/price_380540_20260317_20260715.csv
010140,2026-07-15,HOLD,neutral,43.84,43.84,0,neutral,22300.0,0.0494,0.0544,-0.2297,0.0836,0.041,pykrx,,,,,data/raw/price_010140_20260317_20260715.csv
318060,2026-07-15,HOLD,neutral,43.59,47.59,-4,price_momentum,19280.0,0.0536,0.0131,-0.1617,0.1576,0.0658,pykrx,,,low_attention,risk_noise_detected,data/raw/price_318060_20260317_20260715.csv
187870,2026-07-15,HOLD,neutral,43.38,43.38,0,neutral,13640.0,0.0715,0.0706,-0.3757,0.0972,0.0626,pykrx,,,,,data/raw/price_187870_20260317_20260715.csv
018260,2026-07-15,HOLD,neutral,43.18,43.18,0,neutral,198300.0,0.0275,0.0206,-0.1471,0.0807,0.0401,pykrx,,,,,data/raw/price_018260_20260317_20260715.csv
047040,2026-07-15,HOLD,neutral,42.86,42.86,0,neutral,16790.0,0.0606,0.0606,-0.323,0.1223,0.0593,pykrx,,,,,data/raw/price_047040_20260317_20260715.csv
049950,2026-07-15,HOLD,neutral,42.76,42.76,0,neutral,10160.0,0.0421,0.0294,-0.1462,0.0945,0.0544,pykrx,,,,,data/raw/price_049950_20260317_20260715.csv
276730,2026-07-15,HOLD,neutral,42.55,42.55,0,neutral,18730.0,0.0348,-0.037,0.307,0.0119,0.0782,pykrx,,,,,data/raw/price_276730_20260317_20260715.csv
900120,2026-07-15,HOLD,neutral,41.81,41.81,0,neutral,1136.0,0.0412,0.0677,-0.2251,0.0475,0.0724,pykrx,,,,,data/raw/price_900120_20260317_20260715.csv
290720,2026-07-15,HOLD,neutral,41.63,45.63,-4,neutral,3095.0,-0.0048,-0.0032,0.0081,0.0134,0.0654,pykrx,,,low_attention,risk_noise_detected,data/raw/price_290720_20260317_20260715.csv
058730,2026-07-15,HOLD,neutral,41.38,41.38,0,neutral,4530.0,0.0319,-0.1288,0.6237,0.0434,0.1537,pykrx,,,,,data/raw/price_058730_20260317_20260715.csv
