stock_code,candidate_date,candidate_action,prediction_direction,price_candidate_score,price_score_base,supplementary_score,signal_label,close,return_1d,return_5d,return_20d,volume_ratio_20d,volatility_20d,price_source,corp_name,event_type,social_attention_label,social_risk_label,source_file
004710,2026-07-15,HOLD,neutral,40.9,40.9,0,neutral,8770.0,0.049,0.0669,-0.4283,0.0344,0.0814,pykrx,,,,,data/raw/price_004710_20260317_20260715.csv
025980,2026-07-15,HOLD,neutral,40.48,40.48,0,neutral,3885.0,0.0278,0.013,-0.2514,0.1648,0.0381,pykrx,,,,,data/raw/price_025980_20260317_20260715.csv
018500,2026-07-15,HOLD,neutral,40.23,44.23,-4,neutral,1382.0,0.0154,0.0321,-0.1599,0.0477,0.0327,pykrx,,,low_attention,risk_noise_detected,data/raw/price_018500_20260317_20260715.csv
001840,2026-07-15,AVOID,negative,40.0,44.0,-4,neutral,2215.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,medium_attention,risk_noise_detected,data/raw/price_001840_20260317_20260715.csv
023440,2026-07-15,AVOID,negative,40.0,44.0,-4,neutral,521.0,0.0,0.0,0.0,0.0,0.0,pykrx,,,low_attention,risk_noise_detected,data/raw/price_023440_20260317_20260715.csv
378800,2026-07-15,AVOID,negative,39.62,39.62,0,neutral,530.0,0.0372,0.0537,-0.5859,0.0416,0.1132,pykrx,,,,,data/raw/price_378800_20260317_20260715.csv
000720,2026-07-15,AVOID,negative,39.36,39.36,0,neutral,103000.0,0.051,0.0228,-0.2606,0.0981,0.0551,pykrx,,,,,data/raw/price_000720_20260317_20260715.csv
302430,2026-07-15,AVOID,negative,39.35,39.35,0,neutral,6020.0,0.0433,0.0101,-0.1973,0.085,0.043,pykrx,,,,,data/raw/price_302430_20260317_20260715.csv
042660,2026-07-15,AVOID,negative,39.32,36.32,3,neutral,82700.0,0.0768,0.0085,-0.3787,0.1617,0.075,unknown,한화오션,supply_contract,,,data/raw/price_042660_20260615_20260715.csv
091590,2026-07-15,AVOID,negative,39.25,39.25,0,neutral,6940.0,-0.0014,-0.3169,0.9632,0.0424,0.1729,pykrx,,,,,data/raw/price_091590_20260317_20260715.csv
009540,2026-07-15,AVOID,negative,39.14,39.14,0,neutral,341000.0,0.0428,0.0029,-0.2143,0.0935,0.0371,pykrx,,,,,data/raw/price_009540_20260317_20260715.csv
236810,2026-07-15,AVOID,negative,39.06,39.06,0,neutral,1029.0,0.0049,0.0198,-0.2169,0.2223,0.0625,pykrx,,,,,data/raw/price_236810_20260317_20260715.csv
004250,2026-07-15,AVOID,negative,38.52,38.52,0,neutral,3035.0,0.0017,-0.0146,-0.0396,0.0139,0.0212,pykrx,,,low_attention,no_risk_noise,data/raw/price_004250_20260317_20260715.csv
010130,2026-07-15,AVOID,negative,38.24,42.24,-4,neutral,1051000.0,0.0355,0.0164,-0.1665,0.0536,0.034,pykrx,,,low_attention,risk_noise_detected,data/raw/price_010130_20260317_20260715.csv
003070,2026-07-15,AVOID,negative,38.03,38.03,0,neutral,9280.0,0.0022,-0.0022,-0.0443,0.0138,0.0362,pykrx,,,,,data/raw/price_003070_20260317_20260715.csv
043260,2026-07-15,AVOID,negative,38.02,38.02,0,neutral,19350.0,0.0505,0.0353,-0.5468,0.0818,0.0871,pykrx,,,,,data/raw/price_043260_20260317_20260715.csv
321370,2026-07-15,AVOID,negative,37.94,37.94,0,neutral,1582.0,0.0526,0.0206,-0.2594,0.0501,0.0642,pykrx,,,,,data/raw/price_321370_20260317_20260715.csv
375500,2026-07-15,AVOID,negative,37.84,41.84,-4,neutral,63100.0,0.0605,0.057,-0.2576,0.0971,0.0644,pykrx,,,medium_attention,risk_noise_detected,data/raw/price_375500_20260317_20260715.csv
229000,2026-07-15,AVOID,negative,37.84,37.84,0,neutral,1574.0,0.0247,0.0135,-0.4149,0.0493,0.0581,pykrx,,,,,data/raw/price_229000_20260317_20260715.csv
000660,2026-07-15,AVOID,negative,35.08,38.08,-3,neutral,2106000.0,0.1009,0.0145,-0.1646,0.143,0.082,unknown,SK하이닉스,paid_in_capital_increase,,,data/raw/price_000660_20260615_20260715.csv
101970,2026-07-15,AVOID,negative,34.66,34.66,0,neutral,10040.0,0.0361,-0.0243,-0.0346,0.0356,0.0539,pykrx,,,,,data/raw/price_101970_20260317_20260715.csv
020560,2026-07-15,AVOID,negative,34.61,34.61,0,neutral,7260.0,0.0298,-0.0384,-0.0632,0.1126,0.0307,pykrx,,,low_attention,no_risk_noise,data/raw/price_020560_20260317_20260715.csv
010960,2026-07-15,AVOID,negative,34.51,34.51,0,neutral,3600.0,-0.0014,-0.1928,0.1043,0.0487,0.1019,pykrx,,,,,data/raw/price_010960_20260317_20260715.csv
003490,2026-07-15,AVOID,negative,34.06,38.06,-4,neutral,27550.0,0.0396,-0.0213,-0.0434,0.287,0.0336,pykrx,,,low_attention,risk_noise_detected,data/raw/price_003490_20260317_20260715.csv
368970,2026-07-15,AVOID,negative,33.38,37.38,-4,neutral,2135.0,-0.0426,-0.1408,0.1338,0.1275,0.0918,pykrx,,,low_attention,risk_noise_detected,data/raw/price_368970_20260317_20260715.csv
189330,2026-07-15,AVOID,negative,33.32,33.32,0,neutral,9320.0,0.0287,-0.2615,0.0651,0.1773,0.1142,pykrx,,,,,data/raw/price_189330_20260317_20260715.csv
004990,2026-07-15,AVOID,negative,33.01,33.01,0,neutral,23500.0,0.0195,-0.0208,-0.1296,0.0692,0.0285,pykrx,,,,,data/raw/price_004990_20260317_20260715.csv
288980,2026-07-15,AVOID,negative,32.27,32.27,0,neutral,887.0,0.0386,-0.078,-0.0967,0.0101,0.0716,pykrx,,,,,data/raw/price_288980_20260317_20260715.csv
004380,2026-07-15,AVOID,negative,31.77,31.77,0,neutral,7870.0,0.0465,-0.0025,-0.1654,0.05,0.0401,pykrx,,,,,data/raw/price_004380_20260317_20260715.csv
019570,2026-07-15,AVOID,negative,30.93,30.93,0,neutral,481.0,0.0,0.0,-0.1806,0.0,0.0404,pykrx,,,,,data/raw/price_019570_20260317_20260715.csv
296160,2026-07-15,AVOID,negative,30.61,30.61,0,neutral,2830.0,0.0071,-0.007,-0.2278,0.0158,0.0278,pykrx,,,,,data/raw/price_296160_20260317_20260715.csv
199290,2026-07-15,AVOID,negative,30.22,30.22,0,neutral,390.0,0.0,-0.025,-0.0867,0.0,0.0694,pykrx,,,,,data/raw/price_199290_20260317_20260715.csv
216080,2026-07-15,AVOID,negative,30.11,30.11,0,neutral,4605.0,0.0199,-0.0554,-0.0659,0.0099,0.0511,pykrx,,,,,data/raw/price_216080_20260317_20260715.csv
066430,2026-07-15,AVOID,negative,28.82,28.82,0,neutral,2070.0,0.0366,-0.0024,-0.4282,0.0596,0.053,pykrx,,,,,data/raw/price_066430_20260317_20260715.csv
064400,2026-07-15,AVOID,negative,28.61,28.61,0,neutral,69500.0,0.053,-0.0239,-0.2478,0.1684,0.0401,pykrx,,,,,data/raw/price_064400_20260317_20260715.csv
079190,2026-07-15,AVOID,negative,28.37,28.37,0,neutral,571.0,0.0,0.0,-0.1843,0.0,0.0641,pykrx,,,medium_attention,no_risk_noise,data/raw/price_079190_20260317_20260715.csv
142760,2026-07-15,AVOID,negative,27.77,27.77,0,neutral,390.0,0.0345,-0.0076,-0.379,0.0755,0.0592,pykrx,,,,,data/raw/price_142760_20260317_20260715.csv
241840,2026-07-15,AVOID,negative,26.55,26.55,0,neutral,2375.0,-0.0104,-0.0266,-0.2289,0.1237,0.0553,pykrx,,,,,data/raw/price_241840_20260317_20260715.csv
329180,2026-07-15,AVOID,negative,24.64,24.64,0,neutral,480000.0,0.03,-0.0716,-0.3211,0.1888,0.0333,pykrx,,,,,data/raw/price_329180_20260317_20260715.csv
013720,2026-07-15,AVOID,negative,24.08,24.08,0,neutral,431.0,0.0,-0.0507,-0.1883,0.0,0.0544,pykrx,,,,,data/raw/price_013720_20260317_20260715.csv
007460,2026-07-15,AVOID,negative,23.45,27.45,-4,neutral,2260.0,0.0463,-0.0259,-0.271,0.0608,0.0432,pykrx,,,low_attention,risk_noise_detected,data/raw/price_007460_20260317_20260715.csv
002020,2026-07-15,AVOID,negative,23.06,23.06,0,neutral,40350.0,0.0549,-0.0724,-0.2677,0.1115,0.0437,pykrx,,,,,data/raw/price_002020_20260317_20260715.csv
253450,2026-07-15,AVOID,negative,22.95,22.95,0,price_weakness,20450.0,0.0099,-0.0809,-0.1836,0.0536,0.041,pykrx,,,,,data/raw/price_253450_20260317_20260715.csv
036630,2026-07-15,AVOID,negative,22.33,22.33,0,neutral,7400.0,0.0278,-0.16,-0.1385,0.0423,0.096,pykrx,,,,,data/raw/price_036630_20260317_20260715.csv
084180,2026-07-15,AVOID,negative,22.21,26.21,-4,neutral,429.0,0.0438,-0.0023,-0.3114,0.0741,0.1005,pykrx,,,low_attention,risk_noise_detected,data/raw/price_084180_20260317_20260715.csv
002780,2026-07-15,AVOID,negative,21.5,21.5,0,neutral,812.0,0.0125,-0.0887,-0.1174,0.0394,0.1035,pykrx,,,,,data/raw/price_002780_20260317_20260715.csv
141080,2026-07-15,AVOID,negative,20.32,20.32,0,neutral,111300.0,0.0671,-0.0756,-0.2382,0.1281,0.0689,pykrx,,,,,data/raw/price_141080_20260317_20260715.csv
950160,2026-07-15,AVOID,negative,17.74,17.74,0,neutral,76700.0,0.0521,-0.1184,-0.3206,0.1691,0.0543,pykrx,,,,,data/raw/price_950160_20260317_20260715.csv
025950,2026-07-15,AVOID,negative,16.69,16.69,0,neutral,11700.0,0.0263,-0.2205,-0.0902,0.0326,0.1082,pykrx,,,,,data/raw/price_025950_20260317_20260715.csv
223220,2026-07-15,AVOID,negative,12.29,12.29,0,price_weakness,255.0,-0.15,-0.3445,-0.3957,0.2152,0.1113,pykrx,,,,,data/raw/price_223220_20260317_20260715.csv
