stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
033790,2026-09-01,8670.0,0.1045,0.4236,0.6641,7194.0,6342.5,2.8286,0.0714,5,strong_price_momentum,kis,data/raw/price_033790_20260504_20260901.csv
090370,2026-09-01,1152.0,0.0435,0.0397,0.0766,1111.6,1103.7,1.9209,0.0218,5,strong_price_momentum,kis,data/raw/price_090370_20260504_20260901.csv
001470,2026-09-01,5820.0,15.7723,15.7723,15.7723,1441.6,620.65,0.0,3.5268,4,strong_price_momentum,kis,data/raw/price_001470_20260504_20260901.csv
003490,2026-09-01,28350.0,0.0089,0.0779,0.0821,28300.0,26750.0,0.2698,0.0233,4,strong_price_momentum,kis,data/raw/price_003490_20260504_20260901.csv
020560,2026-09-01,7600.0,-0.0013,0.0704,0.078,7594.0,7224.5,0.3092,0.0222,4,strong_price_momentum,kis,data/raw/price_020560_20260504_20260901.csv
023760,2026-09-01,1403.0,-0.0106,0.047,0.047,1390.8,1352.7,1.1506,0.01,4,strong_price_momentum,kis,data/raw/price_023760_20260504_20260901.csv
088390,2026-09-01,8070.0,0.0373,0.0413,0.1868,7800.0,7588.5,0.9274,0.03,4,strong_price_momentum,kis,data/raw/price_088390_20260504_20260901.csv
294870,2026-09-01,23300.0,-0.0043,0.0402,0.1621,23170.0,22365.0,0.1036,0.0213,4,strong_price_momentum,unknown,data/raw/price_294870_20260802_20260901.csv
016610,2026-09-01,9890.0,0.0071,0.0356,0.1264,9812.0,9446.0,0.1141,0.0203,4,strong_price_momentum,unknown,data/raw/price_016610_20260802_20260901.csv
055550,2026-09-01,110000.0,0.0101,0.0329,0.0711,108960.0,106165.0,0.3997,0.0206,4,strong_price_momentum,kis,data/raw/price_055550_20260504_20260901.csv
004990,2026-09-01,24000.0,0.0042,0.03,0.0714,23990.0,23485.0,0.2187,0.0189,4,strong_price_momentum,kis,data/raw/price_004990_20260504_20260901.csv
363280,2026-09-01,1966.0,0.0005,0.0202,0.1145,1962.8,1912.6,0.0796,0.0094,4,strong_price_momentum,kis,data/raw/price_363280_20260504_20260901.csv
017810,2026-09-01,9840.0,-0.002,0.0144,0.1207,9750.0,9416.5,0.2507,0.0276,4,strong_price_momentum,kis,data/raw/price_017810_20260504_20260901.csv
403550,2026-09-01,11300.0,-0.0088,0.0107,0.1277,11244.0,10848.0,0.1307,0.0211,4,strong_price_momentum,kis,data/raw/price_403550_20260504_20260901.csv
089860,2026-09-01,47900.0,0.0116,0.0095,0.2298,47540.0,44695.0,0.0745,0.0254,4,strong_price_momentum,kis,data/raw/price_089860_20260504_20260901.csv
004780,2026-09-01,4150.0,0.0012,0.0085,0.0298,4127.0,4070.75,0.1566,0.0119,4,strong_price_momentum,kis,data/raw/price_004780_20260504_20260901.csv
030000,2026-09-01,19180.0,-0.0005,0.0026,0.0121,19190.0,18991.0,0.1927,0.0101,4,strong_price_momentum,kis,data/raw/price_030000_20260504_20260901.csv
142760,2026-09-01,1046.0,0.1533,0.4986,0.132,809.4,740.85,14.034,0.0871,3,price_momentum,kis,data/raw/price_142760_20260504_20260901.csv
378340,2026-09-01,12040.0,0.074,0.1544,0.3115,11118.0,10653.5,3.1326,0.0379,3,price_momentum,unknown,data/raw/price_378340_20260802_20260901.csv
010400,2026-09-01,4760.0,0.1388,0.1266,0.1415,4335.0,4243.25,4.7736,0.0378,3,price_momentum,kis,data/raw/price_010400_20260504_20260901.csv
001060,2026-09-01,29250.0,0.0372,0.0754,0.2608,27850.0,26950.0,1.9063,0.043,3,price_momentum,kis,data/raw/price_001060_20260504_20260901.csv
341170,2026-09-01,496.0,0.0,0.0,0.2784,496.0,475.9,0.0,0.0413,3,price_momentum,kis,data/raw/price_341170_20260504_20260901.csv
351320,2026-09-01,3070.0,0.046,0.855,2.3736,2616.6,1495.3,0.8265,0.1052,2,price_momentum,kis,data/raw/price_351320_20260504_20260901.csv
389680,2026-09-01,1891.0,-0.0192,0.8183,0.4739,1768.2,1279.2,0.1213,0.1094,2,price_momentum,kis,data/raw/price_389680_20260504_20260901.csv
210120,2026-09-01,1913.0,0.0,0.7979,-0.0387,1504.8,1780.2,5.2176,0.1271,2,price_momentum,kis,data/raw/price_210120_20260504_20260901.csv
216400,2026-09-01,1759.0,0.0596,0.5457,1.6855,1562.6,953.0,0.4445,0.0709,2,price_momentum,kis,data/raw/price_216400_20260504_20260901.csv
187660,2026-09-01,4980.0,0.0061,0.4269,0.1649,4398.0,4104.5,0.7513,0.0749,2,price_momentum,kis,data/raw/price_187660_20260504_20260901.csv
