stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,v3_momentum_quality_score,v3_volume_quality_score,v3_liquidity_quality_score,v3_stability_score,v3_overextension_penalty,v3_reversal_penalty,v3_noise_penalty,v3_final_score,final_price_signal_score_v3,experimental_score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason,v3_rank,v3_selected_pick,v3_selection_reason
000950,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,72.23,72.23,72.23,120.62,120.62,0,79.0,3.0,3,3.9,3.74,2.13,3.0,0.0,0,0,72.23,v2_conservative_ranker,40.99,-2.99,4,5.12,12.78,7.85,4.5,22.0,22.0,v3_stability_ranker,strong_price_momentum,35350.0,0.0568,0.1187,0.3917,33200.0,29932.5,3.4694,0.0325,pykrx,,,,,,3,1,1,data/raw/price_000950_20260422_20260820.csv,1,True,Top 20 by conservative v2 price signal score,266,False,Broad evaluation pool candidate
112610,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,70.92,70.92,70.92,98.52,98.52,0,75.0,0.0,2,6.08,0.0,0.0,0.0,0.0,0,0,70.92,v2_conservative_ranker,46.87,2.0,6,2.39,3.46,0.91,0.0,52.89,52.89,v3_stability_ranker,strong_price_momentum,48400.0,0.0533,0.1165,0.2238,46760.0,42305.0,0.9895,0.0507,pykrx,,,,,,,,,data/raw/price_112610_20260422_20260820.csv,2,True,Top 20 by conservative v2 price signal score,84,False,Broad evaluation pool candidate
089860,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,70.17,70.17,70.17,87.7,87.7,0,67.32,2.62,3,3.77,0.0,0.0,3.0,0.0,0,4,70.17,v2_conservative_ranker,57.0,8.0,6,9.29,0.0,0.0,4.5,75.79,75.79,v3_stability_ranker,price_momentum,45900.0,-0.0203,0.0432,0.1876,45110.0,41420.0,1.524,0.0314,pykrx,,,,,,3,1,1,data/raw/price_089860_20260422_20260820.csv,3,True,Top 20 by conservative v2 price signal score,3,True,Experimental Top 20 by stability-first v3 score
009420,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,69.82,69.82,69.82,100.69,100.69,0,75.0,1.76,3,6.98,2.96,0.0,0.0,0.0,0,0,69.82,v2_conservative_ranker,44.05,8.0,6,1.27,10.43,2.11,0.0,46.78,46.78,v3_stability_ranker,strong_price_momentum,62600.0,0.0574,0.1239,0.3042,60120.0,52195.0,1.353,0.0582,pykrx,,,,,,,,,data/raw/price_009420_20260422_20260820.csv,4,True,Top 20 by conservative v2 price signal score,147,False,Broad evaluation pool candidate
009460,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,69.63,69.63,69.63,90.95,90.95,0,69.29,3.3,3,3.96,0.0,0.0,6.0,0.0,0,4,69.63,v2_conservative_ranker,49.19,8.0,6,12.05,0.0,0.0,9.0,66.24,66.24,v3_stability_ranker,price_momentum,3465.0,0.0146,0.0629,0.2716,3337.0,3164.25,1.6599,0.033,pykrx,,,,,,6,2,2,data/raw/price_009460_20260422_20260820.csv,5,True,Top 20 by conservative v2 price signal score,19,True,Experimental Top 20 by stability-first v3 score
352940,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,67.99,67.99,67.99,85.56,89.56,-4,66.28,2.17,3,1.06,0.0,0.0,0.0,5.4,0,3,67.99,v2_conservative_ranker,57.0,8.0,6,15.68,0.0,0.0,8.2,78.48,78.48,v3_stability_ranker,strong_price_momentum,2090.0,0.0321,0.0398,0.0372,2032.0,2011.55,1.4332,0.0088,pykrx,,,,medium_attention,risk_noise_detected,,,,data/raw/price_352940_20260422_20260820.csv,6,True,Top 20 by conservative v2 price signal score,2,True,Experimental Top 20 by stability-first v3 score
419540,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,67.05,67.05,67.05,98.62,98.62,0,75.0,-2.0,2,4.91,3.04,0.0,0.0,0.0,0,0,67.05,v2_conservative_ranker,46.13,-3.0,1,7.87,8.14,0.0,0.0,43.86,43.86,v3_stability_ranker,strong_price_momentum,3610.0,0.0155,0.1334,0.2448,3458.0,3006.5,0.5611,0.0409,pykrx,,,,,,,,,data/raw/price_419540_20260422_20260820.csv,7,True,Top 20 by conservative v2 price signal score,166,False,Broad evaluation pool candidate
045390,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,67.01,67.01,67.01,96.85,96.85,0,71.0,2.66,3,6.41,3.24,0.0,0.0,0.0,0,0,67.01,v2_conservative_ranker,39.26,8.0,6,1.99,12.76,1.34,0.0,41.14,41.14,v3_stability_ranker,price_momentum,3120.0,-0.0645,0.1841,0.2787,2941.0,2603.25,1.5315,0.0534,pykrx,,,,,,,,,data/raw/price_045390_20260422_20260820.csv,8,True,Top 20 by conservative v2 price signal score,185,False,Broad evaluation pool candidate
005960,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,65.97,65.97,65.97,88.75,88.75,0,66.27,4.72,3,5.02,0.0,0.0,6.0,0.0,0,3,65.97,v2_conservative_ranker,57.0,5.0,6,10.73,0.0,0.0,9.0,69.73,69.73,v3_stability_ranker,price_momentum,7590.0,-0.0194,0.0327,0.2067,7856.0,6947.5,1.9436,0.0418,pykrx,,,,,,6,2,2,data/raw/price_005960_20260422_20260820.csv,9,True,Top 20 by conservative v2 price signal score,11,True,Experimental Top 20 by stability-first v3 score
241840,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,65.64,65.64,65.64,85.15,85.15,0,64.91,0.0,2,1.27,0.0,0.0,0.0,0.0,0,0,65.64,v2_conservative_ranker,57.0,2.0,1,15.41,0.0,0.0,0.0,75.41,75.41,v3_stability_ranker,strong_price_momentum,2420.0,0.0126,0.0168,0.0637,2381.0,2320.25,0.8903,0.0106,pykrx,,,,,,,,,data/raw/price_241840_20260422_20260820.csv,10,True,Top 20 by conservative v2 price signal score,4,True,Experimental Top 20 by stability-first v3 score
038680,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,64.51,64.51,64.51,89.11,89.11,0,67.0,2.4,3,5.72,2.17,0.0,0.0,0.0,0,0,64.51,v2_conservative_ranker,40.5,8.0,6,6.84,9.98,0.43,0.0,50.93,50.93,v3_stability_ranker,price_momentum,4405.0,0.0292,0.1607,0.2899,4013.0,3713.75,1.4795,0.0477,pykrx,,,,,,,,,data/raw/price_038680_20260422_20260820.csv,11,True,Top 20 by conservative v2 price signal score,97,False,Broad evaluation pool candidate
366030,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,64.24,64.24,64.24,103.54,103.54,0,75.0,0.88,3,5.42,9.22,0.0,0.0,0.0,0,0,64.24,v2_conservative_ranker,33.74,8.0,6,3.22,22.26,0.03,0.0,28.66,28.66,v3_stability_ranker,strong_price_momentum,5630.0,0.0426,0.2415,0.3216,5146.0,4608.5,1.1759,0.0452,unknown,나인앤컴퍼니,나인앤컴퍼니,major_shareholder_change,,,,,,data/raw/price_366030_20260721_20260820.csv,12,True,Top 20 by conservative v2 price signal score,252,False,Broad evaluation pool candidate
368970,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,63.65,63.65,63.65,83.01,83.01,0,64.86,0.0,2,3.2,0.0,0.0,0.0,0.0,0,0,63.65,v2_conservative_ranker,57.0,2.0,1,13.0,0.0,0.0,0.0,73.0,73.0,v3_stability_ranker,strong_price_momentum,2375.0,0.0349,0.015,0.0674,2307.0,2269.75,0.802,0.0267,pykrx,,,,,,,,,data/raw/price_368970_20260422_20260820.csv,13,True,Top 20 by conservative v2 price signal score,7,True,Experimental Top 20 by stability-first v3 score
033310,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,63.43,63.43,63.43,83.1,83.1,0,62.74,3.56,3,2.87,0.0,0.0,6.0,0.0,0,3,63.43,v2_conservative_ranker,57.0,8.0,6,13.41,0.0,0.0,14.0,70.41,70.41,v3_stability_ranker,price_momentum,1390.0,0.0029,0.0228,0.0988,1365.4,1325.65,1.7123,0.0239,pykrx,,,,,,10,4,3,data/raw/price_033310_20260422_20260820.csv,14,True,Top 20 by conservative v2 price signal score,10,True,Experimental Top 20 by stability-first v3 score
307870,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,60.96,60.96,60.96,83.98,87.98,-4,67.0,1.64,3,5.98,0.0,0.0,0.0,4.7,0,0,60.96,v2_conservative_ranker,41.03,8.0,6,6.53,6.11,0.77,7.2,47.48,47.48,v3_stability_ranker,price_momentum,1017.0,0.0059,0.1757,0.2448,1002.0,900.25,1.3274,0.0498,pykrx,,,,medium_attention,risk_noise_detected,,,,data/raw/price_307870_20260422_20260820.csv,15,True,Top 20 by conservative v2 price signal score,142,False,Broad evaluation pool candidate
215480,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,60.74,60.74,60.74,80.21,80.21,0,64.48,-2.0,2,3.74,0.0,0.0,0.0,0.0,0,0,60.74,v2_conservative_ranker,49.0,-3.0,1,8.32,0.0,0.0,0.0,55.32,55.32,v3_stability_ranker,strong_price_momentum,2175.0,0.0407,0.0023,0.093,2136.0,2002.4,0.408,0.0312,pykrx,,,,,,,,,data/raw/price_215480_20260422_20260820.csv,16,True,Top 20 by conservative v2 price signal score,70,False,Broad evaluation pool candidate
012160,2026-08-20,2026-08-20,2026-08-20,2026-08-20,WATCHLIST,neutral_positive,60.42,60.42,60.42,72.6,72.6,0,63.04,0.0,2,4.62,0.0,0.0,0.0,0.0,0,0,60.42,v2_conservative_ranker,57.0,2.0,1,7.22,2.45,0.0,0.0,64.78,64.78,v3_stability_ranker,price_momentum,2585.0,0.0594,0.0726,0.0793,2519.0,2425.75,0.8713,0.0385,pykrx,,,,,,,,,data/raw/price_012160_20260422_20260820.csv,17,True,Top 20 by conservative v2 price signal score,24,False,Broad evaluation pool candidate
