stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason
340570,2026-07-23,2026-07-23,2026-07-23,2026-07-23,WATCHLIST,neutral_positive,72.03,72.03,72.03,95.42,92.42,3,70.02,4.14,3,5.29,3.84,0.0,0.0,0.0,0,4,72.03,v2_conservative_ranker,strong_price_momentum,56200.0,0.102,0.0705,0.0564,52540.0,52930.0,1.8271,0.0441,unknown,티앤엘,티앤엘,bonus_issue,,,,,,data/raw/price_340570_20260623_20260723.csv,1,True,Top 20 by conservative v2 price signal score
114450,2026-07-23,2026-07-23,2026-07-23,2026-07-23,WATCHLIST,neutral_positive,67.83,67.83,67.83,89.61,89.61,0,73.2,-2.0,2,4.37,0.0,0.0,1.0,0.0,0,0,67.83,v2_conservative_ranker,strong_price_momentum,2035.0,0.0436,0.0848,0.12,1979.4,1868.9,0.4611,0.0364,pykrx,,,,,,1,1,0,data/raw/price_114450_20260325_20260723.csv,2,True,Top 20 by conservative v2 price signal score
053580,2026-07-23,2026-07-23,2026-07-23,2026-07-23,WATCHLIST,neutral_positive,63.83,63.83,63.83,75.62,75.62,0,63.26,0.57,3,4.0,0.0,0.0,2.0,0.0,0,3,63.83,v2_conservative_ranker,price_momentum,6620.0,0.0525,0.0558,0.1336,6272.0,6216.5,1.1149,0.0333,pykrx,,,,,,2,2,0,data/raw/price_053580_20260325_20260723.csv,3,True,Top 20 by conservative v2 price signal score
008930,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,58.52,58.52,58.52,72.35,72.35,0,63.33,-2.0,2,4.81,0.0,0.0,1.0,0.0,0,1,58.52,v2_conservative_ranker,price_momentum,33750.0,0.015,0.0433,0.2011,33040.0,31622.5,0.3378,0.0401,pykrx,,,,,,1,1,0,data/raw/price_008930_20260325_20260723.csv,4,True,Top 20 by conservative v2 price signal score
038680,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,57.39,57.39,57.39,70.83,70.83,0,61.61,-2.0,2,4.21,0.0,0.0,1.0,0.0,0,1,57.39,v2_conservative_ranker,price_momentum,3510.0,0.0278,0.0385,0.1359,3419.0,3210.0,0.6156,0.0351,pykrx,,,,,,1,1,0,data/raw/price_038680_20260325_20260723.csv,5,True,Top 20 by conservative v2 price signal score
215380,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,56.62,56.62,56.62,71.15,71.15,0,62.92,-2.0,2,4.3,0.0,0.0,2.0,0.0,0,0,56.62,v2_conservative_ranker,price_momentum,2550.0,0.0429,0.0472,0.1486,2433.0,2431.0,0.4294,0.0358,pykrx,,,,,,2,2,0,data/raw/price_215380_20260325_20260723.csv,6,True,Top 20 by conservative v2 price signal score
340810,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,56.13,56.13,56.13,93.66,93.66,0,67.76,0.0,3,6.62,0.0,8.0,0.0,0.0,0,0,56.13,v2_conservative_ranker,price_momentum,2600.0,0.0463,0.0924,0.0788,2412.0,2372.5,8.6793,0.0552,pykrx,,,,,,,,,data/raw/price_340810_20260325_20260723.csv,7,True,Top 20 by conservative v2 price signal score
024720,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,56.04,56.04,56.04,66.95,66.95,0,59.75,-2.0,2,3.71,0.0,0.0,0.0,0.0,0,0,56.04,v2_conservative_ranker,price_momentum,8590.0,0.013,0.0166,0.1453,8474.0,8297.5,0.1865,0.0309,pykrx,,,,,,,,,data/raw/price_024720_20260325_20260723.csv,8,True,Top 20 by conservative v2 price signal score
134790,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,55.91,55.91,55.91,70.75,70.75,0,60.67,-2.0,2,2.76,0.0,0.0,2.0,0.0,0,0,55.91,v2_conservative_ranker,price_momentum,19430.0,0.0,0.0167,0.1979,19282.0,18809.5,0.248,0.023,pykrx,,,,,,2,2,0,data/raw/price_134790_20260325_20260723.csv,9,True,Top 20 by conservative v2 price signal score
009540,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,55.89,55.89,55.89,70.25,70.25,0,61.38,-2.0,2,4.49,0.0,0.0,1.0,0.0,0,0,55.89,v2_conservative_ranker,price_momentum,372000.0,0.0523,0.1104,0.0109,351500.0,350000.0,0.4003,0.0374,pykrx,,,,,,1,1,0,data/raw/price_009540_20260325_20260723.csv,10,True,Top 20 by conservative v2 price signal score
005710,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,54.77,54.77,54.77,64.52,64.52,0,58.47,-2.0,2,2.7,0.0,0.0,1.0,0.0,0,0,54.77,v2_conservative_ranker,price_momentum,10770.0,0.016,0.0326,0.0632,10620.0,10482.0,0.0591,0.0225,pykrx,,,,,,1,1,0,data/raw/price_005710_20260325_20260723.csv,11,True,Top 20 by conservative v2 price signal score
018260,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,53.97,53.97,53.97,67.1,67.1,0,59.69,-2.0,2,4.72,0.0,0.0,2.0,0.0,0,1,53.97,v2_conservative_ranker,price_momentum,206500.0,0.0536,0.0361,0.088,195820.0,195320.0,0.5027,0.0393,pykrx,,,,,,2,2,0,data/raw/price_018260_20260325_20260723.csv,12,True,Top 20 by conservative v2 price signal score
004380,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,53.77,53.77,53.77,68.49,68.49,0,61.21,-2.0,2,4.44,0.0,0.0,3.0,0.0,0,0,53.77,v2_conservative_ranker,price_momentum,8320.0,0.0097,0.0667,0.0439,7996.0,7993.0,0.5543,0.037,pykrx,,,,,,3,3,0,data/raw/price_004380_20260325_20260723.csv,13,True,Top 20 by conservative v2 price signal score
009810,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,51.72,51.72,51.72,64.27,64.27,0,59.2,-2.0,2,6.48,0.0,0.0,2.0,0.0,0,1,51.72,v2_conservative_ranker,price_momentum,1993.0,0.0122,0.0168,0.1292,1935.8,1885.5,0.2556,0.054,pykrx,,,,,,2,2,0,data/raw/price_009810_20260325_20260723.csv,14,True,Top 20 by conservative v2 price signal score
230360,2026-06-29,2026-06-29,2026-06-29,2026-07-23,HOLD,neutral,50.98,50.98,50.98,59.98,59.98,0,53.0,0.0,0,0.02,0.0,0.0,2.0,0.0,0,0,50.98,v2_conservative_ranker,price_momentum,16000.0,0.0,0.0,0.0,16000.0,16000.5,0.0,0.0002,pykrx,,,,,,2,2,0,data/raw/price_230360_20260325_20260723.csv,15,True,Top 20 by conservative v2 price signal score
008470,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,50.27,50.27,50.27,62.12,62.12,0,56.58,-2.0,2,5.32,0.0,0.0,1.0,0.0,0,0,50.27,v2_conservative_ranker,price_momentum,1725.0,-0.0029,0.0177,0.0518,1696.0,1661.55,0.3649,0.0443,pykrx,,,,,,1,1,0,data/raw/price_008470_20260325_20260723.csv,16,True,Top 20 by conservative v2 price signal score
112610,2026-07-23,2026-07-23,2026-07-23,2026-07-23,HOLD,neutral,49.57,49.57,49.57,56.74,56.74,0,53.11,0.0,2,5.54,0.0,0.0,0.0,0.0,0,0,49.57,v2_conservative_ranker,neutral,42100.0,0.0645,0.0369,0.012,39840.0,40912.5,0.8449,0.0462,pykrx,,,,,,,,,data/raw/price_112610_20260325_20260723.csv,17,True,Top 20 by conservative v2 price signal score
