stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,v3_momentum_quality_score,v3_volume_quality_score,v3_liquidity_quality_score,v3_stability_score,v3_overextension_penalty,v3_reversal_penalty,v3_noise_penalty,v3_final_score,final_price_signal_score_v3,experimental_score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason,v3_rank,v3_selected_pick,v3_selection_reason
084870,2026-08-07,2026-08-07,2026-08-07,2026-08-09,BUY_CANDIDATE,positive,84.0,84.0,84.0,106.85,106.85,0,77.95,4.01,3,3.96,0.0,0.0,0.0,0.0,0,3,84.0,v2_conservative_ranker,57.0,5.0,6,5.05,0.0,0.0,0.0,73.05,73.05,v3_stability_ranker,strong_price_momentum,2180.0,0.0406,0.0739,0.159,2065.0,1964.35,1.8019,0.033,pykrx,,,,,,,,,data/raw/price_084870_20260411_20260809.csv,1,True,Top 20 by conservative v2 price signal score,9,True,Experimental Top 20 by stability-first v3 score
007980,2026-08-07,2026-08-07,2026-08-07,2026-08-09,BUY_CANDIDATE,positive,79.31,79.31,79.31,110.25,110.25,0,76.08,6.07,3,2.83,0.0,0.0,6.0,0.0,0,3,79.31,v2_conservative_ranker,53.0,5.0,4,9.46,0.0,2.46,9.0,60.0,60.0,v3_stability_ranker,strong_price_momentum,1806.0,0.0403,0.1093,0.088,1712.4,1686.75,2.2132,0.0236,pykrx,,,,,,6,2,2,data/raw/price_007980_20260411_20260809.csv,2,True,Top 20 by conservative v2 price signal score,51,False,Broad evaluation pool candidate
144510,2026-08-07,2026-08-07,2026-08-07,2026-08-09,WATCHLIST,neutral_positive,74.87,74.87,74.87,93.34,93.34,0,71.76,0.81,3,3.71,0.0,0.0,0.0,0.0,0,3,74.87,v2_conservative_ranker,57.0,8.0,6,12.37,0.0,0.0,0.0,83.36,83.36,v3_stability_ranker,strong_price_momentum,14630.0,0.0055,0.0951,0.0789,14282.0,13499.5,1.1629,0.0309,pykrx,,,,,,,,,data/raw/price_144510_20260411_20260809.csv,3,True,Top 20 by conservative v2 price signal score,1,True,Experimental Top 20 by stability-first v3 score
185750,2026-08-07,2026-08-07,2026-08-07,2026-08-09,WATCHLIST,neutral_positive,71.45,71.45,71.45,87.19,87.19,0,66.73,1.03,3,2.3,0.0,0.0,0.0,0.0,0,3,71.45,v2_conservative_ranker,51.0,8.0,6,14.12,0.0,0.0,0.0,79.12,79.12,v3_stability_ranker,strong_price_momentum,70500.0,0.0247,0.0538,0.01,68120.0,67755.0,1.2058,0.0192,pykrx,,,,,,,,,data/raw/price_185750_20260411_20260809.csv,4,True,Top 20 by conservative v2 price signal score,3,True,Experimental Top 20 by stability-first v3 score
112610,2026-08-07,2026-08-07,2026-08-07,2026-08-09,WATCHLIST,neutral_positive,71.27,71.27,71.27,95.98,95.98,0,69.15,4.89,3,5.77,0.0,0.0,0.0,0.0,0,0,71.27,v2_conservative_ranker,47.91,5.0,6,6.79,5.28,0.5,0.0,59.91,59.91,v3_stability_ranker,price_momentum,43850.0,0.0379,0.1756,0.1186,41060.0,39852.5,1.9775,0.0481,pykrx,,,,,,,,,data/raw/price_112610_20260411_20260809.csv,5,True,Top 20 by conservative v2 price signal score,53,False,Broad evaluation pool candidate
005710,2026-08-07,2026-08-07,2026-08-07,2026-08-09,WATCHLIST,neutral_positive,70.69,70.69,70.69,91.44,91.44,0,69.52,0.86,3,2.69,0.0,0.0,3.0,0.0,0,3,70.69,v2_conservative_ranker,57.0,8.0,6,13.64,0.0,0.0,4.5,80.14,80.14,v3_stability_ranker,strong_price_momentum,11670.0,0.0148,0.0355,0.1419,11520.0,10868.0,1.1718,0.0224,pykrx,,,,,,3,1,1,data/raw/price_005710_20260411_20260809.csv,6,True,Top 20 by conservative v2 price signal score,2,True,Experimental Top 20 by stability-first v3 score
253450,2026-08-07,2026-08-07,2026-08-07,2026-08-09,WATCHLIST,neutral_positive,70.18,70.18,70.18,96.88,96.88,0,70.37,3.58,3,4.9,1.87,0.0,0.0,0.0,0,0,70.18,v2_conservative_ranker,48.53,8.0,6,7.88,9.63,0.0,0.0,60.78,60.78,v3_stability_ranker,price_momentum,25200.0,0.0286,0.1667,0.1533,23230.0,21335.5,1.7166,0.0408,pykrx,,,,,,,,,data/raw/price_253450_20260411_20260809.csv,7,True,Top 20 by conservative v2 price signal score,44,False,Broad evaluation pool candidate
330730,2026-08-07,2026-08-07,2026-08-07,2026-08-09,WATCHLIST,neutral_positive,69.14,69.14,69.14,89.34,89.34,0,73.0,-2.0,2,3.85,0.0,0.0,0.0,0.0,0,0,69.14,v2_conservative_ranker,57.0,-3.0,1,12.19,0.0,0.0,0.0,67.19,67.19,v3_stability_ranker,strong_price_momentum,4880.0,-0.0031,0.0857,0.1142,4801.0,4542.0,0.379,0.0321,pykrx,,,,,,,,,data/raw/price_330730_20260411_20260809.csv,8,True,Top 20 by conservative v2 price signal score,20,True,Experimental Top 20 by stability-first v3 score
337840,2026-08-07,2026-08-07,2026-08-07,2026-08-09,WATCHLIST,neutral_positive,69.05,69.05,69.05,81.62,81.62,0,63.72,3.44,3,4.12,0.0,0.0,0.0,0.0,0,3,69.05,v2_conservative_ranker,51.0,8.0,6,11.86,0.0,0.0,0.0,76.86,76.86,v3_stability_ranker,price_momentum,6270.0,-0.0188,0.0627,0.0129,6256.0,6222.5,1.6886,0.0343,pykrx,,,,,,,,,data/raw/price_337840_20260411_20260809.csv,9,True,Top 20 by conservative v2 price signal score,5,True,Experimental Top 20 by stability-first v3 score
013720,2026-08-07,2026-08-07,2026-08-07,2026-08-09,WATCHLIST,neutral_positive,68.66,68.66,68.66,97.24,97.24,0,73.08,0.0,3,7.32,0.0,0.1,0.0,0.0,0,0,68.66,v2_conservative_ranker,48.08,8.0,6,4.85,5.29,2.56,0.0,59.08,59.08,v3_stability_ranker,strong_price_momentum,2345.0,0.0,0.1731,0.1167,2265.0,2088.3,1.0835,0.061,pykrx,,,,,,,,,data/raw/price_013720_20260411_20260809.csv,10,True,Top 20 by conservative v2 price signal score,62,False,Broad evaluation pool candidate
