stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
263800,2026-07-13,6130.0,-0.1603,0.2865,0.3698,6332.0,5003.25,2.2273,0.1078,3,price_momentum,pykrx,data/raw/price_263800_20260315_20260713.csv
465770,2026-07-13,2540.0,0.2999,0.233,-0.0679,2154.2,2128.3,1.7183,0.0921,3,price_momentum,unknown,data/raw/price_465770_20260613_20260713.csv
290720,2026-07-13,3195.0,0.0079,0.0615,-0.0603,3141.0,2771.25,1.5252,0.0671,3,price_momentum,unknown,data/raw/price_290720_20260613_20260713.csv
058730,2026-07-13,4765.0,-0.0527,0.3499,0.714,4791.0,3804.25,0.691,0.1518,2,price_momentum,pykrx,data/raw/price_058730_20260315_20260713.csv
036630,2026-07-13,7580.0,-0.1725,0.2013,-0.2021,8606.0,7310.5,1.1412,0.0965,2,price_momentum,pykrx,data/raw/price_036630_20260315_20260713.csv
012160,2026-07-13,1860.0,-0.0554,0.1553,-0.0106,1939.6,1773.7,0.6601,0.0798,2,price_momentum,pykrx,data/raw/price_012160_20260315_20260713.csv
000760,2026-07-13,12760.0,-0.078,0.0651,0.0143,12672.0,11946.5,0.9542,0.0503,2,price_momentum,pykrx,data/raw/price_000760_20260315_20260713.csv
008930,2026-07-13,33100.0,-0.009,0.0508,0.0906,32850.0,30435.0,1.4226,0.0438,2,price_momentum,pykrx,data/raw/price_008930_20260315_20260713.csv
006730,2026-07-13,10890.0,0.0093,0.0491,-0.032,10704.0,10291.5,1.1971,0.054,2,price_momentum,pykrx,data/raw/price_006730_20260315_20260713.csv
318060,2026-07-13,17330.0,-0.0632,0.0402,-0.2123,18090.0,18053.5,1.1357,0.0634,2,price_momentum,unknown,data/raw/price_318060_20260613_20260713.csv
088790,2026-07-13,2475.0,-0.0481,0.0399,-0.0388,2499.0,2401.25,0.8992,0.0391,2,price_momentum,pykrx,data/raw/price_088790_20260315_20260713.csv
142760,2026-07-13,421.0,0.0879,0.0344,-0.3381,402.6,483.6,7.4527,0.0564,2,price_momentum,pykrx,data/raw/price_142760_20260315_20260713.csv
109070,2026-07-13,1511.0,-0.1006,0.0107,0.0141,1462.0,1563.35,0.9021,0.0774,1,neutral,pykrx,data/raw/price_109070_20260315_20260713.csv
241840,2026-07-13,2490.0,-0.0099,0.0101,-0.1823,2466.0,2527.5,0.6494,0.0553,1,neutral,pykrx,data/raw/price_241840_20260315_20260713.csv
236810,2026-07-13,1027.0,-0.0191,0.0039,-0.229,1013.0,1095.05,0.9532,0.0633,1,neutral,pykrx,data/raw/price_236810_20260315_20260713.csv
